,Verse,Meter,char_count
68761,that scarce above it towers the regal throne,trochaic,8
68762,these honours undiminish'd undefil'd,trochaic,8
68763,to me deliver'd down might well content,trochaic,8
68764,a vulgar mind but spirits highly born,trochaic,8
68765,are full of gen'rous and aspiring thoughts,trochaic,8
68766,and use the vantage ground of rank and pow'r,trochaic,8
68767,but to ascend still higher thus i come,trochaic,8
68768,thy garter to sollicit pleas'd great prince,trochaic,8
68769,with thee to be enroll'd thy brother knight,trochaic,8
68770,and fearing no repulse nobility,trochaic,8
68771,as nearest in her orbit first receives,trochaic,8
68772,the beams of majesty alone can bear,trochaic,8
68773,the fulness of that glory which o'erpow'rs,trochaic,8
68774,inferior natures virtue's self would blush,trochaic,8
68775,did she at once approach too near the throne,trochaic,8
68776,but the young eagle borne amid the blaze,trochaic,8
68777,of glancing lightnings with undazzled eye,trochaic,8
68778,soars to the courts of heav'n and perches bold,trochaic,8
68779,on the bright sceptre of imperial jove,trochaic,8
68780,the greatest king is he who is the king,trochaic,8
68781,of greatest subjects seek'st thou to advance,trochaic,8
68782,the glory of thy order to thy self,trochaic,8
68783,associate those whose highexalted names,trochaic,8
68784,for ages past from envy's self have forc'd,trochaic,8
68785,habitual veneration never paid,trochaic,8
68786,to new and upstart merit such am i,trochaic,8
68787,whose pure and gen'rous blood descending down,trochaic,8
68788,from noblest fountains in its course enrich'd,trochaic,8
68789,by glorious mixtures with each royal stream,trochaic,8
68790,that fair iberia boasts might ev'n pretend,trochaic,8
68791,to thy alliance edward view this scroll,trochaic,8
68792,the faithful blazon of my ancient line,trochaic,8
68793,a line of potentates whose ev'ry son,trochaic,8
68794,deserv'd to wear the garter i demand,trochaic,8
68795,in me their representative the heir,trochaic,8
68796,of all their honours son of their renown,trochaic,8
68797,do thou reward their virtues in their names,trochaic,8
68798,i claim and on hereditary right,trochaic,8
68799,the right of monarchs edward rest my plea,trochaic,8
68800,the high desert of thy renown'd forefathers,trochaic,8
68801,well hast thou shewn but hast thou therefore prov'd,trochaic,8
68802,thy self deserving to be call'd their son,trochaic,8
68803,to thee their prosp'rous virtues have indeed,trochaic,8
68804,transmitted lineal rank and titles proud,trochaic,8
68805,by them more hardly gain'd for which thou stand'st,trochaic,8
68806,to custom and th' indulgence of thy country,trochaic,8
68807,indebted guzman in a large account,trochaic,8
68808,which thou must first discharge by noble deeds,trochaic,8
68809,ere thou canst stile those dignities thine own,trochaic,8
68810,this if thou hast not paid why dost thou seek,trochaic,8
68811,like thriftless prodigals to swell the debt,trochaic,8
68812,and overwhelm thy self with obligations,trochaic,8
68813,virtue is honour and the noblest titles,trochaic,8
68814,are but the public stamps set on the ore,trochaic,8
68815,to ascertain its value to mankind,trochaic,8
68816,it were a kind of treason to my crown,trochaic,8
68817,to mark base metal with the royal impress,trochaic,8
68818,and put off lazy pride in virtue's name,trochaic,8
68819,wou'dst thou attain my garter seek it there,trochaic,8
68820,where thy heroic ancestors acquir'd,trochaic,8
68821,their glorious honours in th' embattled field,trochaic,8
68822,among the squadrons of the warlike moors,trochaic,8
68823,or in the council of thy king by truth,trochaic,8
68824,and wisdom equal to th' important trust,trochaic,8
68825,be what thy fathers were and then return,trochaic,8
68826,to ask the pledge of merit from my hand,trochaic,8
68827,and be the fit companion of a king,trochaic,8
68828,from genoa the opulent the bank,trochaic,8
68829,and treasury of the world most puissant king,trochaic,8
68830,invited by thy heralds am i come,trochaic,8
68831,to claim the honour by thy promise due,trochaic,8
68832,due by thy justice to superior worth,trochaic,8
68833,due then to me great edward who possess,trochaic,8
68834,that object of the toils the cares the vows,trochaic,8
68835,of all mankind that comprehensive good,trochaic,8
68836,source of all pow'r and grandeur boundless wealth,trochaic,8
68837,behold yon glitt'ring train whose sumptuous pride,trochaic,8
68838,bright with the treasures of each precious mine,trochaic,8
68839,invests with glory thy imperial throne,trochaic,8
68840,whence is their dignity the ray august,trochaic,8
68841,that awes and dazzles the respectful crowd,trochaic,8
68842,proceeds it from nobility from virtue,trochaic,8
68843,their wisdom or their valour or their fame,trochaic,8
68844,comes it not rather from the beaming ore,trochaic,8
68845,the diamond's starlike radiance wealth o king,trochaic,8
68846,wealth is the sun that decks the gorgeous scene,trochaic,8
68847,that cherishes adorns and calls to view,trochaic,8
68848,these princely flowers of honour virtue fame,trochaic,8
68849,which in the shades of poverty were lost,trochaic,8
68850,whatever men desire or venerate,trochaic,8
68851,on wealth attends ev'n empire's self is bought,trochaic,8
68852,nor cou'd the mighty julius have attain'd,trochaic,8
68853,by wisdom or by valour sov'reign pow'r,trochaic,8
68854,had not the gold of vanquish'd gaul subdu'd,trochaic,8
68855,the liberties of rome on wretched want,trochaic,8
68856,contempt and narrowsoul'd dependence wait,trochaic,8
68857,ev'n kings of necessary wealth depriv'd,trochaic,8
68858,in powerless indigence lose all respect,trochaic,8
68859,all homage from their subjects while the rich,trochaic,8
68860,like gods ador'd o'er ev'ry neck extend,trochaic,8
68861,their potent sceptres and in golden chains,trochaic,8
68862,fierce faction and rebellious freedom bind,trochaic,8
68863,the glory strength importance of a realm,trochaic,8
68864,is measur'd by its riches venice thus,trochaic,8
68865,thus genoa's petty state outbalances,trochaic,8
68866,in europe's scale the boundless wilds that cloath,trochaic,8
68867,with tributary furs the russian czar,trochaic,8
68868,with like preeminence exalted shines,trochaic,8
68869,in ev'ry land above the proudest names,trochaic,8
68870,the blest possessor of allworship'd gold,trochaic,8
68871,my birth or rank i boast not here though born,trochaic,8
68872,a senator of genoa the desert,trochaic,8
68873,on which i found my claim is all my own,trochaic,8
68874,to have adorn'd and dignify'd the state,trochaic,8
68875,of my declining house with greater wealth,trochaic,8
68876,than e'er my thriftless ancestors possess'd,trochaic,8
68877,whose richest acquisitions were but sprigs,trochaic,8
68878,of barren laurel or the flaunting rags,trochaic,8
68879,of some torn ensign to their needy son,trochaic,8
68880,a worthless heritage yet not to swell,trochaic,8
68881,my narrow fortunes wou'd my soul descend,trochaic,8
68882,to the base methods of ignoble trade,trochaic,8
68883,and vulgar mercantile pursuit of gain,trochaic,8
68884,mine were the noble arts of raising gold,trochaic,8
68885,from gold of nursing and improving wealth,trochaic,8
68886,by gainful use arts practis'd heretofore,trochaic,8
68887,by senators and sages of old rome,trochaic,8
68888,illustrious crassus and wise seneca,trochaic,8
68889,thus have i grac'd the splendor of my name,trochaic,8
68890,with suitable possessions thus i hold,trochaic,8
68891,in firm subjection to my will the poor,trochaic,8
68892,of ev'ry rank and order soldier priest,trochaic,8
68893,the vent'rous merchant and the sumptuous lord,trochaic,8
68894,who in a lower vassalage to me,trochaic,8
68895,than to thy sceptre edward bow their heads,trochaic,8
68896,pledging their lands and liberties for gold,trochaic,8
68897,hence am i bold to stand before thy throne,trochaic,8
68898,a candidate for glory's highest prize,trochaic,8
68899,and let me add that policy alone,trochaic,8
68900,shou'd teach thy prudence to approve my claim,trochaic,8
68901,shou'd teach thee in thy subjects to excite,trochaic,8
68902,by honours on superior wealth bestow'd,trochaic,8
68903,an useful emulation to be rich,trochaic,8
68904,which once inspir'd thy albion shall become,trochaic,8
68905,the first of nations thou the first of kings,trochaic,8
68906,hadst thou by op'ning to thy native land,trochaic,8
68907,the golden veins of commerce by employing,trochaic,8
68908,the useful hands of industry in works,trochaic,8
68909,of national advantage by uniting,trochaic,8
68910,remotest regions in the friendly bands,trochaic,8
68911,and honest intercourse of mutual trade,trochaic,8
68912,hadst thou by these humane and generous arts,trochaic,8
68913,which thy mistaken pride so much disdains,trochaic,8
68914,enrich'd at once thy country and thy self,trochaic,8
68915,then not unworthy hadst thou been to wear,trochaic,8
68916,the brightest marks of honour but thy wealth,trochaic,8
68917,the baseborn child of sordid usury,trochaic,8
68918,that foe to commerce nurse of idleness,trochaic,8
68919,stains and degrades thee from thy noble birth,trochaic,8
68920,nor in the usurer can i discern,trochaic,8
68921,the senator of genoa to enlarge,trochaic,8
68922,the mind with gen'rous sentiments to raise,trochaic,8
68923,its aims by virtuous emulation here,trochaic,8
68924,i sit but not to gild with honour's beams,trochaic,8
68925,that selfish passion which congeals the heart,trochaic,8
68926,and stops the streams of sweet benevolence,trochaic,8
68927,mean avarice the vice of narrowest souls,trochaic,8
68928,incapable of glory wealth thou say'st,trochaic,8
68929,can buy ev'n empire and to julius gave,trochaic,8
68930,dominion o'er his country fatal gift,trochaic,8
68931,and ruinous to both but what to rome,trochaic,8
68932,what to that caesar's successors avail'd,trochaic,8
68933,the boundless treasures of the ravag'd world,trochaic,8
68934,when they had lost their virtue did not soon,trochaic,8
68935,the valiant sons of poverty the goths,trochaic,8
68936,the huns and vandals from their barren hills,trochaic,8
68937,and rugged woods descending to their steel,trochaic,8
68938,subject the roman gold yet i deny not,trochaic,8
68939,the pow'r and use of riches to the wise,trochaic,8
68940,and good in publick or in private life,trochaic,8
68941,they are the means of virtue and best serve,trochaic,8
68942,the noblest purposes but in the use,trochaic,8
68943,not in the bare possession lies the merit,trochaic,8
68944,shew me thy merit then thy bounteous acts,trochaic,8
68945,publick munificence or private alms,trochaic,8
68946,the hungry and the naked and the sick,trochaic,8
68947,sustain'd and cherish'd by thy saving hand,trochaic,8
68948,plead this and i allow thy worthy claim,trochaic,8
68949,for this is virtue and deserves reward,trochaic,8
68950,not on my wealth nor on my noble blood,trochaic,8
68951,shall i presume to claim thy royal gift,trochaic,8
68952,auspicious prince but on the skill to give,trochaic,8
68953,that splendor to nobility and wealth,trochaic,8
68954,that elegance of taste from which alone,trochaic,8
68955,their value they derive of this to judge,trochaic,8
68956,this to direct i boast fit arbiter,trochaic,8
68957,of all refin'd delights but chief to kings,trochaic,8
68958,my happy talents i devote on them,trochaic,8
68959,my genius waits with duteous care and wafts,trochaic,8
68960,the golden cup of pleasure to their lips,trochaic,8
68961,like ganymede before the throne of jove,trochaic,8
68962,and who indeed would wish to be a god,trochaic,8
68963,only to thunder and to hear the pray'rs,trochaic,8
68964,of clam'rous suitors 'tis the nectar'd feast,trochaic,8
68965,the dance of graces and the wanton charms,trochaic,8
68966,of venus sporting with the smiles and loves,trochaic,8
68967,that make the court of heav'n a blest abode,trochaic,8
68968,far happier were the meanest peasant's lot,trochaic,8
68969,who sleeps or sings in careless ease beneath,trochaic,8
68970,the sunburnt haycock or the flow'ry thorn,trochaic,8
68971,than to be plac'd on high in anxious pride,trochaic,8
68972,the purple drudge and slave of tiresome state,trochaic,8
68973,if to superior pow'r superior means,trochaic,8
68974,of joy were not annex'd and larger scope,trochaic,8
68975,for ev'ry wish the lavish heart can form,trochaic,8
68976,if the soft hand of pleasure did not wreathe,trochaic,8
68977,around the royal diadem whose weight,trochaic,8
68978,oppressive loads the monarch's aching brow,trochaic,8
68979,her fairest growth of everblooming flow'rs,trochaic,8
68980,on thee victorious prince propitious fortune,trochaic,8
68981,hath pour'd her richest gifts renown and wealth,trochaic,8
68982,and greatness equal to thy mighty mind,trochaic,8
68983,one only bliss is wanting to thy court,trochaic,8
68984,voluptuous elegance the lovely child,trochaic,8
68985,of ease and opulence that never comes,trochaic,8
68986,but like a bird of summer to attend,trochaic,8
68987,the brightest sunshine of a glorious state,trochaic,8
68988,to her and her alone belongs the task,trochaic,8
68989,by learned delicacy to remove,trochaic,8
68990,what yet remains in this thy ancient realm,trochaic,8
68991,of gothick barbarism the rust of war,trochaic,8
68992,and valiant ignorance her artful hand,trochaic,8
68993,thy rugged britons shall refine and teach,trochaic,8
68994,more courtly manners to their sov'reign's will,trochaic,8
68995,politely pliant do but thou command,trochaic,8
68996,thy willing servant with thy favours grac'd,trochaic,8
68997,from fair joanna's eversmiling court,trochaic,8
68998,under whose happy influence i was train'd,trochaic,8
68999,from polish'd naples her delightful seat,trochaic,8
69000,the blooming goddess to transport with all,trochaic,8
69001,her train of joys and fix them here beneath,trochaic,8
69002,thy great protection but perhaps thou fear'st,trochaic,8
69003,the voice of censure and the grave reproof,trochaic,8
69004,of moralizing dullness idle fear,trochaic,8
69005,the vulgar herd indeed religious craft,trochaic,8
69006,and policy of state have well confin'd,trochaic,8
69007,with wise severity to rigid laws,trochaic,8
69008,else would that headstrong beast the multitude,trochaic,8
69009,forget obedience and its rider's voice,trochaic,8
69010,disdain but shall the rider put a curb,trochaic,8
69011,in his own mouth the laws that kings have made,trochaic,8
69012,shall they restrain the makers edward no,trochaic,8
69013,for thee indulgent justice shall relax,trochaic,8
69014,her harsh decrees and piety shall wait,trochaic,8
69015,to give her rev'rend sanction to thy will,trochaic,8
69016,'tis thine to rove at large thro' nature's field,trochaic,8
69017,crop ev'ry flow'r and taste of ev'ry fruit,trochaic,8
69018,by sweet variety provoking still,trochaic,8
69019,the languid appetite to new desires,trochaic,8
69020,nor useless to thy pleasures happy prince,trochaic,8
69021,shall be my faithful service nicer joys,trochaic,8
69022,joys of a quicker more exalted taste,trochaic,8
69023,than ever ripen'd in this northern clime,trochaic,8
69024,the growth of softer regions shall my hand,trochaic,8
69025,by skilful culture in thy britain raise,trochaic,8
69026,to them whose gross and dull capacities,trochaic,8
69027,are fit to bear the burthens of the state,trochaic,8
69028,the lab'ring mules that thro' the mire of forms,trochaic,8
69029,draw the slow car of government along,trochaic,8
69030,gladly the task of bus'ness i resign,trochaic,8
69031,be mine the brighter province to direct,trochaic,8
69032,thy pleasures edward minister supreme,trochaic,8
69033,of all thy softer hours to serve the king,trochaic,8
69034,be theirs the glory let me serve the man,trochaic,8
69035,but shou'd thy sterner genius only pleas'd,trochaic,8
69036,with arms and royalty's important cares,trochaic,8
69037,the duties of a king my gentle arts,trochaic,8
69038,too lightly prize and thence reject my suit,trochaic,8
69039,permit at least that to philippa's ear,trochaic,8
69040,divine philippa thine and beauty's queen,trochaic,8
69041,and her attendant graces i may plead,trochaic,8
69042,the cause of bliss a cause so much their own,trochaic,8
69043,they will approve my claim to whom the cares,trochaic,8
69044,the labours of my life my head my heart,trochaic,8
69045,are all devoted let me from their hands,trochaic,8
69046,receive the garter and be call'd their knight,trochaic,8
69047,permit me gracious edward to reply,trochaic,8
69048,to this irreverent flatt'rer who presumes,trochaic,8
69049,before a matron and a queen to plead,trochaic,8
69050,the cause of vice and impudently hopes,trochaic,8
69051,to find in her a fautress of his suit,trochaic,8
69052,but know pernicious sophister my heart,trochaic,8
69053,hath learn'd from edward's love and this high rank,trochaic,8
69054,which i partake with him a noble pride,trochaic,8
69055,that ill can brook the too familiar eye,trochaic,8
69056,and saucy tongue of riot and debauch,trochaic,8
69057,in whose unmanner'd light society,trochaic,8
69058,nor majesty nor virtue can maintain,trochaic,8
69059,that dignity which is their proper guard,trochaic,8
69060,thy vile refinements and luxurious arts,trochaic,8
69061,miscall'd politeness i detest and feel,trochaic,8
69062,in the soft duties of a virtuous love,trochaic,8
69063,such pure serene delight as far transcends,trochaic,8
69064,what thou styl'st pleasure the delirious joy,trochaic,8
69065,of an intoxicated feverish brain,trochaic,8
69066,behold my royal lord the first and best,trochaic,8
69067,of kings the love and wonder of mankind,trochaic,8
69068,behold my children worthy their great sire,trochaic,8
69069,the gen'ral theme of praise and benediction,trochaic,8
69070,these are my pleasures can thy skill bestow,trochaic,8
69071,superior bliss ah no the vain attempt,trochaic,8
69072,wou'd only bring disgust remorse and shame,trochaic,8
69073,that i have lov'd philippa and esteem'd thee,trochaic,8
69074,more for thy virtues than those female charms,trochaic,8
69075,which this vile flatterer deems singly worth,trochaic,8
69076,his panegyrick be thy happiness,trochaic,8
69077,and glory as it is thy edward's pride,trochaic,8
69078,with the like spirit have i also woo'd,trochaic,8
69079,and wedded sov'reign power nor weakly caught,trochaic,8
69080,with outward pomp or seeking to myself,trochaic,8
69081,a privilege to riot uncontroul'd,trochaic,8
69082,in sensual pleasures and behind the throne,trochaic,8
69083,to laugh securely at restraint and law,trochaic,8
69084,no i embrac'd her as the child of heav'n,trochaic,8
69085,dowr'd with the ample means of doing good,trochaic,8
69086,from whose espousals i might hope to raise,trochaic,8
69087,an offspring worth th' ambition of a king,trochaic,8
69088,immortal glory to a gen'rous mind,trochaic,8
69089,as far surpassing all the wanton toys,trochaic,8
69090,which he calls pleasure as thy faithful love,trochaic,8
69091,the sweet o'erflowing of heartfelt delight,trochaic,8
69092,excels philippa the lascivious smile,trochaic,8
69093,of common prostitutes caress'd and loath'd,trochaic,8
69094,hence from my sight with thy detested arts,trochaic,8
69095,base minister of luxury the bane,trochaic,8
69096,of ev'ry flourishing and happy state,trochaic,8
69097,presume no more within my court to sing,trochaic,8
69098,thy syrensong nor soften into slaves,trochaic,8
69099,and cowards my brave subjects i disdain,trochaic,8
69100,that elegance which such as thou can teach,trochaic,8
69101,virtue alone is elegant alone,trochaic,8
69102,polite vice must be sordid and deform'd,trochaic,8
69103,tho' to adorn her ev'ry art contend,trochaic,8
69104,and rather wou'd i see my britons roam,trochaic,8
69105,untutor'd savages among the woods,trochaic,8
69106,as once they did in naked innocence,trochaic,8
69107,than polish'd like the vile degenerate race,trochaic,8
69108,of modern italy's corrupted sons,trochaic,8
69109,nor riches nor nobility of birth,trochaic,8
69110,nor the soft arts of base effem'nate ease,trochaic,8
69111,which justly thou rejectest valiant prince,trochaic,8
69112,but thy own darling attribute i boast,trochaic,8
69113,undaunted courage try'd in many a field,trochaic,8
69114,in ev'ry clime and under ev'ry banner,trochaic,8
69115,that for these forty summers have been wav'd,trochaic,8
69116,o'er europe's plains by ister rhine and po,trochaic,8
69117,hungarian and bohemian flemish french,trochaic,8
69118,venetian spanish guelph and gibbeline,trochaic,8
69119,whence in just confidence secure i come,trochaic,8
69120,this military honour to demand,trochaic,8
69121,due to my toils and service to my wounds,trochaic,8
69122,my laurels and that generous love of glory,trochaic,8
69123,which without any call or publick cause,trochaic,8
69124,or private animosity alone,trochaic,8
69125,rais'd my strong arm and drew my dreadful sword,trochaic,8
69126,wherever mars his crimson flag display'd,trochaic,8
69127,that was my country thither swift i bore,trochaic,8
69128,my ready valour and the dauntless band,trochaic,8
69129,of various nations under my command,trochaic,8
69130,prepar'd to sell their blood their limbs their lives,trochaic,8
69131,nor where the right nor where the justest cause,trochaic,8
69132,deign'd we to ask those intricate debates,trochaic,8
69133,we left to lazy penmen in the shade,trochaic,8
69134,of coward ease while our impetuous fire,trochaic,8
69135,still bore us forward ardent to pursue,trochaic,8
69136,thro' danger's roughest paths the steps to fame,trochaic,8
69137,on such a spirit should thy favour smile,trochaic,8
69138,but let me wonder edward that so long,trochaic,8
69139,thy ear the vain pretensions cou'd endure,trochaic,8
69140,of men unknown to war attendants meet,trochaic,8
69141,of some luxurious asiatic court,trochaic,8
69142,or female distaffreign but suiting ill,trochaic,8
69143,the presence of a monarch great in arms,trochaic,8
69144,hadst thou to those inglorious sons of peace,trochaic,8
69145,thy martial order giv'n the warriorsaint,trochaic,8
69146,had blush'd to see his image so profan'd,trochaic,8
69147,which on my manly breast indented o'er,trochaic,8
69148,with many a noble scar will fitly shine,trochaic,8
69149,but wherefore stand i thus haranguing here,trochaic,8
69150,unskilful as i am in smooth discourse,trochaic,8
69151,the coward's argument on force alone,trochaic,8
69152,i rest my title let the glorious prize,trochaic,8
69153,be hung on high amid the listed field,trochaic,8
69154,and let me there dispute it there my lance,trochaic,8
69155,shall plead my cause far better than my tongue,trochaic,8
69156,if any dare deny my rightful claim,trochaic,8
69157,not for the brave alone have i ordain'd,trochaic,8
69158,this institution but for all desert,trochaic,8
69159,all publick virtue wisdom all that serves,trochaic,8
69160,improves defends or dignifies a state,trochaic,8
69161,tho' first indeed to valour as the guard,trochaic,8
69162,of all the rest when in the publick cause,trochaic,8
69163,with justice and benevolence employ'd,trochaic,8
69164,but thou base mercenary canst thou dare,trochaic,8
69165,the glorious name of valour to usurp,trochaic,8
69166,who know'st no publick cause no sense of right,trochaic,8
69167,nor pity nor affection nor remorse,trochaic,8
69168,who under any chief in any quarrel,trochaic,8
69169,canst stain with gore thy prostituted arms,trochaic,8
69170,call it not love of glory that is built,trochaic,8
69171,on acts for the deliv'rance of mankind,trochaic,8
69172,on gen'rous principles and noble scorn,trochaic,8
69173,of sordid int'rest call it cruel pride,trochaic,8
69174,and savageness of nature that delights,trochaic,8
69175,to conquer and oppress afflict insult,trochaic,8
69176,or call it love of plunder that can draw,trochaic,8
69177,unauthoris'd uninjur'd unprovok'd,trochaic,8
69178,the sword of war that bravolike can lift,trochaic,8
69179,for hire the venal hand to perpetrate,trochaic,8
69180,assassinations murders massacres,trochaic,8
69181,but thou hast serv'd with courage be it so,trochaic,8
69182,thou hast thy pay and with it thy reward,trochaic,8
69183,pretend no farther nor compare thy deeds,trochaic,8
69184,dishonour'd by the mean desire of gain,trochaic,8
69185,with his who for his country and his king,trochaic,8
69186,resigns his ease his fortune or his life,trochaic,8
69187,those battles thou hast fought those forty years,trochaic,8
69188,of blood and horror which thy vaunting tongue,trochaic,8
69189,so high hath sounded are indeed thy crimes,trochaic,8
69190,flagitious crimes for which th' impartial bar,trochaic,8
69191,of reason wou'd condemn thee as the foe,trochaic,8
69192,of human nature did not custom screen,trochaic,8
69193,by her unjust esteem thy guilty head,trochaic,8
69194,but hope not honour or employment here,trochaic,8
69195,unsafe and wretched is that monarch's state,trochaic,8
69196,who weakly trusts to mercenary bands,trochaic,8
69197,the guard or of his person or his realm,trochaic,8
69198,unfaithful insolent rapacious base,trochaic,8
69199,he soon shall prove them and become himself,trochaic,8
69200,their slave to hold his kingdom at their will,trochaic,8
69201,for this within my britain have i sought,trochaic,8
69202,to raise a martial spirit and ordain'd,trochaic,8
69203,these new incitements honours and rewards,trochaic,8
69204,to virtuous chivalry that never king,trochaic,8
69205,who wears hereafter my imperial crown,trochaic,8
69206,may need to stoop to the precarious aid,trochaic,8
69207,of venal foreign swords but in the hearts,trochaic,8
69208,of his brave subjects find a stronger guard,trochaic,8
69209,prepar'd with zeal unbought and english valour,trochaic,8
69210,his rights to vindicate and save their own,trochaic,8
69211,well has thy sovereign wisdom royal judge,trochaic,8
69212,the suit refus'd of these pretenders vain,trochaic,8
69213,and by rejecting them embolden'd me,trochaic,8
69214,for valour and nobility and wealth,trochaic,8
69215,though by their proud possessors vaunted high,trochaic,8
69216,are but subordinate the slaves and tools,trochaic,8
69217,not the companions and the counsellors,trochaic,8
69218,of godlike monarchy whose aweful throne,trochaic,8
69219,by darksome clouds envelop'd far beyond,trochaic,8
69220,the ken of vulgar eyes supported stands,trochaic,8
69221,on that deeprooted prop the craft of state,trochaic,8
69222,mysterious policy who best hath learn'd,trochaic,8
69223,her wily lessons best deserves to share,trochaic,8
69224,the honours counsels and the hearts of kings,trochaic,8
69225,by him instructed ev'n the meanest prince,trochaic,8
69226,shall rise to envy'd greatness shall advance,trochaic,8
69227,his dreaded pow'r above restraint and fear,trochaic,8
69228,and all the rules that in fantastic chains,trochaic,8
69229,inferior minds confine thus milan's dukes,trochaic,8
69230,thus padua's lords above their country's laws,trochaic,8
69231,have rais'd their heads and trampled to the dust,trochaic,8
69232,the pride of freedom that essays in vain,trochaic,8
69233,their high superior genius to controul,trochaic,8
69234,these were my masters mighty prince beneath,trochaic,8
69235,their rule and in their councils was i form'd,trochaic,8
69236,to know the false corrupted heart of man,trochaic,8
69237,his ev'ry weakness ev'ry vice and thence,trochaic,8
69238,to tempt or break his passions to the yoke,trochaic,8
69239,to scorn the publick as an empty name,trochaic,8
69240,and on the helpless multitude impose,trochaic,8
69241,the adamantine bonds of fraud and force,trochaic,8
69242,thus was i train'd thus fitted to conduct,trochaic,8
69243,the fate of proudest empires thus i come,trochaic,8
69244,to claim thy garter edward the just meed,trochaic,8
69245,of worth praeeminent and in return,trochaic,8
69246,my services to offer which no doubt,trochaic,8
69247,thy wisdom gladly will accept for who,trochaic,8
69248,so fit to serve the majesty of kings,trochaic,8
69249,as he who slighting ev'ry meaner tye,trochaic,8
69250,friends parents country to advance their pow'r,trochaic,8
69251,devotes his toil experience fortune fame,trochaic,8
69252,nor other favour courts nor refuge hopes,trochaic,8
69253,but in their high protection led by me,trochaic,8
69254,thou royal edward shalt attain that height,trochaic,8
69255,that glorious summit of imperial pow'r,trochaic,8
69256,which not thy mighty ancestors have reach'd,trochaic,8
69257,where in a freer air a more enlarg'd,trochaic,8
69258,horizon bounded only by thy will,trochaic,8
69259,thou shalt exalted sit and view beneath,trochaic,8
69260,in humbler distances and safer bounds,trochaic,8
69261,those subjects who presumptuous now approach,trochaic,8
69262,too near and with rude hands profane thy throne,trochaic,8
69263,nor let weak scruples check thy manly soul,trochaic,8
69264,in the bright task of glory know great prince,trochaic,8
69265,a king's divinity is sov'reign pow'r,trochaic,8
69266,the only god before whose shrine the wise,trochaic,8
69267,their incense offer whence inspir'd they draw,trochaic,8
69268,divine ambition and heroic scorn,trochaic,8
69269,of vulgar prejudices vulgar fears,trochaic,8
69270,virtue's the people's idol and by them,trochaic,8
69271,rewarded well with popular applause,trochaic,8
69272,that idle breath the gift and prize of fools,trochaic,8
69273,'tis thine to govern not to court mankind,trochaic,8
69274,nor on their smiles precarious to depend,trochaic,8
69275,but nobly force them to depend on thine,trochaic,8
69276,o sacred sir can virtue give thee this,trochaic,8
69277,this bright supremacy trust not her boasts,trochaic,8
69278,her idle pageanty of barren praise,trochaic,8
69279,reject her saucy claims importunate,trochaic,8
69280,and selfsupported nor admit her train,trochaic,8
69281,proud independency and publick zeal,trochaic,8
69282,those factious demagogues the foes of kings,trochaic,8
69283,are virtue then and love of publick good,trochaic,8
69284,the foes of monarchy and are deceit,trochaic,8
69285,injustice and oppression qualities,trochaic,8
69286,becoming and expedient in a king,trochaic,8
69287,then know i not to govern but have nurs'd,trochaic,8
69288,for twice these fifteen years ev'n in my heart,trochaic,8
69289,a pois'nous viper nay unking'd myself,trochaic,8
69290,by yielding to restrain my sov'reign pow'r,trochaic,8
69291,with laws and charters of enfranchisement,trochaic,8
69292,not due it seems from monarchs to their slaves,trochaic,8
69293,but know vile counsellor of infamy,trochaic,8
69294,that i disdain thy politics those false,trochaic,8
69295,and shallow politics by which my sire,trochaic,8
69296,weak judging edward was betray'd to shame,trochaic,8
69297,and foul destruction while to such as thee,trochaic,8
69298,his ear and heart incautious he resign'd,trochaic,8
69299,and was indeed their slave not england's king,trochaic,8
69300,by maxims different far have i sustain'd,trochaic,8
69301,the strength and splendor of my regal state,trochaic,8
69302,on the broad basis of true wisdom fix'd,trochaic,8
69303,with solid firmness by encouraging,trochaic,8
69304,the gen'rous love of virtue and of fame,trochaic,8
69305,that source of valour pledge of victory,trochaic,8
69306,by granting to my subjects what indeed,trochaic,8
69307,is their inherent right security,trochaic,8
69308,the cheerful father of content and peace,trochaic,8
69309,of industry and opulence which fills,trochaic,8
69310,with smiling multitudes the land and pays,trochaic,8
69311,in willing subsidies that prince's care,trochaic,8
69312,who lays up treasure in his people's hearts,trochaic,8
69313,by holding with a firm impartial hand,trochaic,8
69314,the sleddy scale of justice not alone,trochaic,8
69315,betwixt my subjects in their private rights,trochaic,8
69316,but in the gen'ral more important cause,trochaic,8
69317,betwixt the crown and them the diff'rent claims,trochaic,8
69318,of freedom and of just prerogative,trochaic,8
69319,transgressing not myself by boundless pow'r,trochaic,8
69320,nor suff'ring others to transgress those laws,trochaic,8
69321,that in their golden chain together bind,trochaic,8
69322,for common good the whole united state,trochaic,8
69323,but more than all by guarding from contempt,trochaic,8
69324,or impious violation that supreme,trochaic,8
69325,protrectress of all government and law,trochaic,8
69326,religion in whose train for ever wait,trochaic,8
69327,obedience order justice mercy love,trochaic,8
69328,a guard of angels plac'd around the throne,trochaic,8
69329,her sacred counsels have i still rever'd,trochaic,8
69330,her high commands enforc'd her pow'r implor'd,trochaic,8
69331,o'er all my subject nations to call down,trochaic,8
69332,from heav'nly wisdom her eternal fire,trochaic,8
69333,a fix'd secure felicity beyond,trochaic,8
69334,the force of human prudence to attain,trochaic,8
69335,these are my arts of government those arts,trochaic,8
69336,by which my british crown i have advanc'd,trochaic,8
