البيت,الشطر الأيسر,الشطر الأيمن,البحر,الشاعر
فباعي دونهم قصر ورجاي ممدود,ورجاي ممدود,فباعي دونهم قصر,الهزج,اللواح
فلي بمناهج الآما ل إيغال وتوحيد,ل إيغال وتوحيد,فلي بمناهج الآما,الهزج,اللواح
ولي شغل بما لا في ه لي نفع وتلديد,ه لي نفع وتلديد,ولي شغل بما لا في,الهزج,اللواح
كأني واثقٌ بالده ر ولي فيه تمهيد,ر ولي فيه تمهيد,كأني واثقٌ بالده,الهزج,اللواح
ولم أنظر لمن قد أه لكته البيض والسود,لكته البيض والسود,ولم أنظر لمن قد أه,الهزج,اللواح
فما باقٍ عليها وا لدٌ أبداً ومولود,لدٌ أبداً ومولود,فما باقٍ عليها وا,الهزج,اللواح
سواء في الثرى قد حل لو مبغوض ومودود,لو مبغوض ومودود,سواء في الثرى قد حل,الهزج,اللواح
ومن هو حاسد النعما ومن في الفضل محسود,ومن في الفضل محسود,ومن هو حاسد النعما,الهزج,اللواح
فأين مخدد الأخدو د وأبلته الأخدود,د وأبلته الأخدود,فأين مخدد الأخدو,الهزج,اللواح
وأين المجتبى يحيى وكنعان ونمرود,وكنعان ونمرود,وأين المجتبى يحيى,الهزج,اللواح
وابن الباعث الغارا ت أسعد والفتى هود,ت أسعد والفتى هود,وابن الباعث الغارا,الهزج,اللواح
هما ضدان في الفعل وما في الموت تبديد,وما في الموت تبديد,هما ضدان في الفعل,الهزج,اللواح
ألا باء بها الساهي بنقص أنت مرصود,بنقص أنت مرصود,ألا باء بها الساهي,الهزج,اللواح
وإحدى المنزلتين فأن ت يا مغرور موعود,ت يا مغرور موعود,وإحدى المنزلتين فأن,الهزج,اللواح
فإما جنة المأوى وإما النار تخليد,وإما النار تخليد,فإما جنة المأوى,الهزج,اللواح
أيا رباه يا معبو د والمعبود مقصود,د والمعبود مقصود,أيا رباه يا معبو,الهزج,اللواح
أنا لك تائبٌ فالتو ب للغفران إقليد,ب للغفران إقليد,أنا لك تائبٌ فالتو,الهزج,اللواح
وقفت ببابك اللهم م والوافد موفود,م والوافد موفود,وقفت ببابك اللهم,الهزج,اللواح
وراج منك أني لس ت دون الحوض مصدود,ت دون الحوض مصدود,وراج منك أني لس,الهزج,اللواح
وردت حياض عفوك إن حياض نداك مورود,حياض نداك مورود,وردت حياض عفوك إن,الهزج,اللواح
فأنت اللَه ليس علي ك فيما شئت تنفيد,ك فيما شئت تنفيد,فأنت اللَه ليس علي,الهزج,اللواح
فإن عبتني فأنا ال حقيق وأنت محمود,حقيق وأنت محمود,فإن عبتني فأنا ال,الهزج,اللواح
وإن عني عفوت فإن ن عفوك واسعٌ زيد,ن عفوك واسعٌ زيد,وإن عني عفوت فإن,الهزج,اللواح
فمن سان القفار السج د والمحسن فالجود,د والمحسن فالجود,فمن سان القفار السج,الهزج,اللواح
فَدُمْ يا شِعْرُ نِبْراسي ودُمْ يا شِعرُ أوتاري,ودُمْ يا شِعرُ أوتاري,فَدُمْ يا شِعْرُ نِبْراسي,الهزج,عبد الولي الشميرى
عَجِيبٌ أنتَ يا شِعْري ويا تَسبيحَ قِيثاري,ويا تَسبيحَ قِيثاري,عَجِيبٌ أنتَ يا شِعْري,الهزج,عبد الولي الشميرى
إلامَ تُثِيرُ قُرَّائي؟ بِتأييدٍ وإنكارِ؟,بِتأييدٍ وإنكارِ؟,إلامَ تُثِيرُ قُرَّائي؟,الهزج,عبد الولي الشميرى
وأَغْضَبْتَ الأُلَى كانوا يَرَوْنَ الشِّعرَ مِزماري,يَرَوْنَ الشِّعرَ مِزماري,وأَغْضَبْتَ الأُلَى كانوا,الهزج,عبد الولي الشميرى
فهذا شاعرٌ يَتلو ويَلْعَنُ بعضَ أفكاري,ويَلْعَنُ بعضَ أفكاري,فهذا شاعرٌ يَتلو,الهزج,عبد الولي الشميرى
وهذا قارئٌ يَشدو يَشُمُّ عَبيرَ أزهاري,يَشُمُّ عَبيرَ أزهاري,وهذا قارئٌ يَشدو,الهزج,عبد الولي الشميرى
كذا يا شِعرُ تُحْرِجُني وتُفْشِي كلَّ أَسرارِي,وتُفْشِي كلَّ أَسرارِي,كذا يا شِعرُ تُحْرِجُني,الهزج,عبد الولي الشميرى
بِهِ الميزانُ مَنصوبٌ وَمِنهُ الحَوضُ مَورودُ,وَمِنهُ الحَوضُ مَورودُ,بِهِ الميزانُ مَنصوبٌ,الهزج,المكزون السنجاري
وَفيهِ السِدرُ مَخضودٌ وَطَلحٌ ظَلَّ مَنضودُ,وَطَلحٌ ظَلَّ مَنضودُ,وَفيهِ السِدرُ مَخضودٌ,الهزج,المكزون السنجاري
مَتّى أَهلِكُ ياقَومي فَقَد حُقَّ لي المَهلَك,فَقَد حُقَّ لي المَهلَك,مَتّى أَهلِكُ ياقَومي,الهزج,أبو العلاء المعري
فَقيرٌ كُلُّ مَن في الأَر ضِ إِنَّ العَبدَ لا يَملِك,ضِ إِنَّ العَبدَ لا يَملِك,فَقيرٌ كُلُّ مَن في الأَر,الهزج,أبو العلاء المعري
فَراغي بِكَ مَشغولُ وَبِالأَنغامِ مَشمولُ,وَبِالأَنغامِ مَشمولُ,فَراغي بِكَ مَشغولُ,الهزج,المكزون السنجاري
وَقَلبي لَكَ مَوضوعٌ عَلَيهِ الذِكرُ مَحمولُ,عَلَيهِ الذِكرُ مَحمولُ,وَقَلبي لَكَ مَوضوعٌ,الهزج,المكزون السنجاري
وَفي العُمقِ بِهِ سِرٌّ لَهُ في عَرضِهِ طولُ,لَهُ في عَرضِهِ طولُ,وَفي العُمقِ بِهِ سِرٌّ,الهزج,المكزون السنجاري
لِذا جُملَةُ ما يَبدو لِمالي فيهِ تَفصيلُ,لِمالي فيهِ تَفصيلُ,لِذا جُملَةُ ما يَبدو,الهزج,المكزون السنجاري
فُؤادي وَالهَوى نَهبُ وَطَرفي دَمعُهُ سَكبُ,وَطَرفي دَمعُهُ سَكبُ,فُؤادي وَالهَوى نَهبُ,الهزج,بلبل الغرام الحاجري
وَمثتاق إِلى غَير أُهيلَ الحَيِّ لا يَصبو,أُهيلَ الحَيِّ لا يَصبو,وَمثتاق إِلى غَير,الهزج,بلبل الغرام الحاجري
وَأَيّام لِشِعبِ الحَي يِ لَو جادَبِهِ الشِعبُ,يِ لَو جادَبِهِ الشِعبُ,وَأَيّام لِشِعبِ الحَي,الهزج,بلبل الغرام الحاجري
سَقى اللَهُ حِمىً مِنهُ يَفوحُ المندلُ الرَطبُ,يَفوحُ المندلُ الرَطبُ,سَقى اللَهُ حِمىً مِنهُ,الهزج,بلبل الغرام الحاجري
وَحَيّاً دونَهُ الذُب لُ وَالهِندِيَّةُ القُضبُ,لُ وَالهِندِيَّةُ القُضبُ,وَحَيّاً دونَهُ الذُب,الهزج,بلبل الغرام الحاجري
طَليقٌ عِندَهُ الدَمعُ وَمَأسورٌ بِهِ القَلبُ,وَمَأسورٌ بِهِ القَلبُ,طَليقٌ عِندَهُ الدَمعُ,الهزج,بلبل الغرام الحاجري
وَمَعذورٌ بِهِ في هَت كِ أَستارِ الهَوى الصَبُّ,كِ أَستارِ الهَوى الصَبُّ,وَمَعذورٌ بِهِ في هَت,الهزج,بلبل الغرام الحاجري
مَنِ الناشِدُ لي في الرَك بِ قَلباً أَسرًا لرَكبُ,بِ قَلباً أَسرًا لرَكبُ,مَنِ الناشِدُ لي في الرَك,الهزج,بلبل الغرام الحاجري
فُؤادي وَالهَوى سِلمٌ وَجَفني وَالكَرى حَربُ,وَجَفني وَالكَرى حَربُ,فُؤادي وَالهَوى سِلمٌ,الهزج,بلبل الغرام الحاجري
أَلا يا عَتبُ ما أَعذ بَ قَولي فيكَ يا عَتبُ,بَ قَولي فيكَ يا عَتبُ,أَلا يا عَتبُ ما أَعذ,الهزج,بلبل الغرام الحاجري
وَما أَعذَبَ قَولُ النا سِ قَد تَيَّمَهُ الحُبُّ,سِ قَد تَيَّمَهُ الحُبُّ,وَما أَعذَبَ قَولُ النا,الهزج,بلبل الغرام الحاجري
مِنَ الصَهباءِ بِالنَشرِ وَمِن طَيِّ البِلى نَشري,وَمِن طَيِّ البِلى نَشري,مِنَ الصَهباءِ بِالنَشرِ,الهزج,المكزون السنجاري
وَمِن راووقِها يَذهَ بُ ما بِالسَمعِ مِن وَقَرِ,بُ ما بِالسَمعِ مِن وَقَرِ,وَمِن راووقِها يَذهَ,الهزج,المكزون السنجاري
وَمِنها يَنظُرُ الأَكمَ هُ في اللَيلِ ضُحى الفَجرِ,هُ في اللَيلِ ضُحى الفَجرِ,وَمِنها يَنظُرُ الأَكمَ,الهزج,المكزون السنجاري
وَإِن مَرَّ بِها المَضرو رُ تُنجيهِ مِنَ الضَرِّ,رُ تُنجيهِ مِنَ الضَرِّ,وَإِن مَرَّ بِها المَضرو,الهزج,المكزون السنجاري
وَقَد طالَ بِها عَهدي وَلَم يَنفَكَّ مِن فِكري,وَلَم يَنفَكَّ مِن فِكري,وَقَد طالَ بِها عَهدي,الهزج,المكزون السنجاري
وَلَن أَنسى وَهَل يَنسى وَفيهِ تَمَّ لي أَمري,وَفيهِ تَمَّ لي أَمري,وَلَن أَنسى وَهَل يَنسى,الهزج,المكزون السنجاري
زَماني بِحِمى القَصرِ فَسَفِيّاً لَحمى القَصرِ,فَسَفِيّاً لَحمى القَصرِ,زَماني بِحِمى القَصرِ,الهزج,المكزون السنجاري
وَحَيّا الزاهِرَ الزارهِرَ عَنّي وابلُ القَطرِ,عَنّي وابلُ القَطرِ,وَحَيّا الزاهِرَ الزارهِرَ,الهزج,المكزون السنجاري
فَكَم مِن مِنَّةٍ جادَ بِها المَحبوبُ في السَكَرِ,بِها المَحبوبُ في السَكَرِ,فَكَم مِن مِنَّةٍ جادَ,الهزج,المكزون السنجاري
وَكَم قَبِلتُ شَمسَ الرا حِ فيهِ مِن يَدِ البَدرِ,حِ فيهِ مِن يَدِ البَدرِ,وَكَم قَبِلتُ شَمسَ الرا,الهزج,المكزون السنجاري
تَرى الشُكرَ لَها مِنِّيَ بِالصَمتِ عَنِ الشُكرِ,بِالصَمتِ عَنِ الشُكرِ,تَرى الشُكرَ لَها مِنِّيَ,الهزج,المكزون السنجاري
عَرَفتُ المَنزِلَ الخالي عَفا مِن بَعدِ أَحوالِ,عَفا مِن بَعدِ أَحوالِ,عَرَفتُ المَنزِلَ الخالي,الهزج,لبيد بن ربيعة
عَفاهُ كُلُّ هَتّانٍ عَسوفِ الوَبلِ هَطّالِ,عَسوفِ الوَبلِ هَطّالِ,عَفاهُ كُلُّ هَتّانٍ,الهزج,لبيد بن ربيعة
أَراني البَعضَ في بَعضي وَكُلَّ الكُلِّ في بَعضِ,وَكُلَّ الكُلِّ في بَعضِ,أَراني البَعضَ في بَعضي,الهزج,المكزون السنجاري
وَمِن فَوقي تَرى تَحتي وَفي تَحتي سَما أَرضي,وَفي تَحتي سَما أَرضي,وَمِن فَوقي تَرى تَحتي,الهزج,المكزون السنجاري
وَفي طولي بَدا عُمقِ يَ بَينَ الناسِ في عَرضي,يَ بَينَ الناسِ في عَرضي,وَفي طولي بَدا عُمقِ,الهزج,المكزون السنجاري
وَقَبضُ البَسطِ في بُسطي وَبُسطُ البَسطِ في قَبضَتي,وَبُسطُ البَسطِ في قَبضَتي,وَقَبضُ البَسطِ في بُسطي,الهزج,المكزون السنجاري
وَلي في العَرشِ جَلَساتٌ عَلى الخُلُقِ بِها أَقضي,عَلى الخُلُقِ بِها أَقضي,وَلي في العَرشِ جَلَساتٌ,الهزج,المكزون السنجاري
فَمَسنونُ التُقى مِنّي وَمَفروضُ الهُدى فَرضي,وَمَفروضُ الهُدى فَرضي,فَمَسنونُ التُقى مِنّي,الهزج,المكزون السنجاري
وَما الكافِرُ إِلّا جا هِلُ السُنَّةِ في رَفضي,هِلُ السُنَّةِ في رَفضي,وَما الكافِرُ إِلّا جا,الهزج,المكزون السنجاري
زَمانٌ كُلُّهُ هَجْرٌ وَوَعْدٌ كُلُّه مَطْلُ,وَوَعْدٌ كُلُّه مَطْلُ,زَمانٌ كُلُّهُ هَجْرٌ,الهزج,الحيص بيص
وموقوفٌ على التَّعْذي بِ لا يأسٌ ولا وَصْلُ,بِ لا يأسٌ ولا وَصْلُ,وموقوفٌ على التَّعْذي,الهزج,الحيص بيص
فكونوا كيفما شِئْتُمْ فما أجْفو ولا أسْلو,فما أجْفو ولا أسْلو,فكونوا كيفما شِئْتُمْ,الهزج,الحيص بيص
وما أعْجَب حِرْماني وأنتُمْ للنَّدى أصْلُ,وأنتُمْ للنَّدى أصْلُ,وما أعْجَب حِرْماني,الهزج,الحيص بيص
سَرى طَيْفُكُمُ وَهْناً ومنْ دونِكُمُ الرَّمْلُ,ومنْ دونِكُمُ الرَّمْلُ,سَرى طَيْفُكُمُ وَهْناً,الهزج,الحيص بيص
فما بَلَّ مِن الشَّوْقِ فأينَ الجِدُّ والهَزْلُ,فأينَ الجِدُّ والهَزْلُ,فما بَلَّ مِن الشَّوْقِ,الهزج,الحيص بيص
سُروري بكُمُ والهَمُّ حالٌ منهُ لا أخْلُو,حالٌ منهُ لا أخْلُو,سُروري بكُمُ والهَمُّ,الهزج,الحيص بيص
فَحُلْوي بكُمُ مُرٌّ ومُرِّي بكُمُ يَحْلو,ومُرِّي بكُمُ يَحْلو,فَحُلْوي بكُمُ مُرٌّ,الهزج,الحيص بيص
عَفيفُ الجَهرِ وَالهَمسِ قَضى الواجِبَ بِالأَمسِ,قَضى الواجِبَ بِالأَمسِ,عَفيفُ الجَهرِ وَالهَمسِ,الهزج,أحمد شوقي
وَلَم يَعرِض لِذي حَقٍّ بِنُقصانٍ وَلا بَخسِ,بِنُقصانٍ وَلا بَخسِ,وَلَم يَعرِض لِذي حَقٍّ,الهزج,أحمد شوقي
وَعِندَ الناسِ مَجهولٌ وَفي أَلسُنِهِم مَنسي,وَفي أَلسُنِهِم مَنسي,وَعِندَ الناسِ مَجهولٌ,الهزج,أحمد شوقي
وَفيهِ رِقَّةُ القَلبِ لِآلامِ بَني الجِنسِ,لِآلامِ بَني الجِنسِ,وَفيهِ رِقَّةُ القَلبِ,الهزج,أحمد شوقي
فَلا يَغبِطُ ذا نُعمى وَيَرثي لِأَخي البُؤسِ,وَيَرثي لِأَخي البُؤسِ,فَلا يَغبِطُ ذا نُعمى,الهزج,أحمد شوقي
وَلِلمَحرومِ وَالعافي حَوالَي زادِهِ كُرسي,حَوالَي زادِهِ كُرسي,وَلِلمَحرومِ وَالعافي,الهزج,أحمد شوقي
وَما نَمَّ وَلا هَمَّ بِبَعضِ الكَيدِ وَالدَسِّ,بِبَعضِ الكَيدِ وَالدَسِّ,وَما نَمَّ وَلا هَمَّ,الهزج,أحمد شوقي
يَنامُ اللَيلَ مَسروراً قَليلَ الهَمِّ وَالهَجسِ,قَليلَ الهَمِّ وَالهَجسِ,يَنامُ اللَيلَ مَسروراً,الهزج,أحمد شوقي
وَيُصبِحُ لا غُبارَ عَلى سَريرَتِهِ كَما يُمسي,سَريرَتِهِ كَما يُمسي,وَيُصبِحُ لا غُبارَ عَلى,الهزج,أحمد شوقي
فَيا أَسعَدَ مَن يَمشي عَلى الأَرضِ مِنَ الإِنسِ,عَلى الأَرضِ مِنَ الإِنسِ,فَيا أَسعَدَ مَن يَمشي,الهزج,أحمد شوقي
وَمَن طَهَّرَهُ اللَهُ مِنَ الريبَةِ وَالرِجسِ,مِنَ الريبَةِ وَالرِجسِ,وَمَن طَهَّرَهُ اللَهُ,الهزج,أحمد شوقي
أَنِل قَدرِيَ تَشريفاً وَهَب لي قُربَكَ القُدسي,وَهَب لي قُربَكَ القُدسي,أَنِل قَدرِيَ تَشريفاً,الهزج,أحمد شوقي
عَسى نَفسُكَ أَن تُد مَجَ في أَحلامِها نَفسي,مَجَ في أَحلامِها نَفسي,عَسى نَفسُكَ أَن تُد,الهزج,أحمد شوقي
فَأَلقى بَعضَ ما تَلقى مِنَ الغِبطَةِ وَالأُنسِ,مِنَ الغِبطَةِ وَالأُنسِ,فَأَلقى بَعضَ ما تَلقى,الهزج,أحمد شوقي
كَسَرتُ بِالوَقتِ سَيفي فَصارَ لِيَ الوَقتُ سَيفا,فَصارَ لِيَ الوَقتُ سَيفا,كَسَرتُ بِالوَقتِ سَيفي,الهزج,المكزون السنجاري
بِهِ وَلِيُّ زَماني عَنّي يَذودُ الحَيفا,عَنّي يَذودُ الحَيفا,بِهِ وَلِيُّ زَماني,الهزج,المكزون السنجاري
إذا ما انفرط العقد بما أنفسه الشاري,بما أنفسه الشاري,إذا ما انفرط العقد,الهزج,خليل مطران
فأغلى لؤلؤ البحر فدى لؤلؤة الدار,فدى لؤلؤة الدار,فأغلى لؤلؤ البحر,الهزج,خليل مطران
نجا يونسُ في اللجَّـ ـة من حاوية الحوتِ,ـة من حاوية الحوتِ,نجا يونسُ في اللجَّـ,الهزج,ابن الرومي
بتسبيحٍ له مُنجٍ وعتهُ أذُنُ الحوتِ,وعتهُ أذُنُ الحوتِ,بتسبيحٍ له مُنجٍ,الهزج,ابن الرومي
فكم نوعٍ من الآفا تِ مصروفٍ عن الحوتِ,تِ مصروفٍ عن الحوتِ,فكم نوعٍ من الآفا,الهزج,ابن الرومي
وحيتانكُمُ نَسْلٌ أتى من ذلك الحُوتِ,أتى من ذلك الحُوتِ,وحيتانكُمُ نَسْلٌ,الهزج,ابن الرومي
وقد حُزْنَ من التسبيـ ـح ميراثاً عن الحوتِ,ـح ميراثاً عن الحوتِ,وقد حُزْنَ من التسبيـ,الهزج,ابن الرومي
فما إن يطمع الصَّيا دُ في ذُرِّيَّةِ الحوتِ,دُ في ذُرِّيَّةِ الحوتِ,فما إن يطمع الصَّيا,الهزج,ابن الرومي
لَقَد أَصبَحتُ ذا كَرَبٍ مِنَ المولَعِ بِالعَتبِ,مِنَ المولَعِ بِالعَتبِ,لَقَد أَصبَحتُ ذا كَرَبٍ,الهزج,ابو نواس
وَقَد قاسَيتُ مِن حُبَّيـ ـهِ أَمراً لَيسَ بِاللَعبِ,ـهِ أَمراً لَيسَ بِاللَعبِ,وَقَد قاسَيتُ مِن حُبَّيـ,الهزج,ابو نواس
جَفاني وَتَناساني بُعَيدَ الرُسلِ وَالكُتُبِ,بُعَيدَ الرُسلِ وَالكُتُبِ,جَفاني وَتَناساني,الهزج,ابو نواس
وَمَن غابَ عَنِ العَينِ فَقَد غابَ عَنِ القَلبِ,فَقَد غابَ عَنِ القَلبِ,وَمَن غابَ عَنِ العَينِ,الهزج,ابو نواس
أَلاَ إِنَّ السِّيَادَاتِ عَلَى قَدْرِ أَهْلِ الْمَزِيَّاتِ,عَلَى قَدْرِ أَهْلِ الْمَزِيَّاتِ,أَلاَ إِنَّ السِّيَادَاتِ,الهزج,ابن زاكور
وَكُلُّ الْفَضْلِ فِي الْعِلْمِ هُوَ الْمَقْصُودُ بِالذَّاتِ,هُوَ الْمَقْصُودُ بِالذَّاتِ,وَكُلُّ الْفَضْلِ فِي الْعِلْمِ,الهزج,ابن زاكور
وَرُوحُ الْعِلْمِ فِي التَّوْحِي دِ تَوْحِيدِ الْعَقِيدَاتِ,دِ تَوْحِيدِ الْعَقِيدَاتِ,وَرُوحُ الْعِلْمِ فِي التَّوْحِي,الهزج,ابن زاكور
عَقِيدَاتِ السَّنُوسِيِّ ال إِمَامِ ذِي الْكَرَامَاتِ,إِمَامِ ذِي الْكَرَامَاتِ,عَقِيدَاتِ السَّنُوسِيِّ ال,الهزج,ابن زاكور
إمَامِ الغَرْبِ وَالشَّرْقِ بِإِجْماعٍ لإِثْبَاتِ,بِإِجْماعٍ لإِثْبَاتِ,إمَامِ الغَرْبِ وَالشَّرْقِ,الهزج,ابن زاكور
وَوُسْطَى عِقْدِهِ الصًّغْرَى بِبُرْهَانٍ وَآيَاتِ,بِبُرْهَانٍ وَآيَاتِ,وَوُسْطَى عِقْدِهِ الصًّغْرَى,الهزج,ابن زاكور
بِلاَ إِلَهَ إِلاَّ الَّل هُ مِفْتَاحُ الْعِبَادَاتِ,هُ مِفْتَاحُ الْعِبَادَاتِ,بِلاَ إِلَهَ إِلاَّ الَّل,الهزج,ابن زاكور
حَبَتْهُ الشَّرْحَ وَالإِيضَا حَ إِيضَاحَ الُخَفِيَّاتِ,حَ إِيضَاحَ الُخَفِيَّاتِ,حَبَتْهُ الشَّرْحَ وَالإِيضَا,الهزج,ابن زاكور
فَجَاءَتْ غُرَّةً تَلْتَا حُ فِي وَجْهِ الخَرِيدَاتِ,حُ فِي وَجْهِ الخَرِيدَاتِ,فَجَاءَتْ غُرَّةً تَلْتَا,الهزج,ابن زاكور
فَتِلْكَ زِينَةُ الأَيَّا فِي الْمَاضِي وَفيِ الآتِ,فِي الْمَاضِي وَفيِ الآتِ,فَتِلْكَ زِينَةُ الأَيَّا,الهزج,ابن زاكور
لَقَدْ أَرْبَتْ مَعَانِيهَا عَلَى الشُّهْبِ الْمُنِيرَاتِ,عَلَى الشُّهْبِ الْمُنِيرَاتِ,لَقَدْ أَرْبَتْ مَعَانِيهَا,الهزج,ابن زاكور
وَقَْد رَاقَتْ مَبَانِيهَا فَأَعْيَتْ وَصْفَ أَبْيَاتِي,فَأَعْيَتْ وَصْفَ أَبْيَاتِي,وَقَْد رَاقَتْ مَبَانِيهَا,الهزج,ابن زاكور
أَ دُرٌّ فَوْقَ لَبَّاتِ وَشُهْبٌ فِي دُجُنَّاتِ,وَشُهْبٌ فِي دُجُنَّاتِ,أَ دُرٌّ فَوْقَ لَبَّاتِ,الهزج,ابن زاكور
وَنَهْرٌ بَيْنَ جَنَّاتٍ وَوَرْدٌ بَيْنَ خَامَاتِ,وَوَرْدٌ بَيْنَ خَامَاتِ,وَنَهْرٌ بَيْنَ جَنَّاتٍ,الهزج,ابن زاكور
أَمِ الَّلفْظُ الْبَدِيعُ فِي الْ مَعَانِي الْمُسْتَقِيمَاتِ,مَعَانِي الْمُسْتَقِيمَاتِ,أَمِ الَّلفْظُ الْبَدِيعُ فِي الْ,الهزج,ابن زاكور
فَرُمْ تَحْصِيلَهَا فَهْماً علَى أَهلِ الدِّراياتِ,علَى أَهلِ الدِّراياتِ,فَرُمْ تَحْصِيلَهَا فَهْماً,الهزج,ابن زاكور
كَزَيْنِ الدهْرِ شَيْخِ العَصْ رِ عَيْنِ الْمَصْرِ مِرْآةِ,رِ عَيْنِ الْمَصْرِ مِرْآةِ,كَزَيْنِ الدهْرِ شَيْخِ العَصْ,الهزج,ابن زاكور
مُحَمَّدِ الذِي أرْبَى عَلَى أَهْلِ الإِجَادَاتِ,عَلَى أَهْلِ الإِجَادَاتِ,مُحَمَّدِ الذِي أرْبَى,الهزج,ابن زاكور
تَفُزْ بِالْعُرْوَةِ الوُثْقَى وَتظْفَرْ بِالسَّعَادَاتِ,وَتظْفَرْ بِالسَّعَادَاتِ,تَفُزْ بِالْعُرْوَةِ الوُثْقَى,الهزج,ابن زاكور
وَلاَ يَغْرُرْكَ أَهْلُ اللُّبْ سِ أَشْبَاهُ الْجَمَادَاتِ,سِ أَشْبَاهُ الْجَمَادَاتِ,وَلاَ يَغْرُرْكَ أَهْلُ اللُّبْ,الهزج,ابن زاكور
أَأَمْوَاتٌ كَأَحْيَاءٍ وَأَحْيَاءٌ كَأَمْوَاتِ,وَأَحْيَاءٌ كَأَمْوَاتِ,أَأَمْوَاتٌ كَأَحْيَاءٍ,الهزج,ابن زاكور
وَصَلَّى اللهُ رَبُّ الْعَْر شِ فِي أَهْلِ السَّمَاوَاتِ,شِ فِي أَهْلِ السَّمَاوَاتِ,وَصَلَّى اللهُ رَبُّ الْعَْر,الهزج,ابن زاكور
عَلَى خَيْرِ الْوَرَى عَيْنِ الْعُ لاَ أصْلِ الْكَمَالاَتِ,لاَ أصْلِ الْكَمَالاَتِ,عَلَى خَيْرِ الْوَرَى عَيْنِ الْعُ,الهزج,ابن زاكور
إليك إليك يا ربي حملت العبء من ذنبي,حملت العبء من ذنبي,إليك إليك يا ربي,الهزج,اللواح
أنخت ببابك اللهم م مهديني لكم حبي,م مهديني لكم حبي,أنخت ببابك اللهم,الهزج,اللواح
وناديتك يا اللَ ه يا ربي بكم حسبي,ه يا ربي بكم حسبي,وناديتك يا اللَ,الهزج,اللواح
لتلطف بي وتغفر لي ذنوباً أنقضت صلبي,ذنوباً أنقضت صلبي,لتلطف بي وتغفر لي,الهزج,اللواح
وتهديني الصراط المس تقيم لوردك العذب,تقيم لوردك العذب,وتهديني الصراط المس,الهزج,اللواح
فها أنا صرت في بحر الذ ذنوب عظيمة الجب,ذنوب عظيمة الجب,فها أنا صرت في بحر الذ,الهزج,اللواح
فخذ بيدي وانعشني فقد أوقعت في الغب,فقد أوقعت في الغب,فخذ بيدي وانعشني,الهزج,اللواح
ووفقني لما ترضى ونور بالهدى قلبي,ونور بالهدى قلبي,ووفقني لما ترضى,الهزج,اللواح
واعصمني من الشيطا ن في سعيي وفي كسبي,ن في سعيي وفي كسبي,واعصمني من الشيطا,الهزج,اللواح
وفي قول نيات وفي عمل وعن كذب,وفي عمل وعن كذب,وفي قول نيات,الهزج,اللواح
وحبب لي أداء الفر ض والمسنون والندب,ض والمسنون والندب,وحبب لي أداء الفر,الهزج,اللواح
وأصحبني بمن ترضى وتقلبه من الصحب,وتقلبه من الصحب,وأصحبني بمن ترضى,الهزج,اللواح
فمن تربي وإن كانوا خلاف الترب عن تربي,خلاف الترب عن تربي,فمن تربي وإن كانوا,الهزج,اللواح
وقنعني برزق من ك لو من حثوة الترب,ك لو من حثوة الترب,وقنعني برزق من,الهزج,اللواح
وجنبني عن الأهوا وجنب عن لظى جنبي,وجنب عن لظى جنبي,وجنبني عن الأهوا,الهزج,اللواح
أنا المشتاق للخلا ق صبّاً إيما صب,ق صبّاً إيما صب,أنا المشتاق للخلا,الهزج,اللواح
لتدركني بمغفرةٍ وألطاف من الحب,وألطاف من الحب,لتدركني بمغفرةٍ,الهزج,اللواح
تعوضني إلهي من ك بعد البعد بالقرب,ك بعد البعد بالقرب,تعوضني إلهي من,الهزج,اللواح
فأنت العون للسلم وأنت العون للحرب,وأنت العون للحرب,فأنت العون للسلم,الهزج,اللواح
وما لي غيرك اللهم م أعوان من الخرب,م أعوان من الخرب,وما لي غيرك اللهم,الهزج,اللواح
مضت خمسون لي عاماً وخمس بتن في كتب,وخمس بتن في كتب,مضت خمسون لي عاماً,الهزج,اللواح
ولم أكسب بها إلا الذ ذنوب بئس من كسب,ذنوب بئس من كسب,ولم أكسب بها إلا الذ,الهزج,اللواح
صرمت شبابي الماضي بأهواء من اللعب,بأهواء من اللعب,صرمت شبابي الماضي,الهزج,اللواح
تجاذبني لياليه ومختلفات في الجذب,ومختلفات في الجذب,تجاذبني لياليه,الهزج,اللواح
أنا أصبو وهن لغي ر ما أصبو له تصبي,ر ما أصبو له تصبي,أنا أصبو وهن لغي,الهزج,اللواح
ومن يغتر بالأيا م زود بلغة الضب,م زود بلغة الضب,ومن يغتر بالأيا,الهزج,اللواح
كفاني الشيب موعظةً وكشف الغائب المغبي,وكشف الغائب المغبي,كفاني الشيب موعظةً,الهزج,اللواح
تذكرني الذنوب كتا بة المكتوب في كتبي,بة المكتوب في كتبي,تذكرني الذنوب كتا,الهزج,اللواح
ومن قاسى شغوب الده ر لم يرغب إلى شغب,ر لم يرغب إلى شغب,ومن قاسى شغوب الده,الهزج,اللواح
وجار يكون لا جاراً لذبيان ولا كلب,لذبيان ولا كلب,وجار يكون لا جاراً,الهزج,اللواح
أنيس المرء طاعته مدى ما عاش للرب,مدى ما عاش للرب,أنيس المرء طاعته,الهزج,اللواح
وشر صنائح المحتا ر فع الذنب بالذنب,ر فع الذنب بالذنب,وشر صنائح المحتا,الهزج,اللواح
