البيت,الشطر الأيسر,الشطر الأيمن,البحر,الشاعر
إنما أنتَ نَذِيرٌ مُبينٌ أنْزَلَ اللَّهُ عليك الكِتابا,أنْزَلَ اللَّهُ عليك الكِتابا,إنما أنتَ نَذِيرٌ مُبينٌ,المديد,البوصيري
بِلِسان عربيٍّ بَليغٍ أفْحَمَ العُرْبَ فعَيَّتْ جوابا,أفْحَمَ العُرْبَ فعَيَّتْ جوابا,بِلِسان عربيٍّ بَليغٍ,المديد,البوصيري
يُطْمِعُ الأسماعَ فيه بياناً وَسَنا طِبِّهِ عَلَى العَقْلِ يابا,وَسَنا طِبِّهِ عَلَى العَقْلِ يابا,يُطْمِعُ الأسماعَ فيه بياناً,المديد,البوصيري
حَوَتِ الكُتْبُ لُبَاباً وَقِشْرَاً وَهْوَ حاوٍ مِنَ اللُّبابِ لُبابا,وَهْوَ حاوٍ مِنَ اللُّبابِ لُبابا,حَوَتِ الكُتْبُ لُبَاباً وَقِشْرَاً,المديد,البوصيري
يَجْلِبُ الدُّرَّ إلى سامِعِيه كَلِمٌ لم يُرَ فيه اجْتِلابا,كَلِمٌ لم يُرَ فيه اجْتِلابا,يَجْلِبُ الدُّرَّ إلى سامِعِيه,المديد,البوصيري
أشْرَقَتْ أنوارُهُ فرأيْنا ال رأسَ رَأْساً وَالذُّنابى ذُنابا,رأسَ رَأْساً وَالذُّنابى ذُنابا,أشْرَقَتْ أنوارُهُ فرأيْنا ال,المديد,البوصيري
وَرَأَى الكُفَّارُ ظِلّاً فَضَلُّوا وَيْحَهُم ظَنُّوا السَّرابَ الشَّرابا,وَيْحَهُم ظَنُّوا السَّرابَ الشَّرابا,وَرَأَى الكُفَّارُ ظِلّاً فَضَلُّوا,المديد,البوصيري
وإذا لَمْ يَصِحَّ بالْعِلْمِ ذَوْقُ وُجِدَ الشَّهْدُ مِنَ الجَهْلِ صابا,وُجِدَ الشَّهْدُ مِنَ الجَهْلِ صابا,وإذا لَمْ يَصِحَّ بالْعِلْمِ ذَوْقُ,المديد,البوصيري
كيف يهدي اللَّهُ منهم عنيداً كلما أبْصَرَ حقّاً تَغَابى,كلما أبْصَرَ حقّاً تَغَابى,كيف يهدي اللَّهُ منهم عنيداً,المديد,البوصيري
وَإِذَا جِئْتَ بآياتِ صِدْقٍ لم تَزِدْهُم بِكَ إلَّا ارْتِيابا,لم تَزِدْهُم بِكَ إلَّا ارْتِيابا,وَإِذَا جِئْتَ بآياتِ صِدْقٍ,المديد,البوصيري
أنتَ سِرُّ اللَّهِ في الخَلْقِ وَالسِّر رُ عَلَى العُمْيِ أشَدُّ احْتِجَابا,رُ عَلَى العُمْيِ أشَدُّ احْتِجَابا,أنتَ سِرُّ اللَّهِ في الخَلْقِ وَالسِّر,المديد,البوصيري
عاقِبٌ ماحٍ مَحَا اللَّهُ عنَّا بِكَ ما نَحْذَرُ منه العقابا,بِكَ ما نَحْذَرُ منه العقابا,عاقِبٌ ماحٍ مَحَا اللَّهُ عنَّا,المديد,البوصيري
خَصَّهُ اللَّهُ بِخُلْقٍ كريمٍ وَدَعا الفَضلَ له فاسْتجابا,وَدَعا الفَضلَ له فاسْتجابا,خَصَّهُ اللَّهُ بِخُلْقٍ كريمٍ,المديد,البوصيري
وَله مِنْ قَابِ قَوْسَينِ ما شَر رَفَ قَوْسَيْنِ بذكْرٍ وَقابا,رَفَ قَوْسَيْنِ بذكْرٍ وَقابا,وَله مِنْ قَابِ قَوْسَينِ ما شَر,المديد,البوصيري
مِنْ دُنُوٍّ وَشُهُودٍ وَسِرٍّ بانَ عنه كلُّ وَاشٍ وَغابا,بانَ عنه كلُّ وَاشٍ وَغابا,مِنْ دُنُوٍّ وَشُهُودٍ وَسِرٍّ,المديد,البوصيري
وَعلومٍ كَشَفَتْ كلَّ لبْسٍ وَجَلَتْ عَنْ كلِّ شمسٍ ضَبابا,وَجَلَتْ عَنْ كلِّ شمسٍ ضَبابا,وَعلومٍ كَشَفَتْ كلَّ لبْسٍ,المديد,البوصيري
لَمْ يَنَلْهَا باكْتِسَابٍ وفضلُ ال له ما لَيسَ يُنَالُ اكْتِسَابا,له ما لَيسَ يُنَالُ اكْتِسَابا,لَمْ يَنَلْهَا باكْتِسَابٍ وفضلُ ال,المديد,البوصيري
وَإذَا زَارَ حبيبٌ مُحِبَّاً لا تَسَلْ عن زائرٍ كَيفَ آبا,لا تَسَلْ عن زائرٍ كَيفَ آبا,وَإذَا زَارَ حبيبٌ مُحِبَّاً,المديد,البوصيري
كلُّ مَنْ تابَعه نالَ منه نَسَبَاً مِنْ كلِّ فضْلٍ قِرابا,نَسَبَاً مِنْ كلِّ فضْلٍ قِرابا,كلُّ مَنْ تابَعه نالَ منه,المديد,البوصيري
شَرَّفَ الأنسابَ طُوبى لأَصْلٍ وَلِفَرْعٍ حازَ منه انتسابا,وَلِفَرْعٍ حازَ منه انتسابا,شَرَّفَ الأنسابَ طُوبى لأَصْلٍ,المديد,البوصيري
دينُه الحَقُّ فدَعْ ما سِواه وَخُذِ المَاءَ وَخَلِّ السَّرابا,وَخُذِ المَاءَ وَخَلِّ السَّرابا,دينُه الحَقُّ فدَعْ ما سِواه,المديد,البوصيري
جَعَلَ الزُّهْدَ له والعطايا والتُّقَى والبَأْسَ والبِرَّ دَابا,والتُّقَى والبَأْسَ والبِرَّ دَابا,جَعَلَ الزُّهْدَ له والعطايا,المديد,البوصيري
أَنْقَذَ الهَلْكَى ورَبَّى اليَتَامى وفَدَى الأسْرَى وفَكَّ الرِّقابا,وفَدَى الأسْرَى وفَكَّ الرِّقابا,أَنْقَذَ الهَلْكَى ورَبَّى اليَتَامى,المديد,البوصيري
بَصَّر العُمْيَ فيا لَيْتَ عَيْني مُلِئَتْ مِنْ أخْمَصَيْه تُرابا,مُلِئَتْ مِنْ أخْمَصَيْه تُرابا,بَصَّر العُمْيَ فيا لَيْتَ عَيْني,المديد,البوصيري
أَسْمَعَ الصُّمَّ فَمَنْ لِي بِسَمْعِي لو تَلَقَّى لفْظَهُ المُستطابا,لو تَلَقَّى لفْظَهُ المُستطابا,أَسْمَعَ الصُّمَّ فَمَنْ لِي بِسَمْعِي,المديد,البوصيري
ودَعا الهَيجاءَ فارْتَاحَت السُّمْ رُ اهْتِزَازاً والسُّيُوفُ انْتِدَابا,رُ اهْتِزَازاً والسُّيُوفُ انْتِدَابا,ودَعا الهَيجاءَ فارْتَاحَت السُّمْ,المديد,البوصيري
تَطْرَبُ الخَيْلُ بِوَقْعٍ فَتَخْتَا لُ إلى الحَربِ وتَعْدوا طِرابا,لُ إلى الحَربِ وتَعْدوا طِرابا,تَطْرَبُ الخَيْلُ بِوَقْعٍ فَتَخْتَا,المديد,البوصيري
منْ عِتَاقٍ رَكِبَتْها كُماةٌ لم يخافوا لِلْمَنُونِ ارْتِكَابا,لم يخافوا لِلْمَنُونِ ارْتِكَابا,منْ عِتَاقٍ رَكِبَتْها كُماةٌ,المديد,البوصيري
كلُّ نَدْبٍ لوْ حَكَى غَرْبَهُ السَّيْ فُ لَمَا اسْتصحبَ سَيْفٌ قِرَابا,فُ لَمَا اسْتصحبَ سَيْفٌ قِرَابا,كلُّ نَدْبٍ لوْ حَكَى غَرْبَهُ السَّيْ,المديد,البوصيري
قاطعَ الأهلِينَ في اللَّهِ جَهْرَا لَمْ يَخَفْ لَوْمَاً ولم يَخْشَ عابا,لَمْ يَخَفْ لَوْمَاً ولم يَخْشَ عابا,قاطعَ الأهلِينَ في اللَّهِ جَهْرَا,المديد,البوصيري
لَمْ يُبالِ حينَ يَغْدُو مُصيباً فِي الوغَى أو حين يَغْدُو مُصابا,فِي الوغَى أو حين يَغْدُو مُصابا,لَمْ يُبالِ حينَ يَغْدُو مُصيباً,المديد,البوصيري
مِنْ حُمَاةٍ نَصَروا الدِّينَ حتى أَصْبَحَ الإِسلامُ أَحْمَى جَنابا,أَصْبَحَ الإِسلامُ أَحْمَى جَنابا,مِنْ حُمَاةٍ نَصَروا الدِّينَ حتى,المديد,البوصيري
رَفَعُوا الإِسلامَ مِنْ فوقِ خَيْلٍ أَرْكَبَتْ كلَّ عُقابٍ عُقابا,أَرْكَبَتْ كلَّ عُقابٍ عُقابا,رَفَعُوا الإِسلامَ مِنْ فوقِ خَيْلٍ,المديد,البوصيري
خَضَبُوا البيضَ مِنَ الهام حُمْراً ما تزالُ البِيضُ تَهْوَى الخِضابا,ما تزالُ البِيضُ تَهْوَى الخِضابا,خَضَبُوا البيضَ مِنَ الهام حُمْراً,المديد,البوصيري
لَمْ يُرِيدُوا بِذُكُورٍ جَلَوْهَا لِلْحُرُوبِ العُونِ إِلَّا الضِّرَابا,لِلْحُرُوبِ العُونِ إِلَّا الضِّرَابا,لَمْ يُرِيدُوا بِذُكُورٍ جَلَوْهَا,المديد,البوصيري
أرْغَمَ الهادي أُنُوفَ الأَعادي بِرِضاهم وأَذَلَّ الرِّقابا,بِرِضاهم وأَذَلَّ الرِّقابا,أرْغَمَ الهادي أُنُوفَ الأَعادي,المديد,البوصيري
فأَطاعته الملوكُ اضطِراراً وأَجابَتْهُ الحُصونُ اضطرابا,وأَجابَتْهُ الحُصونُ اضطرابا,فأَطاعته الملوكُ اضطِراراً,المديد,البوصيري
وصناديدُ قُرَيْش سَقاها حَتْفَها سَقْيَ اللِّقاحِ السِّقايا,حَتْفَها سَقْيَ اللِّقاحِ السِّقايا,وصناديدُ قُرَيْش سَقاها,المديد,البوصيري
حَلَبُوا شَطْرَيْهِ فِي الجودِ والبَأْ سِ فأَحْلَى وأَمَرَّ الحِلابا,سِ فأَحْلَى وأَمَرَّ الحِلابا,حَلَبُوا شَطْرَيْهِ فِي الجودِ والبَأْ,المديد,البوصيري
وجَدُوا أَخلافَ أخْلاقِهِ فِي ال خصبِ والجَدْبِ تَعَافُ الخِصابا,خصبِ والجَدْبِ تَعَافُ الخِصابا,وجَدُوا أَخلافَ أخْلاقِهِ فِي ال,المديد,البوصيري
دَرُّهَا أطيبُ دَرٍّ فإنْ أمْ كَنَكَ الحَلْبُ فَرَاعِ العِطابا,كَنَكَ الحَلْبُ فَرَاعِ العِطابا,دَرُّهَا أطيبُ دَرٍّ فإنْ أمْ,المديد,البوصيري
جَيَّشَ الجَيْشَ وسَرَّى السَّرايَا ودَعا الخَيْلَ عِتَاقاً عِرابا,ودَعا الخَيْلَ عِتَاقاً عِرابا,جَيَّشَ الجَيْشَ وسَرَّى السَّرايَا,المديد,البوصيري
وهوَ المَنْصُورُ بالرُّعْبِ لو شا ءَ لأَغْنَى الرُّعبُ عنها ونَابا,ءَ لأَغْنَى الرُّعبُ عنها ونَابا,وهوَ المَنْصُورُ بالرُّعْبِ لو شا,المديد,البوصيري
لو تَرَى الأَحزَابَ طاروا فِراراً خِلْتَهُمْ بينَ يديهِ ذبابا,خِلْتَهُمْ بينَ يديهِ ذبابا,لو تَرَى الأَحزَابَ طاروا فِراراً,المديد,البوصيري
أوَ لَمْ تَعْجَب له وهْوَ بَحْرٌ كيف يَسْتَسْقِي نَدَاهُ السَّحابا,كيف يَسْتَسْقِي نَدَاهُ السَّحابا,أوَ لَمْ تَعْجَب له وهْوَ بَحْرٌ,المديد,البوصيري
كانتِ الأرضُ مَواتاً فأحْيا بالْحَيا منها المواتَ انسكابا,بالْحَيا منها المواتَ انسكابا,كانتِ الأرضُ مَواتاً فأحْيا,المديد,البوصيري
نَزَعَتْ عنها مِنَ المَحْلِ ثَوْباً وكَسَتْها مِنْ رِياضٍ ثِيابا,وكَسَتْها مِنْ رِياضٍ ثِيابا,نَزَعَتْ عنها مِنَ المَحْلِ ثَوْباً,المديد,البوصيري
سَيِّدٌ كيفَ تأَمَّلْتَ معنا هُ رَأتْ عَيْنَاكَ أمراً عُجابا,هُ رَأتْ عَيْنَاكَ أمراً عُجابا,سَيِّدٌ كيفَ تأَمَّلْتَ معنا,المديد,البوصيري
مَنْ يَزُرْهُ مُثقَلاً بالخَطايا عادَ مَغْفُورَ الخطايا مُثابا,عادَ مَغْفُورَ الخطايا مُثابا,مَنْ يَزُرْهُ مُثقَلاً بالخَطايا,المديد,البوصيري
ذِكْرُه في الناسِ ذِكْرٌ جَميلٌ قالَ لِلْكَوْنَيْنِ طيبا فطابا,قالَ لِلْكَوْنَيْنِ طيبا فطابا,ذِكْرُه في الناسِ ذِكْرٌ جَميلٌ,المديد,البوصيري
وسِعَ العَالَم عِلمَاً وجُودا فدعا كُلّا وأَرْضَى خِطابا,فدعا كُلّا وأَرْضَى خِطابا,وسِعَ العَالَم عِلمَاً وجُودا,المديد,البوصيري
فَتَحَلَّتْ منه قَوْمٌ عُقُوداً وتَحَلَّتْ منه قومٌ سِخابا,وتَحَلَّتْ منه قومٌ سِخابا,فَتَحَلَّتْ منه قَوْمٌ عُقُوداً,المديد,البوصيري
ليتَني كنتُ فيمن رآهُ أَتَّقِي عنه الأذى والسِّبابا,أَتَّقِي عنه الأذى والسِّبابا,ليتَني كنتُ فيمن رآهُ,المديد,البوصيري
يومَ نالَتْهُ بإفْكٍ يَهودٌ مِثْلَمَا اسْتَنْبَحَ بَدْرٌ كِلابا,مِثْلَمَا اسْتَنْبَحَ بَدْرٌ كِلابا,يومَ نالَتْهُ بإفْكٍ يَهودٌ,المديد,البوصيري
فادْعُني حَسَّانَ مَدْحٍ وزِدْني إنّني أَحْسَنْتُ منه المنابا,إنّني أَحْسَنْتُ منه المنابا,فادْعُني حَسَّانَ مَدْحٍ وزِدْني,المديد,البوصيري
يا رسولَ اللَّهِ عُذْرَاً إذَا هِبْ تُ مَقَامَاً حَقُّه أنْ يُهابا,تُ مَقَامَاً حَقُّه أنْ يُهابا,يا رسولَ اللَّهِ عُذْرَاً إذَا هِبْ,المديد,البوصيري
إنني قُمْتُ خطيباً بِمَدْحِي كَ ومَنْ يَمْلِكُ منه الخطابا,كَ ومَنْ يَمْلِكُ منه الخطابا,إنني قُمْتُ خطيباً بِمَدْحِي,المديد,البوصيري
وتَرَامَيْتُ به في بِحَارٍ مُكْثرا أمواجَها والعُبابا,مُكْثرا أمواجَها والعُبابا,وتَرَامَيْتُ به في بِحَارٍ,المديد,البوصيري
بِقَوافٍ شُرِعَتْ للأعادِي وجَدُوها في نفوسٍ حِرَابا,وجَدُوها في نفوسٍ حِرَابا,بِقَوافٍ شُرِعَتْ للأعادِي,المديد,البوصيري
هِيَ أَمْضَى مِنْ ظُبَى البِيضِ حَدَّاً فِي أعادِيكَ وأنْكَى ذُبابا,فِي أعادِيكَ وأنْكَى ذُبابا,هِيَ أَمْضَى مِنْ ظُبَى البِيضِ حَدَّاً,المديد,البوصيري
فارْضَهُ جُهْدَ مُحِبٍّ مُقلٍّ صَانَه حُبُّكَ مِنْ أَنْ يُعابا,صَانَه حُبُّكَ مِنْ أَنْ يُعابا,فارْضَهُ جُهْدَ مُحِبٍّ مُقلٍّ,المديد,البوصيري
شابَ في الإسلامِ لكن له في كَ فؤادٌ حُبُّه لنْ يُشابا,كَ فؤادٌ حُبُّه لنْ يُشابا,شابَ في الإسلامِ لكن له في,المديد,البوصيري
يَتَهَنّى بالأمانيّ إِن نَهُ قبلَ مماتٍ أَنابا,نَهُ قبلَ مماتٍ أَنابا,يَتَهَنّى بالأمانيّ إِن,المديد,البوصيري
كلما أَوْسَعَهُ الشَّيْبُ وَعْظا ضَيَّقَ الخوفُ عليه الرِّحابا,ضَيَّقَ الخوفُ عليه الرِّحابا,كلما أَوْسَعَهُ الشَّيْبُ وَعْظا,المديد,البوصيري
ضَيَّعَ الحَزْمَ وفيه شباب وأتى مُعْتَذِراً حِينَ شابا,وأتى مُعْتَذِراً حِينَ شابا,ضَيَّعَ الحَزْمَ وفيه شباب,المديد,البوصيري
وغدا مِنْ سُوءِ ما قد جَنَاه نادِماً يَقْرَعُ سِنَّاً وَنابا,نادِماً يَقْرَعُ سِنَّاً وَنابا,وغدا مِنْ سُوءِ ما قد جَنَاه,المديد,البوصيري
أفلا أرجو لذَنْبِي شَفِيعاً ما رَجَاهُ قَطُّ راجٍ فخابا,ما رَجَاهُ قَطُّ راجٍ فخابا,أفلا أرجو لذَنْبِي شَفِيعاً,المديد,البوصيري
أحمدُ الهادي الّذي كلّما جِئ تُ إليه مُسْتَثيباً أثابا,تُ إليه مُسْتَثيباً أثابا,أحمدُ الهادي الّذي كلّما جِئ,المديد,البوصيري
فاعذِروا في حُبِّ خيرِ البرايا إنْ غَبطْنا أَو حَسَدْنا الصِّحابا,إنْ غَبطْنا أَو حَسَدْنا الصِّحابا,فاعذِروا في حُبِّ خيرِ البرايا,المديد,البوصيري
إنْ بدا شمساً وصاروا نجوما وطَمَى بحراً وفرُّوا ثِغابا,وطَمَى بحراً وفرُّوا ثِغابا,إنْ بدا شمساً وصاروا نجوما,المديد,البوصيري
أَقْلَعَتْ سُحْبُ سُفنِهِمْ سِجالا مِن علومٍ وَوَرَدنا انصِبابا,مِن علومٍ وَوَرَدنا انصِبابا,أَقْلَعَتْ سُحْبُ سُفنِهِمْ سِجالا,المديد,البوصيري
وغَدَونا بينَ وَجدٍ وفقدٍ يَعْظُمُ البُشْرَى به وَالمُصابا,يَعْظُمُ البُشْرَى به وَالمُصابا,وغَدَونا بينَ وَجدٍ وفقدٍ,المديد,البوصيري
وَتَبَارَأْنَا من النَّصْبِ وَالرَّفْ ضِ وَأَوْجَبْنَا لكلٍّ جَنابا,ضِ وَأَوْجَبْنَا لكلٍّ جَنابا,وَتَبَارَأْنَا من النَّصْبِ وَالرَّفْ,المديد,البوصيري
إنَّ قوماً رَضِيَ اللَّهُ عنهم ما لنا نُلقَى عليهم غِضَابا,ما لنا نُلقَى عليهم غِضَابا,إنَّ قوماً رَضِيَ اللَّهُ عنهم,المديد,البوصيري
إننِي في حُبِّهم لا أُحابي أَحداً قطُّ وَمنْ ذَا يُحابَى,أَحداً قطُّ وَمنْ ذَا يُحابَى,إننِي في حُبِّهم لا أُحابي,المديد,البوصيري
صلوات اللَّهِ تَتْرَى عليه وَعليهم طيِّباتٌ عِذابا,وَعليهم طيِّباتٌ عِذابا,صلوات اللَّهِ تَتْرَى عليه,المديد,البوصيري
يفتَحُ اللَّهُ علينا بها مِنْ جُودِهِ وَالفَضْلِ باباً فبابا,جُودِهِ وَالفَضْلِ باباً فبابا,يفتَحُ اللَّهُ علينا بها مِنْ,المديد,البوصيري
ما انْتَضَى الشَّرْقُ من الصُّبْحِ سَيْفاً وَفَرَى مِنْ جُنْحِ لَيْلٍ إهابا,وَفَرَى مِنْ جُنْحِ لَيْلٍ إهابا,ما انْتَضَى الشَّرْقُ من الصُّبْحِ سَيْفاً,المديد,البوصيري
خالدٌ أُمٌّ وأنتَ أبٌ أيّها الشوكيُّ لا كَذِبا,أيّها الشوكيُّ لا كَذِبا,خالدٌ أُمٌّ وأنتَ أبٌ,المديد,ابن الرومي
قد فَصلتُ الحكمَ بينكما فاستريحا طال ذا تَعَبَا,فاستريحا طال ذا تَعَبَا,قد فَصلتُ الحكمَ بينكما,المديد,ابن الرومي
عَهِدتُكَ ذا عَهدٍ هُوَ الوَردُ نَضرَةً وَما هُوَ مِثلُ الوَردِ في قِصَرِ العَهدِ,وَما هُوَ مِثلُ الوَردِ في قِصَرِ العَهدِ,عَهِدتُكَ ذا عَهدٍ هُوَ الوَردُ نَضرَةً,المديد,القاضي الفاضل
وصغيرٍ القدّ هِمْتُ بِهِ تَمّ فيه الحُسْنُ في الصِّغرِ,تَمّ فيه الحُسْنُ في الصِّغرِ,وصغيرٍ القدّ هِمْتُ بِهِ,المديد,ابن سناء الملك
قد علا بدرَ السماءِ وإِنْ كانَ دَونَ البَدْرِ في العُمرُ,كانَ دَونَ البَدْرِ في العُمرُ,قد علا بدرَ السماءِ وإِنْ,المديد,ابن سناء الملك
خضرةٌ في لَونِه ولَهُ نفَسٌ يُعْزَى إِلى الخَضِرِ,نفَسٌ يُعْزَى إِلى الخَضِرِ,خضرةٌ في لَونِه ولَهُ,المديد,ابن سناء الملك
خدهُ مع ماءِ روْنَقِهِ مُجْدِبٌ من خُضْرةِ الشَّعرِ,مُجْدِبٌ من خُضْرةِ الشَّعرِ,خدهُ مع ماءِ روْنَقِهِ,المديد,ابن سناء الملك
رُبَّ وَعدِ مِنكَ جِئتُ إِلى نَيلِهِ جَهراً فَلَم أَجِدِ,نَيلِهِ جَهراً فَلَم أَجِدِ,رُبَّ وَعدِ مِنكَ جِئتُ إِلى,المديد,القاضي الفاضل
ما لِوَعدِ بَينَنا عَمَلٌ إِن نَوَيتَ النُجحَ لا تَعِدِ,إِن نَوَيتَ النُجحَ لا تَعِدِ,ما لِوَعدِ بَينَنا عَمَلٌ,المديد,القاضي الفاضل
طالَما اِحلَولى مَعاشي وَطابا طالَما سَحَّبتُ خَلفي الثِيابا,طالَما سَحَّبتُ خَلفي الثِيابا,طالَما اِحلَولى مَعاشي وَطابا,المديد,ابو العتاهية
طالَما طاوَعتُ جَهلي وَلَهوي طالَما نازَعتُ صَحبي الشَرابا,طالَما نازَعتُ صَحبي الشَرابا,طالَما طاوَعتُ جَهلي وَلَهوي,المديد,ابو العتاهية
طالَما كُنتُ أُحِبُّ التَصابي فَرَماني سَهمُهُ وَأَصابا,فَرَماني سَهمُهُ وَأَصابا,طالَما كُنتُ أُحِبُّ التَصابي,المديد,ابو العتاهية
أَيُّها الباني قُصوراً طِوالاً أَينَ تَبغي هَل تُريدُ السَحابا,أَينَ تَبغي هَل تُريدُ السَحابا,أَيُّها الباني قُصوراً طِوالاً,المديد,ابو العتاهية
إِنَّما أَنتَ بِوادي المَنايا إِن رَماكَ المَوتُ فيهِ أَصابا,إِن رَماكَ المَوتُ فيهِ أَصابا,إِنَّما أَنتَ بِوادي المَنايا,المديد,ابو العتاهية
أَيُّها الباني لِهَدمِ اللَيالي إِبنِ ما شِئتَ سَتَلقى خَرابا,إِبنِ ما شِئتَ سَتَلقى خَرابا,أَيُّها الباني لِهَدمِ اللَيالي,المديد,ابو العتاهية
أَأَمِنتَ المَوتَ وَالمَوتُ يَأبى بِكَ وَالأَيّامُ إِلّا انقِلابا,بِكَ وَالأَيّامُ إِلّا انقِلابا,أَأَمِنتَ المَوتَ وَالمَوتُ يَأبى,المديد,ابو العتاهية
هَل تَرى الدُنيا بِعَينَي بَصيرٍ إِنَّما الدُنيا تُحاكي السَرابا,إِنَّما الدُنيا تُحاكي السَرابا,هَل تَرى الدُنيا بِعَينَي بَصيرٍ,المديد,ابو العتاهية
إِنَّما الدُنيا كَفَيءٍ تَوَلّى أَو كَما عايَنتَ فيهِ الضَبابا,أَو كَما عايَنتَ فيهِ الضَبابا,إِنَّما الدُنيا كَفَيءٍ تَوَلّى,المديد,ابو العتاهية
نارُ هَذا المَوتِ في الناسِ طُرّاً كُلَّ يَومٍ قَد تَزيدُ التِهابا,كُلَّ يَومٍ قَد تَزيدُ التِهابا,نارُ هَذا المَوتِ في الناسِ طُرّاً,المديد,ابو العتاهية
إِنَّما الدُنيا بَلاءٌ وَكَدٌّ وَاكتِئابٌ قَد يَسوقُ اِكتِئابا,وَاكتِئابٌ قَد يَسوقُ اِكتِئابا,إِنَّما الدُنيا بَلاءٌ وَكَدٌّ,المديد,ابو العتاهية
ما استَطابَ العَيشَ فيها حَليمٌ لا وَلا دامَ لَهُ ما اِستَطابا,لا وَلا دامَ لَهُ ما اِستَطابا,ما استَطابَ العَيشَ فيها حَليمٌ,المديد,ابو العتاهية
أَيُّها المَرءُ الَّذي قَد أَبى أَن يَهجُرَ اللَهوَ بِها وَالشَبابا,يَهجُرَ اللَهوَ بِها وَالشَبابا,أَيُّها المَرءُ الَّذي قَد أَبى أَن,المديد,ابو العتاهية
وَبَنى فيها قُصوراً وَدوراً وَبَنى بَعدَ القِبابِ القِبابا,وَبَنى بَعدَ القِبابِ القِبابا,وَبَنى فيها قُصوراً وَدوراً,المديد,ابو العتاهية
وَرَأى كُلَّ قَبيحٍ جَميلاً وَأَبى لِلغَيِّ إِلّا ارتِكابا,وَأَبى لِلغَيِّ إِلّا ارتِكابا,وَرَأى كُلَّ قَبيحٍ جَميلاً,المديد,ابو العتاهية
أَنتَ في دارٍ تَرى المَوتَ فيها مُستَشيطاً قَد أَذَلَّ الرِقابا,مُستَشيطاً قَد أَذَلَّ الرِقابا,أَنتَ في دارٍ تَرى المَوتَ فيها,المديد,ابو العتاهية
أَبَتِ الدُنيا عَلى كُلِّ حَيٍّ آخِرَ الأَيّامِ إِلّا ذَهابا,آخِرَ الأَيّامِ إِلّا ذَهابا,أَبَتِ الدُنيا عَلى كُلِّ حَيٍّ,المديد,ابو العتاهية
إِنَّما تَنفي الحَياةَ المَنايا مِثلَما يَنفي المَشيبُ الشَبابا,مِثلَما يَنفي المَشيبُ الشَبابا,إِنَّما تَنفي الحَياةَ المَنايا,المديد,ابو العتاهية
ما أَرى الدُنيا عَلى كُلِّ حَيٍّ نالَها إِلّا أَذىً وَعَذابا,نالَها إِلّا أَذىً وَعَذابا,ما أَرى الدُنيا عَلى كُلِّ حَيٍّ,المديد,ابو العتاهية
بَينَما الإِنسانُ حَيٌّ قَويٌّ إِذ دَعاهُ يَومُهُ فَأَجابا,إِذ دَعاهُ يَومُهُ فَأَجابا,بَينَما الإِنسانُ حَيٌّ قَويٌّ,المديد,ابو العتاهية
غَيرَ أَنَّ المَوتَ شَيءٌ جَليلٌ يَترُكُ الدورَ يَباباً خَرابا,يَترُكُ الدورَ يَباباً خَرابا,غَيرَ أَنَّ المَوتَ شَيءٌ جَليلٌ,المديد,ابو العتاهية
أَيُّ عَيشٍ دامَ فيها لِحَيٍّ أَيُّ حَيٍّ ماتَ فيها فَآبا,أَيُّ حَيٍّ ماتَ فيها فَآبا,أَيُّ عَيشٍ دامَ فيها لِحَيٍّ,المديد,ابو العتاهية
أَيُّ مُلكٍ كانَ فيها لِقَومٍ قَبلَنا لَم يُسلَبوهُ استِلابا,قَبلَنا لَم يُسلَبوهُ استِلابا,أَيُّ مُلكٍ كانَ فيها لِقَومٍ,المديد,ابو العتاهية
إِنَّما داعي المَنايا يُنادي إِحمِلوا الزادَ وَشُدّوا الرِكابا,إِحمِلوا الزادَ وَشُدّوا الرِكابا,إِنَّما داعي المَنايا يُنادي,المديد,ابو العتاهية
جَعَلَ الرَحمَنُ بَينَ المَنايا أَنفُسَ الخَلقِ جَميعاً نِهابا,أَنفُسَ الخَلقِ جَميعاً نِهابا,جَعَلَ الرَحمَنُ بَينَ المَنايا,المديد,ابو العتاهية
لَيتَ شِعري عَن لِساني أَيَقوى يَومَ عَرضي أَن يَرُدَّ الجَوابا,يَومَ عَرضي أَن يَرُدَّ الجَوابا,لَيتَ شِعري عَن لِساني أَيَقوى,المديد,ابو العتاهية
لَيتَ شِعري بِيَمينِيَ أُعطى أَم شِمالي عِندَ ذاكَ الكِتابا,أَم شِمالي عِندَ ذاكَ الكِتابا,لَيتَ شِعري بِيَمينِيَ أُعطى,المديد,ابو العتاهية
سامِحِ الناسَ فَإِنّي أَراهُم أَصبَحوا إِلّا قَليلاً ذِئابا,أَصبَحوا إِلّا قَليلاً ذِئابا,سامِحِ الناسَ فَإِنّي أَراهُم,المديد,ابو العتاهية
أَفشِ مَعروفَكَ فيهِم وَأَكثِر ثُمَّ لا تَبغِ عَلَيهِ ثَوابا,ثُمَّ لا تَبغِ عَلَيهِ ثَوابا,أَفشِ مَعروفَكَ فيهِم وَأَكثِر,المديد,ابو العتاهية
وَسَلِ اللَهَ إِذا خِفتَ فَقراً فَهوَ يُعطيكَ العَطايا الرِغابا,فَهوَ يُعطيكَ العَطايا الرِغابا,وَسَلِ اللَهَ إِذا خِفتَ فَقراً,المديد,ابو العتاهية
