البيت,الشطر الأيسر,الشطر الأيمن,البحر,الشاعر
وَقَد زادَ أَلعابَهُ بَهجَةً مَكانٌ فَسيحٌ مُعَدٌّ لَها,مَكانٌ فَسيحٌ مُعَدٌّ لَها,وَقَد زادَ أَلعابَهُ بَهجَةً,المتقارب,حافظ ابراهيم
صِراعٌ وَعَدوٌ بَعيدُ المَدى وَوَثبٌ يَكادُ يَنالُ السُها,وَوَثبٌ يَكادُ يَنالُ السُها,صِراعٌ وَعَدوٌ بَعيدُ المَدى,المتقارب,حافظ ابراهيم
وَشاهَدتُ عَدّاءَهُم قَد عَدا ثَلاثينَ ميلاً وَما إِن وَهى,ثَلاثينَ ميلاً وَما إِن وَهى,وَشاهَدتُ عَدّاءَهُم قَد عَدا,المتقارب,حافظ ابراهيم
وَقامَت مُلاكَمَةُ اللاعِبينَ فَأَنسَت تَناطُحَ وَحشِ المَها,فَأَنسَت تَناطُحَ وَحشِ المَها,وَقامَت مُلاكَمَةُ اللاعِبينَ,المتقارب,حافظ ابراهيم
بِأَوحى مِنَ اللَمحِ كانَ النِزالُ فَيا وَيلَ مَن مِنهُما قَد سَها,فَيا وَيلَ مَن مِنهُما قَد سَها,بِأَوحى مِنَ اللَمحِ كانَ النِزالُ,المتقارب,حافظ ابراهيم
وَلَو رُحتُ أَنعَتُ تِلكَ الضُروبَ لَضاقَ القَريضُ وَأَعيا بِها,لَضاقَ القَريضُ وَأَعيا بِها,وَلَو رُحتُ أَنعَتُ تِلكَ الضُروبَ,المتقارب,حافظ ابراهيم
عَلى أَنَّ في أُفقِنا نَهضَةً سَتَبلُغُ رَغمَ القُعودِ المَدى,سَتَبلُغُ رَغمَ القُعودِ المَدى,عَلى أَنَّ في أُفقِنا نَهضَةً,المتقارب,حافظ ابراهيم
وَإِن لَم تَكُن بَلَغَت أَوجَها كَذا كُلُّ شَيءٍ إِذا ما اِبتَدا,كَذا كُلُّ شَيءٍ إِذا ما اِبتَدا,وَإِن لَم تَكُن بَلَغَت أَوجَها,المتقارب,حافظ ابراهيم
وَنادي الرِياضَةِ أَولى بِأَن يَكونَ عَلَيها مَنارَ الهُدى,يَكونَ عَلَيها مَنارَ الهُدى,وَنادي الرِياضَةِ أَولى بِأَن,المتقارب,حافظ ابراهيم
أَظَلَّت جَلائِلَ أَعمالِهِ ظِلالُ حُسَينٍ حَليفِ النَدى,ظِلالُ حُسَينٍ حَليفِ النَدى,أَظَلَّت جَلائِلَ أَعمالِهِ,المتقارب,حافظ ابراهيم
مَليكٌ رَعاهُ بِإِقبالِهِ وَحُسنِ عِنايَتِهِ وَالجَدا,وَحُسنِ عِنايَتِهِ وَالجَدا,مَليكٌ رَعاهُ بِإِقبالِهِ,المتقارب,حافظ ابراهيم
فَفي عَهدِهِ فَليَجِدَّ المُجِدُّ فَإِنَّ السُعودَ بِهِ قَد بَدا,فَإِنَّ السُعودَ بِهِ قَد بَدا,فَفي عَهدِهِ فَليَجِدَّ المُجِدُّ,المتقارب,حافظ ابراهيم
أَبا هاشِمٍ هَضَّمتَني الشِفارُ فَلِلَّهِ صَبري لِذاكَ الأوارْ,فَلِلَّهِ صَبري لِذاكَ الأوارْ,أَبا هاشِمٍ هَضَّمتَني الشِفارُ,المتقارب,المعتمد بن عباد
ذَكَرتُ شُخَيصَكَ ما بَينَها فَلَم يَدعُني حُبه للفرارْ,فَلَم يَدعُني حُبه للفرارْ,ذَكَرتُ شُخَيصَكَ ما بَينَها,المتقارب,المعتمد بن عباد
وَأَعطى اِبنُ قُرطٍ غَداةَ السُلَي مِ لَمّا اِلتَقَينا عَطاءً جَزيلا,مِ لَمّا اِلتَقَينا عَطاءً جَزيلا,وَأَعطى اِبنُ قُرطٍ غَداةَ السُلَي,المتقارب,الحطيئة
كَفَيتَ بِها مازِناً كُلَّها أَصاغِرَها وَكَفَيتَ الكُهولا,أَصاغِرَها وَكَفَيتَ الكُهولا,كَفَيتَ بِها مازِناً كُلَّها,المتقارب,الحطيئة
كِرامٌ أَبى الذَمَّ آبائُهُم فَلا يَجعَلونَ لِلَومٍ سَبيلا,فَلا يَجعَلونَ لِلَومٍ سَبيلا,كِرامٌ أَبى الذَمَّ آبائُهُم,المتقارب,الحطيئة
عِراضُ الخُدودِ كِرامُ الجُدودِ يَمُدّونَ لِلمَجدِ باعاً طَويلا,يَمُدّونَ لِلمَجدِ باعاً طَويلا,عِراضُ الخُدودِ كِرامُ الجُدودِ,المتقارب,الحطيئة
إِذا المَرءُ صَوَّرَ لِلناظِرينَ فَقَد سارَ في شَرِّ نَهجٍ سُلِك,فَقَد سارَ في شَرِّ نَهجٍ سُلِك,إِذا المَرءُ صَوَّرَ لِلناظِرينَ,المتقارب,أبو العلاء المعري
أَرى العِلجَ في قَفرِهِ مُعتَقاً وَلاقى الهَوانَ جَوادٌ مُلِك,وَلاقى الهَوانَ جَوادٌ مُلِك,أَرى العِلجَ في قَفرِهِ مُعتَقاً,المتقارب,أبو العلاء المعري
وَما حَظُّهُ في حِزامٍ يُشَدُّ لِيُركَبَ أَو في لِجامٍ أُلِك,لِيُركَبَ أَو في لِجامٍ أُلِك,وَما حَظُّهُ في حِزامٍ يُشَدُّ,المتقارب,أبو العلاء المعري
وَكَم أَولَدَ المَلِكُ المُستَباةَ وَكَم نَكَحَ العَبدُ بِنتَ المَلِك,وَكَم نَكَحَ العَبدُ بِنتَ المَلِك,وَكَم أَولَدَ المَلِكُ المُستَباةَ,المتقارب,أبو العلاء المعري
عَجِبتُ وَكَم عَجَبٌ في الزَمانِ لِرَأيِ بَني دَهرِكَ الفائِلِ,لِرَأيِ بَني دَهرِكَ الفائِلِ,عَجِبتُ وَكَم عَجَبٌ في الزَمانِ,المتقارب,أبو العلاء المعري
فَمَقتاً لِما أَورَثوا مِن غِنىً وَما وَهَبوهُ مِن النائِلِ,وَما وَهَبوهُ مِن النائِلِ,فَمَقتاً لِما أَورَثوا مِن غِنىً,المتقارب,أبو العلاء المعري
فَلا تَحمِلَنَّ لَهُم مِنَّةً وَلَو بِتَّ في صورَةِ العائِلِ,وَلَو بِتَّ في صورَةِ العائِلِ,فَلا تَحمِلَنَّ لَهُم مِنَّةً,المتقارب,أبو العلاء المعري
يَغولُ الفَتى أَرضَهُ بِالوَجيفِ وَلا بُدَّ مِن حادِثٍ غائِلِ,وَلا بُدَّ مِن حادِثٍ غائِلِ,يَغولُ الفَتى أَرضَهُ بِالوَجيفِ,المتقارب,أبو العلاء المعري
وَيَطلُبُ قوتاً وَرِزقُ المَلي كِ يَسأَلُ بِالطالِبِ السائِلِ,كِ يَسأَلُ بِالطالِبِ السائِلِ,وَيَطلُبُ قوتاً وَرِزقُ المَلي,المتقارب,أبو العلاء المعري
أَلَم تَرَني وَجَميعَ الأَنا مِ في دَولَةِ الكِذبِ الذائِلِ,مِ في دَولَةِ الكِذبِ الذائِلِ,أَلَم تَرَني وَجَميعَ الأَنا,المتقارب,أبو العلاء المعري
مَضى قَيلُ مِصرَ إِلى رَبِّهِ وَخَلّى السِياسَةَ لِلخائِلِ,وَخَلّى السِياسَةَ لِلخائِلِ,مَضى قَيلُ مِصرَ إِلى رَبِّهِ,المتقارب,أبو العلاء المعري
وَقالوا يَعودُ فَقُلنا يَجوزُ بِقُدرَةِ خالِقِنا الآثِلِ,بِقُدرَةِ خالِقِنا الآثِلِ,وَقالوا يَعودُ فَقُلنا يَجوزُ,المتقارب,أبو العلاء المعري
إِذا هَبَّ زَيدٌ إِلى طَيِّئٍ وَقامَ كُلَيبٌ إِلى وائِلِ,وَقامَ كُلَيبٌ إِلى وائِلِ,إِذا هَبَّ زَيدٌ إِلى طَيِّئٍ,المتقارب,أبو العلاء المعري
أَخو الحَربِ يَعدو عَلى سابِحٍ لِيَسبَحَ في الزاخِرِ السائِلِ,لِيَسبَحَ في الزاخِرِ السائِلِ,أَخو الحَربِ يَعدو عَلى سابِحٍ,المتقارب,أبو العلاء المعري
سَيُقصَرُ مِن طولِ تِلكَ القَناةِ وَيُرفَعُ مِن دِرعِهِ الذائِلِ,وَيُرفَعُ مِن دِرعِهِ الذائِلِ,سَيُقصَرُ مِن طولِ تِلكَ القَناةِ,المتقارب,أبو العلاء المعري
وَتُصغي إِلى المَينِ أَسماعُنا وَنَصبو إِلى زُخرُفِ القائِلِ,وَنَصبو إِلى زُخرُفِ القائِلِ,وَتُصغي إِلى المَينِ أَسماعُنا,المتقارب,أبو العلاء المعري
وَكَيفَ اِعتِدالي وَهَذا النَهارُ يَروحُ بِميزانِهِ المائِلِ,يَروحُ بِميزانِهِ المائِلِ,وَكَيفَ اِعتِدالي وَهَذا النَهارُ,المتقارب,أبو العلاء المعري
وَإِنَّ ثَبيراً لَهُ خِفَّةٌ تَبينُ عَلى كِفِّةِ الشائِلِ,تَبينُ عَلى كِفِّةِ الشائِلِ,وَإِنَّ ثَبيراً لَهُ خِفَّةٌ,المتقارب,أبو العلاء المعري
تَصولُ عَلَينا بَناتُ الزَمانِ فَهَلّا يُصالُ عَلى الصائِلِ,فَهَلّا يُصالُ عَلى الصائِلِ,تَصولُ عَلَينا بَناتُ الزَمانِ,المتقارب,أبو العلاء المعري
وَقَد عَزَّ رَملٌ عَلى حاسِبٍ كَما عَزَّ بَحرٌ عَلى كائِلِ,كَما عَزَّ بَحرٌ عَلى كائِلِ,وَقَد عَزَّ رَملٌ عَلى حاسِبٍ,المتقارب,أبو العلاء المعري
يُهالُ التُرابُ عَلى مَن ثَوى فَآهِ مِنَ النَبَأِ الهائِلِ,فَآهِ مِنَ النَبَأِ الهائِلِ,يُهالُ التُرابُ عَلى مَن ثَوى,المتقارب,أبو العلاء المعري
وَكَم قَيَّدَ الدَهرُ مِن دالِفٍ وَقَد كانَ كَالسابِقِ الجائِلِ,وَقَد كانَ كَالسابِقِ الجائِلِ,وَكَم قَيَّدَ الدَهرُ مِن دالِفٍ,المتقارب,أبو العلاء المعري
جَميعُ الَّذي نَحنُ فيهِ النِفاقُ وَنَلحَقُ بِالذاهِبِ الزائِلِ,وَنَلحَقُ بِالذاهِبِ الزائِلِ,جَميعُ الَّذي نَحنُ فيهِ النِفاقُ,المتقارب,أبو العلاء المعري
وَلَو لَم يَكُن حَولَكَ العاذِلونَ بَكَيتَ عَلى المَنزِلِ الحائِلِ,بَكَيتَ عَلى المَنزِلِ الحائِلِ,وَلَو لَم يَكُن حَولَكَ العاذِلونَ,المتقارب,أبو العلاء المعري
وَيُغنيكَ عَن طَرحِ فالٍ تَعو دُ بِاليُمنِ طَعنُكَ في الفائِلِ,دُ بِاليُمنِ طَعنُكَ في الفائِلِ,وَيُغنيكَ عَن طَرحِ فالٍ تَعو,المتقارب,أبو العلاء المعري
نُسَرُّ إِذا نَثرَةٌ أَرعَفَت وَنَفرَحُ بِالأَسَدِ البائِلِ,وَنَفرَحُ بِالأَسَدِ البائِلِ,نُسَرُّ إِذا نَثرَةٌ أَرعَفَت,المتقارب,أبو العلاء المعري
شفى الله نفسي من معشر اضاعوا قدامة يوم النسار,اضاعوا قدامة يوم النسار,شفى الله نفسي من معشر,المتقارب,الفارعة بنت معاوية
أضاعوا فتى غير جثامة طويل النجاد بعيد المغار,طويل النجاد بعيد المغار,أضاعوا فتى غير جثامة,المتقارب,الفارعة بنت معاوية
ينبي الفوارس عن رمحه بطعن كافواه كعب المهار,بطعن كافواه كعب المهار,ينبي الفوارس عن رمحه,المتقارب,الفارعة بنت معاوية
وفرت كلاب على وجهها خلا جعفر قبل وجه النهار,خلا جعفر قبل وجه النهار,وفرت كلاب على وجهها,المتقارب,الفارعة بنت معاوية
يُعَزُّ عَلَى أحمَدٍ بالذي أصَابَ ابنَهُ أمسِ من يُوسُفِ,أصَابَ ابنَهُ أمسِ من يُوسُفِ,يُعَزُّ عَلَى أحمَدٍ بالذي,المتقارب,الكميت بن زيد
خَبِيثٍ مِن العُصبَةِ الأخبَثِينَ وإن قُلتُ زَانِينَ لَم أَقذِفِ,وإن قُلتُ زَانِينَ لَم أَقذِفِ,خَبِيثٍ مِن العُصبَةِ الأخبَثِينَ,المتقارب,الكميت بن زيد
مالِكِ أُمُّ فَتدعى لَها وَلا أَنتَ ذو والِدٍ يعرفُ,وَلا أَنتَ ذو والِدٍ يعرفُ,مالِكِ أُمُّ فَتدعى لَها,المتقارب,جحيش الهمداني
أَرى الطَير تخبِرُني أَنَّني جُحَيشٌ وَأَنَّ أَبي حُرشُفُ,جُحَيشٌ وَأَنَّ أَبي حُرشُفُ,أَرى الطَير تخبِرُني أَنَّني,المتقارب,جحيش الهمداني
يَقولُ غرابٌ غَدا سانِحاً وَشاهِدُهُ جاهِداً يَحلِفُ,وَشاهِدُهُ جاهِداً يَحلِفُ,يَقولُ غرابٌ غَدا سانِحاً,المتقارب,جحيش الهمداني
بِأَنّي لِهَمدانَ في غُرِّها وَما أَنا جافٍ وَلا أَهيفُ,وَما أَنا جافٍ وَلا أَهيفُ,بِأَنّي لِهَمدانَ في غُرِّها,المتقارب,جحيش الهمداني
وَلَكِنَّني مِن كِرامِ الرِجالِ إِذا ذُكِرَ السَيِّدُ الأَشرَفُ,إِذا ذُكِرَ السَيِّدُ الأَشرَفُ,وَلَكِنَّني مِن كِرامِ الرِجالِ,المتقارب,جحيش الهمداني
تداركَ وهباً كلامُ استهِ وقد كاد من عيِّهِ أن يموتا,وقد كاد من عيِّهِ أن يموتا,تداركَ وهباً كلامُ استهِ,المتقارب,ابن الرومي
وأُقسِمُ بالله لو أنه كفاها الكلامَ كَفَتْهُ السكوتا,كفاها الكلامَ كَفَتْهُ السكوتا,وأُقسِمُ بالله لو أنه,المتقارب,ابن الرومي
كَتَبتُ وَقَد خَصِرَت راحَتي فَهَل مِن حَريقٍ لِكاسِ الرَحيقِ,فَهَل مِن حَريقٍ لِكاسِ الرَحيقِ,كَتَبتُ وَقَد خَصِرَت راحَتي,المتقارب,ابن خفاجه
وَقَد أَعوَزَت نارُها جُملَةً فَلَولاكَ شَبَّهتُها بِالصَديقِ,فَلَولاكَ شَبَّهتُها بِالصَديقِ,وَقَد أَعوَزَت نارُها جُملَةً,المتقارب,ابن خفاجه
أَبوكَ أَبوكَ وَأَنتَ اِبنُهُ فَبِئسَ البُنَيُّ وَبِئسَ الأَبُ,فَبِئسَ البُنَيُّ وَبِئسَ الأَبُ,أَبوكَ أَبوكَ وَأَنتَ اِبنُهُ,المتقارب,حسان بن ثابت
وَأُمُّكَ سَوداءُ مَودونَةٌ كَأَنَّ أَنامِلَها الحُنظُبُ,كَأَنَّ أَنامِلَها الحُنظُبُ,وَأُمُّكَ سَوداءُ مَودونَةٌ,المتقارب,حسان بن ثابت
يَبيتُ أَبوكَ بِها مُعرِساً كَما ساوَرَ الهُوَّةَ الثَعلَبُ,كَما ساوَرَ الهُوَّةَ الثَعلَبُ,يَبيتُ أَبوكَ بِها مُعرِساً,المتقارب,حسان بن ثابت
فَما مِنكَ أَعجَبُ يا اِبنِ اِستِها وَلَكِنَّني مِن أُلى أَعجَبُ,وَلَكِنَّني مِن أُلى أَعجَبُ,فَما مِنكَ أَعجَبُ يا اِبنِ اِستِها,المتقارب,حسان بن ثابت
إِذا سَمِعوا الغَيَّ آدوا لَهُ تُيوسٌ تَنِبُّ إِذا تَضرِبُ,تُيوسٌ تَنِبُّ إِذا تَضرِبُ,إِذا سَمِعوا الغَيَّ آدوا لَهُ,المتقارب,حسان بن ثابت
تَرى التَيسَ عِندَهُمُ كَالجَوادِ بَلِ التَيسُ وَسطَهُمُ أَنجَبُ,بَلِ التَيسُ وَسطَهُمُ أَنجَبُ,تَرى التَيسَ عِندَهُمُ كَالجَوادِ,المتقارب,حسان بن ثابت
فَلا تَدعُهُم لِقِراعِ الكُماةِ وَنادِ إِلى سَوأَةٍ يَركَبوا,وَنادِ إِلى سَوأَةٍ يَركَبوا,فَلا تَدعُهُم لِقِراعِ الكُماةِ,المتقارب,حسان بن ثابت
أَتَرغَبُ في الصيتِ بَينَ الأَنامِ وَكَم خَمَلَ النابِهُ الصَيِّتُ,وَكَم خَمَلَ النابِهُ الصَيِّتُ,أَتَرغَبُ في الصيتِ بَينَ الأَنامِ,المتقارب,أبو العلاء المعري
وَحَسبُ الفَتى أَنَّهُ مائِتٌ وَهَل يَعرِفُ الشَرَفَ المَيِّتُ,وَهَل يَعرِفُ الشَرَفَ المَيِّتُ,وَحَسبُ الفَتى أَنَّهُ مائِتٌ,المتقارب,أبو العلاء المعري
أَلاَ أَيُّهَا الْقَائِدُ الْمُجْتَبَى وَمَنْ حَازَ فِي الْمَجْدِ أَسْنَى مَقَامْ,وَمَنْ حَازَ فِي الْمَجْدِ أَسْنَى مَقَامْ,أَلاَ أَيُّهَا الْقَائِدُ الْمُجْتَبَى,المتقارب,ابن زاكور
وَمَنْ هُوَ فِي فَاسَ بَدْرُ دُجىً يُطَاوِلُ بِالأُفْقِ بَدْرَ التَّمَامْ,يُطَاوِلُ بِالأُفْقِ بَدْرَ التَّمَامْ,وَمَنْ هُوَ فِي فَاسَ بَدْرُ دُجىً,المتقارب,ابن زاكور
فَزَعْتُ إِلَيْكُمْ وَقَدْ شَفَّنِي امْ تِدَادُ مَقَامِي بِهَذَا الْمَقَامْ,تِدَادُ مَقَامِي بِهَذَا الْمَقَامْ,فَزَعْتُ إِلَيْكُمْ وَقَدْ شَفَّنِي امْ,المتقارب,ابن زاكور
وَقَدْ شِبْتُ مِمَّا قُذِفْتُ بِهِ بِإِثْرِ اثْنَتَيْنِ وَعِشْرِينَ عَامْ,بِإِثْرِ اثْنَتَيْنِ وَعِشْرِينَ عَامْ,وَقَدْ شِبْتُ مِمَّا قُذِفْتُ بِهِ,المتقارب,ابن زاكور
وَيَا لَيْتَ مَنْ هُوَ مِثْلِي شَجٍ يَصِيرُ خَبِيئَةَ إِحْدَى الرَِّجَامْ,يَصِيرُ خَبِيئَةَ إِحْدَى الرَِّجَامْ,وَيَا لَيْتَ مَنْ هُوَ مِثْلِي شَجٍ,المتقارب,ابن زاكور
فَلاَ تَأْخُذَنِّي بِقَوْلِ الْعِدَى وَإِنْ أَكْثَرُوا فِيَّ زُورَ الْكَلاَمْ,وَإِنْ أَكْثَرُوا فِيَّ زُورَ الْكَلاَمْ,فَلاَ تَأْخُذَنِّي بِقَوْلِ الْعِدَى,المتقارب,ابن زاكور
فَمَا جِئْتُ شَيْئاً أُلاَمُ بهِ سِوَى أَنَّنِي بِالْعُلاَ مُسْتَهَامْ,سِوَى أَنَّنِي بِالْعُلاَ مُسْتَهَامْ,فَمَا جِئْتُ شَيْئاً أُلاَمُ بهِ,المتقارب,ابن زاكور
أَخُوضُ بِحَارَ الْعُلُُومِ مَدىً وَأُسْحَرُ طَوْراً بِدُرِّ النِّظَامْ,وَأُسْحَرُ طَوْراً بِدُرِّ النِّظَامْ,أَخُوضُ بِحَارَ الْعُلُُومِ مَدىً,المتقارب,ابن زاكور
وَهَبْنِي اقْتَرَفْتُ ذُنُوباً طَغَتْ فَمِثْلُكَ يُولِي الذُّنُوبَ الْعِظَامْ,فَمِثْلُكَ يُولِي الذُّنُوبَ الْعِظَامْ,وَهَبْنِي اقْتَرَفْتُ ذُنُوباً طَغَتْ,المتقارب,ابن زاكور
فَحِلْمُكَ قَدْ عَمَّ كُلَّ الْوَرَى وَأَصْلَحَ مَا بَيْنَ خَاصٍ وَعَامْ,وَأَصْلَحَ مَا بَيْنَ خَاصٍ وَعَامْ,فَحِلْمُكَ قَدْ عَمَّ كُلَّ الْوَرَى,المتقارب,ابن زاكور
وَجُدْ لِي بِعَفْوِكَ يَا رَبَّهُ فَعَفْوُكَ عِنْدِي الْمُنَى وَالْمَرَامْ,فَعَفْوُكَ عِنْدِي الْمُنَى وَالْمَرَامْ,وَجُدْ لِي بِعَفْوِكَ يَا رَبَّهُ,المتقارب,ابن زاكور
فَمَنْ لِابْنِ زَاكُورَ مِنْ مُنْجِدٍ سِوَاكَ إِذَا حَارَبَتْهُ اللِّئَامْ,سِوَاكَ إِذَا حَارَبَتْهُ اللِّئَامْ,فَمَنْ لِابْنِ زَاكُورَ مِنْ مُنْجِدٍ,المتقارب,ابن زاكور
فَلاَ زِلْتَ تَرْقَى سَمَاءَ الْعُلاَ وَكَهْفاً يَلُوذُ بِهِ مَنْ يُضَامْ,وَكَهْفاً يَلُوذُ بِهِ مَنْ يُضَامْ,فَلاَ زِلْتَ تَرْقَى سَمَاءَ الْعُلاَ,المتقارب,ابن زاكور
كذلك تلك وكالناظرات صواحبها ما يرى المِسْحَلُ,صواحبها ما يرى المِسْحَلُ,كذلك تلك وكالناظرات,المتقارب,الكميت بن زيد
صَحِبتُ الحَياةَ فَطالَ العَناءُ وَلا خَيرَ في العَيشِ مُستَصحَبا,وَلا خَيرَ في العَيشِ مُستَصحَبا,صَحِبتُ الحَياةَ فَطالَ العَناءُ,المتقارب,أبو العلاء المعري
وَقَد كُنتُ فيما مَضى جامِحاً وَمَن راضَهُ دَهرُهُ أَصحَبا,وَمَن راضَهُ دَهرُهُ أَصحَبا,وَقَد كُنتُ فيما مَضى جامِحاً,المتقارب,أبو العلاء المعري
مَتى ما شَحَبتَ لِوَجهِ المَليكِ كُسيتَ جَمالاً بِأَن تَشحَبا,كُسيتَ جَمالاً بِأَن تَشحَبا,مَتى ما شَحَبتَ لِوَجهِ المَليكِ,المتقارب,أبو العلاء المعري
حَبا الشَيخُ لا طامِعاً في النُهوضِ نَقيضَ الصَبِيِّ إِذا ما حَبا,نَقيضَ الصَبِيِّ إِذا ما حَبا,حَبا الشَيخُ لا طامِعاً في النُهوضِ,المتقارب,أبو العلاء المعري
وَلَم يَحُبُّني أَحَدٌ نِعمَةً وَلَكِن مَولى المَوالي حَبا,وَلَكِن مَولى المَوالي حَبا,وَلَم يَحُبُّني أَحَدٌ نِعمَةً,المتقارب,أبو العلاء المعري
نَصَحتُكَ فَاِعمَل لَهُ دائِماً وَإِن جاءَ مَوتٌ فَقُل مَرحَبا,وَإِن جاءَ مَوتٌ فَقُل مَرحَبا,نَصَحتُكَ فَاِعمَل لَهُ دائِماً,المتقارب,أبو العلاء المعري
مديحُك كَالمِسْكِ لا يُكْتَتَمْ به يُبْتَدَى وبه يُخْتَتمْ,به يُبْتَدَى وبه يُخْتَتمْ,مديحُك كَالمِسْكِ لا يُكْتَتَمْ,المتقارب,ابن سناء الملك
وما بَرِحَ المَدْحُ بَعْد النَّسيبِ وذا مَذْهبٌ شاعَ بَيْنَ الأُمَمْ,وذا مَذْهبٌ شاعَ بَيْنَ الأُمَمْ,وما بَرِحَ المَدْحُ بَعْد النَّسيبِ,المتقارب,ابن سناء الملك
ومَدْحُكَ من قَبْلِ خَلْقِ النسيبِ ونظْمِ القريض وخَلْق النَّسَمْ,ونظْمِ القريض وخَلْق النَّسَمْ,ومَدْحُكَ من قَبْلِ خَلْقِ النسيبِ,المتقارب,ابن سناء الملك
صِفَاتُك قائمةٌ في النُّفوسِ قديماً وثابتةٌ في القِدَمِ,قديماً وثابتةٌ في القِدَمِ,صِفَاتُك قائمةٌ في النُّفوسِ,المتقارب,ابن سناء الملك
على أَنَّ لي همةً في النسيبِ ولكنَّ مدْحَك مِنْهُ أَهَمْ,ولكنَّ مدْحَك مِنْهُ أَهَمْ,على أَنَّ لي همةً في النسيبِ,المتقارب,ابن سناء الملك
وإِنَّ النسيبَ إِذا ما مُدِحتَ يُقالُ ولكنَّه لا يَتِمْ,يُقالُ ولكنَّه لا يَتِمْ,وإِنَّ النسيبَ إِذا ما مُدِحتَ,المتقارب,ابن سناء الملك
وإِن النسيبَ يَسُرُّ النفُوسَ ويُذْكِي العقولَ ويُصْفِي الشِيَمْ,ويُذْكِي العقولَ ويُصْفِي الشِيَمْ,وإِن النسيبَ يَسُرُّ النفُوسَ,المتقارب,ابن سناء الملك
ولا سيما وَهْوَ مِنْ عَاشِقٍ رماهُ الهوى وبَراهُ السَّقَمْ,رماهُ الهوى وبَراهُ السَّقَمْ,ولا سيما وَهْوَ مِنْ عَاشِقٍ,المتقارب,ابن سناء الملك
ومحبوبةٍ فوق شَمْسِ الضُّحَى فلا تَحْفِلَنَّ ببدرِ الظُّلَمْ,فلا تَحْفِلَنَّ ببدرِ الظُّلَمْ,ومحبوبةٍ فوق شَمْسِ الضُّحَى,المتقارب,ابن سناء الملك
تعلَّقْتُه ناعسَ المقْلتينِ يَنِمُّ على أَنَّه لم يَنَمْ,يَنِمُّ على أَنَّه لم يَنَمْ,تعلَّقْتُه ناعسَ المقْلتينِ,المتقارب,ابن سناء الملك
وهِمْتُ بِه أَسْمَر المرشَفَين عليه اللَّمى وعليه اللِّمَمْ,عليه اللَّمى وعليه اللِّمَمْ,وهِمْتُ بِه أَسْمَر المرشَفَين,المتقارب,ابن سناء الملك
فَبَرْقُ مُقبَّلهِ لا يَشَامُ ووردةُ وجْنَتِه لاَ تُشَمْ,ووردةُ وجْنَتِه لاَ تُشَمْ,فَبَرْقُ مُقبَّلهِ لا يَشَامُ,المتقارب,ابن سناء الملك
إِذا كَسَر الجفنَ مَن فَتْرَةٍ فللجفنِ كسْرٌ وللصَبِّ ضَمْ,فللجفنِ كسْرٌ وللصَبِّ ضَمْ,إِذا كَسَر الجفنَ مَن فَتْرَةٍ,المتقارب,ابن سناء الملك
لجنسين منه كمالُ الجمالِ فللعُرب عَيْنٌ وللتُّركِ فَمْ,فللعُرب عَيْنٌ وللتُّركِ فَمْ,لجنسين منه كمالُ الجمالِ,المتقارب,ابن سناء الملك
وعمَّ الورى بالهوى خَالُه ويا قَلَّ ما يوجدُ الخالُ عَمْ,ويا قَلَّ ما يوجدُ الخالُ عَمْ,وعمَّ الورى بالهوى خَالُه,المتقارب,ابن سناء الملك
وعِقُد مقبَّلِه كلُّه يتيمٌ ولكن نراهُ ابْتَسَمْ,يتيمٌ ولكن نراهُ ابْتَسَمْ,وعِقُد مقبَّلِه كلُّه,المتقارب,ابن سناء الملك
أَيا عاذِلي فيه لما رآهُ لئن كنتَ أَعْمَى فإِني أَصَمْ,لئن كنتَ أَعْمَى فإِني أَصَمْ,أَيا عاذِلي فيه لما رآهُ,المتقارب,ابن سناء الملك
وَهبْكَ أَبا ذَرِّ هذَا الكلامِ فَهَبْنِي أَبا جَهْلِ هذا الصَّنَمْ,فَهَبْنِي أَبا جَهْلِ هذا الصَّنَمْ,وَهبْكَ أَبا ذَرِّ هذَا الكلامِ,المتقارب,ابن سناء الملك
وأَيْنَ العواذِلُ ممن هَويْتُ ولو كُنَّ ثَمَّ لأَبْصرنْ ثَمْ,ولو كُنَّ ثَمَّ لأَبْصرنْ ثَمْ,وأَيْنَ العواذِلُ ممن هَويْتُ,المتقارب,ابن سناء الملك
أُسِرُّ الغرامَ وَيْبدُو عَليَّ وما انْكَتَم الشَّيْبُ تَحْتَ الكَتَمْ,وما انْكَتَم الشَّيْبُ تَحْتَ الكَتَمْ,أُسِرُّ الغرامَ وَيْبدُو عَليَّ,المتقارب,ابن سناء الملك
على أَنَّنِي مُذْ عرفْتُ الهَوَى جهلتُ النُّهى واستطبْتُ الأَلَمْ,جهلتُ النُّهى واستطبْتُ الأَلَمْ,على أَنَّنِي مُذْ عرفْتُ الهَوَى,المتقارب,ابن سناء الملك
وبِعْتُ الكَرَى واشتريتُ السُّهادَ فما ذُقْتُ طَعم الكَرَى مُنْذُ كَم,فما ذُقْتُ طَعم الكَرَى مُنْذُ كَم,وبِعْتُ الكَرَى واشتريتُ السُّهادَ,المتقارب,ابن سناء الملك
وأَربعةٌ قطُّ لم تَفْتَرِقْ هَوىً وجوىً وحياةٌ وهَمْ,هَوىً وجوىً وحياةٌ وهَمْ,وأَربعةٌ قطُّ لم تَفْتَرِقْ,المتقارب,ابن سناء الملك
