البيت,الشطر الأيسر,الشطر الأيمن,البحر,الشاعر
غَضبانَ قَد هَدَّدَ بِالضَر بِ وَإِن لَم يَضرِبِ,بِ وَإِن لَم يَضرِبِ,غَضبانَ قَد هَدَّدَ بِالضَر,الرجز,أحمد شوقي
فَلَم أَجِد لِيَ مِنهُ غَيـ ـرَ جَدَّتي مِن مَهرَبِ,ـرَ جَدَّتي مِن مَهرَبِ,فَلَم أَجِد لِيَ مِنهُ غَيـ,الرجز,أحمد شوقي
فَجَعَلتني خَلفَها أَنجو بِها وَأَختَبي,أَنجو بِها وَأَختَبي,فَجَعَلتني خَلفَها,الرجز,أحمد شوقي
وَهيَ تَقولُ لِأَبي بِلَهجَةِ المُؤَنِّبِ,بِلَهجَةِ المُؤَنِّبِ,وَهيَ تَقولُ لِأَبي,الرجز,أحمد شوقي
وَيحٌ لَهُ وَيحٌ لِهَـ ـذا الوَلدِ المُعَذَّبِ,ـذا الوَلدِ المُعَذَّبِ,وَيحٌ لَهُ وَيحٌ لِهَـ,الرجز,أحمد شوقي
أَلَم تَكُن تَصنَعُ ما يَصنَعُ إِذا أَنتَ صَبي,يَصنَعُ إِذا أَنتَ صَبي,أَلَم تَكُن تَصنَعُ ما,الرجز,أحمد شوقي
أفدي قمر عقلي قمر,عقلي قمر,أفدي قمر,الرجز,ابن نباته المصري
ثمَّ غدر لمَّا قدر,لمَّا قدر,ثمَّ غدر,الرجز,ابن نباته المصري
فلا وزر ولا مفر,ولا مفر,فلا وزر,الرجز,ابن نباته المصري
يا من شهر سيف الحوَر,سيف الحوَر,يا من شهر,الرجز,ابن نباته المصري
على البشر فما فتر,فما فتر,على البشر,الرجز,ابن نباته المصري
حتى استعر وهج الفكر,وهج الفكر,حتى استعر,الرجز,ابن نباته المصري
ولو أمر ذاكَ الخصرْ,ذاكَ الخصرْ,ولو أمر,الرجز,ابن نباته المصري
من الثغر أطفى شرر,أطفى شرر,من الثغر,الرجز,ابن نباته المصري
لكن هجر وما ادَّكر,وما ادَّكر,لكن هجر,الرجز,ابن نباته المصري
دماً هدر هلاّ نظر,هلاّ نظر,دماً هدر,الرجز,ابن نباته المصري
دمعي نهر على زَهر,على زَهر,دمعي نهر,الرجز,ابن نباته المصري
ذاكَ الخفر يحكي بدر,يحكي بدر,ذاكَ الخفر,الرجز,ابن نباته المصري
ملك عمر بما نشر,بما نشر,ملك عمر,الرجز,ابن نباته المصري
نشرَ الخُبر من الخبر,من الخبر,نشرَ الخُبر,الرجز,ابن نباته المصري
والمختبر لله دَرّ,لله دَرّ,والمختبر,الرجز,ابن نباته المصري
تلكَ السير كم من غرر,كم من غرر,تلكَ السير,الرجز,ابن نباته المصري
ومن دُرَر فيها سمر,فيها سمر,ومن دُرَر,الرجز,ابن نباته المصري
إلى السَّحر ولا ضجر,ولا ضجر,إلى السَّحر,الرجز,ابن نباته المصري
ولا ضرر علمٌ مهر,علمٌ مهر,ولا ضرر,الرجز,ابن نباته المصري
فضلٌ ظهر ثمَّ انتشر,ثمَّ انتشر,فضلٌ ظهر,الرجز,ابن نباته المصري
فكم غفر وكم نصر,وكم نصر,فكم غفر,الرجز,ابن نباته المصري
على الغِير جدّاً عثر,جدّاً عثر,على الغِير,الرجز,ابن نباته المصري
وكم قهر من ذي أشر,من ذي أشر,وكم قهر,الرجز,ابن نباته المصري
دب الخمر يا من ستر,يا من ستر,دب الخمر,الرجز,ابن نباته المصري
أهل الحصر ممن شكر,ممن شكر,أهل الحصر,الرجز,ابن نباته المصري
ثمَّ عذر أنت المطر,أنت المطر,ثمَّ عذر,الرجز,ابن نباته المصري
لا ما نظر على المدر,على المدر,لا ما نظر,الرجز,ابن نباته المصري
سد من حضر ومن غبر,ومن غبر,سد من حضر,الرجز,ابن نباته المصري
ولا تذر لمن نذر,لمن نذر,ولا تذر,الرجز,ابن نباته المصري
من مفتخر إلا مُضر,إلا مُضر,من مفتخر,الرجز,ابن نباته المصري
إِنّي اِمرُؤٌ يَبني لِيَ المَجدَ البان أَندُبُ مَجداً غَيرَ مَجدِ ثُنيان,أَندُبُ مَجداً غَيرَ مَجدِ ثُنيان,إِنّي اِمرُؤٌ يَبني لِيَ المَجدَ البان,الرجز,جرير
مِنّا أَبو قَيسٍ وَمِنّا الحَوطان وَاِبنُ زُهَيرٍ مُعلِماً وَالعَمران,وَاِبنُ زُهَيرٍ مُعلِماً وَالعَمران,مِنّا أَبو قَيسٍ وَمِنّا الحَوطان,الرجز,جرير
وَالهَيصَمانِ وَبَنو ذي النيران ما لِحَفيفِ القَصَباتِ الجوفان,ما لِحَفيفِ القَصَباتِ الجوفان,وَالهَيصَمانِ وَبَنو ذي النيران,الرجز,جرير
عُدّوا الفَعالَ وَزِنوا بِالميزان جيئوا بِمِثلِ قَعنَبٍ وَالعَلهان,جيئوا بِمِثلِ قَعنَبٍ وَالعَلهان,عُدّوا الفَعالَ وَزِنوا بِالميزان,الرجز,جرير
وَاِبنِ أَبي سودٍ غَداةَ الأَرنان أَو كَأَبي حَزرَةَ سَمِّ الفُرسان,أَو كَأَبي حَزرَةَ سَمِّ الفُرسان,وَاِبنِ أَبي سودٍ غَداةَ الأَرنان,الرجز,جرير
وَالحَنتَفَينِ يَومَ شَلِّ الأَظعان وَما اِبنُ حِناءَةَ الرَتِّ الوان,وَما اِبنُ حِناءَةَ الرَتِّ الوان,وَالحَنتَفَينِ يَومَ شَلِّ الأَظعان,الرجز,جرير
يَومَ تَسَدّى الحَكَمَ بنَ مَروان وَالمُطعِمونَ في لَيالي الشَفّان,وَالمُطعِمونَ في لَيالي الشَفّان,يَومَ تَسَدّى الحَكَمَ بنَ مَروان,الرجز,جرير
وَحِظوَةُ السَبقِ لَنا وَالأَلفان طَعدو بِنا الخَيلُ طُموحَ العِقبان,طَعدو بِنا الخَيلُ طُموحَ العِقبان,وَحِظوَةُ السَبقِ لَنا وَالأَلفان,الرجز,جرير
نَحمي ذِمارَ جَدَفٍ بِمَرّان نَحنُ اِستَلَبنا الجَونَ وَاِبنِ حَسّان,نَحنُ اِستَلَبنا الجَونَ وَاِبنِ حَسّان,نَحمي ذِمارَ جَدَفٍ بِمَرّان,الرجز,جرير
وَرادَفَ الأَملاكَ مِنّا رِدفان قَد عَلِمَت بَكرٌ وَقَيسُ عَيلان,قَد عَلِمَت بَكرٌ وَقَيسُ عَيلان,وَرادَفَ الأَملاكَ مِنّا رِدفان,الرجز,جرير
وَالخِندِفِيّونَ بِغَدرِ الأَقيان إِذ كَذَّبَ الأَقرَعُ دَعوى الفُرسان,إِذ كَذَّبَ الأَقرَعُ دَعوى الفُرسان,وَالخِندِفِيّونَ بِغَدرِ الأَقيان,الرجز,جرير
وَخَرَّ في بَحرِ الرِماحِ الأَشطان عَلى الجَبينِ ساجِدَ العِمران,عَلى الجَبينِ ساجِدَ العِمران,وَخَرَّ في بَحرِ الرِماحِ الأَشطان,الرجز,جرير
إِنَّ اِبنَ وَقبٍ وَاِبنَ أُمِّ خَوران وَاِبنَ القُيونِ غُلَّقٌ في الأَقران,وَاِبنَ القُيونِ غُلَّقٌ في الأَقران,إِنَّ اِبنَ وَقبٍ وَاِبنَ أُمِّ خَوران,الرجز,جرير
يُصَلصِلُ الحِجلَ بِغَيرِ الإيمان لا سَلَّمَ اللَهُ عَلى القِردِ الزان,لا سَلَّمَ اللَهُ عَلى القِردِ الزان,يُصَلصِلُ الحِجلَ بِغَيرِ الإيمان,الرجز,جرير
وَيَسأَلُ المَوتى فُضولَ الأَكفان شاعَ الحَديثُ يا فَتاةَ الفِتيان,شاعَ الحَديثُ يا فَتاةَ الفِتيان,وَيَسأَلُ المَوتى فُضولَ الأَكفان,الرجز,جرير
يا شاعِراً أَلغَزَ لي مِن شِعرِهِ بَديعُهُ,مِن شِعرِهِ بَديعُهُ,يا شاعِراً أَلغَزَ لي,الرجز,ابن عنين
سَمِيُّهُ في البَحرِ لا كنّيَ لا أُذيعُهُ,كنّيَ لا أُذيعُهُ,سَمِيُّهُ في البَحرِ لا,الرجز,ابن عنين
قد أغتدي والصبحُ خفّاقُ العذَبْ وعسكَرُ الليلِ مجدٌّ في الهرَبْ,وعسكَرُ الليلِ مجدٌّ في الهرَبْ,قد أغتدي والصبحُ خفّاقُ العذَبْ,الرجز,ابن قلاقس
وللدّراري دُرَرٌ بلا ثُقَبْ براحةِ الأنوار راحَتْ تُنتهَبْ,براحةِ الأنوار راحَتْ تُنتهَبْ,وللدّراري دُرَرٌ بلا ثُقَبْ,الرجز,ابن قلاقس
كأنها في لُجّةِ البحرِ حبَبْ والوُرْقُ في أوراقِها ذاتُ صخَبْ,والوُرْقُ في أوراقِها ذاتُ صخَبْ,كأنها في لُجّةِ البحرِ حبَبْ,الرجز,ابن قلاقس
حين رأتْ جيشَ الدُجى قدِ انقلَبْ إذ ضربَ السِّرحانُ فيه بذَنَبْ,إذ ضربَ السِّرحانُ فيه بذَنَبْ,حين رأتْ جيشَ الدُجى قدِ انقلَبْ,الرجز,ابن قلاقس
والصبحُ قد صال عليه وغلَبْ ففرّ عنه وهو لا يثني الطلب,ففرّ عنه وهو لا يثني الطلب,والصبحُ قد صال عليه وغلَبْ,الرجز,ابن قلاقس
كما تفرّ الزّنْجُ من جورِ العرَبْ بمُخْطَفِ الكشْحَيْنِ من غيرِ سغَبْ,بمُخْطَفِ الكشْحَيْنِ من غيرِ سغَبْ,كما تفرّ الزّنْجُ من جورِ العرَبْ,الرجز,ابن قلاقس
يا حُسناً ظاهِرُهُ باطِنُ مَعنى الحُسنِ,باطِنُ مَعنى الحُسنِ,يا حُسناً ظاهِرُهُ,الرجز,المكزون السنجاري
وَجَدانُ قَلبي لَكَ قَد أَوجَبَ فَقدِيَ مِنّي,أَوجَبَ فَقدِيَ مِنّي,وَجَدانُ قَلبي لَكَ قَد,الرجز,المكزون السنجاري
يا مُشهِدي مِن حُسنِهِ ما غِبتُ فيهِ عَنّي,ما غِبتُ فيهِ عَنّي,يا مُشهِدي مِن حُسنِهِ,الرجز,المكزون السنجاري
حاشاكَ أَن يَخيبَ في حُسنِكَ حُسنُ ظَنّي,حُسنِكَ حُسنُ ظَنّي,حاشاكَ أَن يَخيبَ في,الرجز,المكزون السنجاري
قَد يَتَمَت بِنتي وَآمَت كَنَّتي وَشُعِّثَت بَعدَ الرِهانِ جُمَّتي,وَشُعِّثَت بَعدَ الرِهانِ جُمَّتي,قَد يَتَمَت بِنتي وَآمَت كَنَّتي,الرجز,جحدر الوائلي
رُدّوا عَلَيَّ الخَيلَ إِن أَلَمَّتِ إِن لَم يُناجِزها فَجُزّوا لِمَّتي,إِن لَم يُناجِزها فَجُزّوا لِمَّتي,رُدّوا عَلَيَّ الخَيلَ إِن أَلَمَّتِ,الرجز,جحدر الوائلي
قَد عَلِمَت والِدَةٌ ما ضَمَّتِ ما لَفَّفَت في خِرَقٍ وَشَمَّتِ,ما لَفَّفَت في خِرَقٍ وَشَمَّتِ,قَد عَلِمَت والِدَةٌ ما ضَمَّتِ,الرجز,جحدر الوائلي
إِذا الكُماةُ بِالكُماةِ إِلتَفَّتِ أَمُخدَجٌ في الحَربِ أَم أَتَمَّتِ,أَمُخدَجٌ في الحَربِ أَم أَتَمَّتِ,إِذا الكُماةُ بِالكُماةِ إِلتَفَّتِ,الرجز,جحدر الوائلي
يا هاجري بالهجر مه لا تأتني بمظلمه,لا تأتني بمظلمه,يا هاجري بالهجر مه,الرجز,مبارك بن حمد العقيلي
ارفق بصب مدنفٍ البعد عنك ألمه,البعد عنك ألمه,ارفق بصب مدنفٍ,الرجز,مبارك بن حمد العقيلي
ما ضر لو أن زرته لينجلي ما أسقمه,لينجلي ما أسقمه,ما ضر لو أن زرته,الرجز,مبارك بن حمد العقيلي
فامنن بوعدٍ سيدي فأنت رب المرحمه,فأنت رب المرحمه,فامنن بوعدٍ سيدي,الرجز,مبارك بن حمد العقيلي
وعاذل قد لامني فقلت دع ذا الهينمه,فقلت دع ذا الهينمه,وعاذل قد لامني,الرجز,مبارك بن حمد العقيلي
لن انثني لن أرعوي لا والذي قد تممه,لا والذي قد تممه,لن انثني لن أرعوي,الرجز,مبارك بن حمد العقيلي
خَطُّ العِذَارِ إِنْ بَدَا أَسْعَدُ مِنْهُ حَظُّهُ,أَسْعَدُ مِنْهُ حَظُّهُ,خَطُّ العِذَارِ إِنْ بَدَا,الرجز,الشاب الظريف
مِنْ بَدْرِ تَمٍّ زَاهِرٍ يَسْبي العُقُولَ لَحْظُهُ,يَسْبي العُقُولَ لَحْظُهُ,مِنْ بَدْرِ تَمٍّ زَاهِرٍ,الرجز,الشاب الظريف
لَمَّا جَلَا الحُسْنَ حَلَا مِرْشَفُهُ وَلَفْظُهُ,مِرْشَفُهُ وَلَفْظُهُ,لَمَّا جَلَا الحُسْنَ حَلَا,الرجز,الشاب الظريف
لَامَ عَلَيهِ عَاذِلي فَلَمْ يَرُقْ لِي وَعْظُهُ,فَلَمْ يَرُقْ لِي وَعْظُهُ,لَامَ عَلَيهِ عَاذِلي,الرجز,الشاب الظريف
يا سادةٌ قد كَمُلوا خَلْقا وخُلْقا وشَرَفْ,خَلْقا وخُلْقا وشَرَفْ,يا سادةٌ قد كَمُلوا,الرجز,ظافر الحداد
أظن دهري نادما على الذي كان اقترف,على الذي كان اقترف,أظن دهري نادما,الرجز,ظافر الحداد
رأى عظيم ذنبه عندي فتاب واعترف,عندي فتاب واعترف,رأى عظيم ذنبه,الرجز,ظافر الحداد
وقد حَباني بكم كفَّارةً لِما سلف,كفَّارةً لِما سلف,وقد حَباني بكم,الرجز,ظافر الحداد
ولو دَرَى مقدارَ ما أهدى من هَذي التُّحَف,أهدى من هَذي التُّحَف,ولو دَرَى مقدارَ ما,الرجز,ظافر الحداد
لانقضتْ قوّتُه ومات غيظاً وأسف,ومات غيظاً وأسف,لانقضتْ قوّتُه,الرجز,ظافر الحداد
لِلَّهِ دَرُّ رافِعٍ أَنّى اِهتَدى فَوَّزَ مِن قَراقِرٍ إِلى سُوى,فَوَّزَ مِن قَراقِرٍ إِلى سُوى,لِلَّهِ دَرُّ رافِعٍ أَنّى اِهتَدى,الرجز,حسان بن ثابت
جاء الطواشيّ بها نصفيه كأنَّها الصبح إذا تبلَّجا,كأنَّها الصبح إذا تبلَّجا,جاء الطواشيّ بها نصفيه,الرجز,ابن نباته المصري
مستورةٌ بذيلهِ فحبَّذا طرة صبح تحت أذيال الدجى,طرة صبح تحت أذيال الدجى,مستورةٌ بذيلهِ فحبَّذا,الرجز,ابن نباته المصري
يا عجباً من خالدٍ في صبْرِهِ وجلَدِهْ,في صبْرِهِ وجلَدِهْ,يا عجباً من خالدٍ,الرجز,ابن الرومي
قاتله اللّه فَمَا أبْعَدَهُ من رَشَدِهْ,أبْعَدَهُ من رَشَدِهْ,قاتله اللّه فَمَا,الرجز,ابن الرومي
يُولجُ في زوجتهِ أَيْرَ سِوَاهُ بِيَدِهْ,أَيْرَ سِوَاهُ بِيَدِهْ,يُولجُ في زوجتهِ,الرجز,ابن الرومي
يحْلُبُ تيساً مثلَه في قَعْبِ أُمِّ وَلَدهْ,في قَعْبِ أُمِّ وَلَدهْ,يحْلُبُ تيساً مثلَه,الرجز,ابن الرومي
بِكَفِّ سوءٍ بُتِكَتْ ذِراعُها من عَضُدِهْ,ذِراعُها من عَضُدِهْ,بِكَفِّ سوءٍ بُتِكَتْ,الرجز,ابن الرومي
يُبْرِكُها في بَيْتِهِ على حشايا مُهُدِهْ,على حشايا مُهُدِهْ,يُبْرِكُها في بَيْتِهِ,الرجز,ابن الرومي
يقبِضُ بالخَمْسِ على أيْرِ غُلامٍ بيده,أيْرِ غُلامٍ بيده,يقبِضُ بالخَمْسِ على,الرجز,ابن الرومي
ويَنْتَحِي في عِرْسِهِ بِعُدَّةٍ من عُددِهْ,بِعُدَّةٍ من عُددِهْ,ويَنْتَحِي في عِرْسِهِ,الرجز,ابن الرومي
أيْرُ غُلام أيْرُهُ أعْظَمُ ما في جسدهْ,أعْظَمُ ما في جسدهْ,أيْرُ غُلام أيْرُهُ,الرجز,ابن الرومي
يضْربُ بالحُوقِ إذا أنْعَظ أعْلَى كَبِدهْ,أنْعَظ أعْلَى كَبِدهْ,يضْربُ بالحُوقِ إذا,الرجز,ابن الرومي
يُعْملُهُ في عِرْسِهِ لَيْلَتَهُ إلى غَدِهْ,لَيْلَتَهُ إلى غَدِهْ,يُعْملُهُ في عِرْسِهِ,الرجز,ابن الرومي
ولَو رأى ذا غيْرَةٍ في بيْتِهِ أو بلَدِهْ,في بيْتِهِ أو بلَدِهْ,ولَو رأى ذا غيْرَةٍ,الرجز,ابن الرومي
أرْعدَ أوْ تَحْسَبهُ ذا جِنَّةٍ منْ رَعَدِهْ,ذا جِنَّةٍ منْ رَعَدِهْ,أرْعدَ أوْ تَحْسَبهُ,الرجز,ابن الرومي
منْ ذا يُضَاهِي خالداً في حلْمه وجلدِهْ,في حلْمه وجلدِهْ,منْ ذا يُضَاهِي خالداً,الرجز,ابن الرومي
قُولوا لِرسَّامِكُم بِكَ الفُؤَادُ مُغْرَمُ,بِكَ الفُؤَادُ مُغْرَمُ,قُولوا لِرسَّامِكُم,الرجز,الشاب الظريف
قالوا مَتى تُذِيبهُ فَقُلْتُ حَتّى يَرْسُمُ,فَقُلْتُ حَتّى يَرْسُمُ,قالوا مَتى تُذِيبهُ,الرجز,الشاب الظريف
ووردةٍ يَقْصُرُ عنها الوصفُ صورتُها لكلِّ طَرْفٍ ظَرْفُ,صورتُها لكلِّ طَرْفٍ ظَرْفُ,ووردةٍ يَقْصُرُ عنها الوصفُ,الرجز,ظافر الحداد
بيضاء فيها حمرةٌ تشْتَفُّ بينَ بَنانٍ للنوالِ وَقْفُ,بينَ بَنانٍ للنوالِ وَقْفُ,بيضاء فيها حمرةٌ تشْتَفُّ,الرجز,ظافر الحداد
فيها حياةٌ للورى وحَتْفُ كأنها حين جَناها القَطْف,كأنها حين جَناها القَطْف,فيها حياةٌ للورى وحَتْفُ,الرجز,ظافر الحداد
ونافسَ الكافورَ منها العَرْفُ وابتهج القلبُ بها والطَّرف,وابتهج القلبُ بها والطَّرف,ونافسَ الكافورَ منها العَرْفُ,الرجز,ظافر الحداد
مجموعُ كِمٍّ قد حَوَتْه كفُّ كانَ أحْمَرَ اللون وعاد يَصْفو,كانَ أحْمَرَ اللون وعاد يَصْفو,مجموعُ كِمٍّ قد حَوَتْه كفُّ,الرجز,ظافر الحداد
حتى لقد كاد الصِّباغ يَعْفُو أو خامةٌ لم يعلُ منها الحرف,أو خامةٌ لم يعلُ منها الحرف,حتى لقد كاد الصِّباغ يَعْفُو,الرجز,ظافر الحداد
رُصَّتْ بها قَطائفٌ لا تجفو محكمَةٌ من فوق صفٍّ صفُّ,محكمَةٌ من فوق صفٍّ صفُّ,رُصَّتْ بها قَطائفٌ لا تجفو,الرجز,ظافر الحداد
لم يُفسد التحريرَ منها اللفُّ ترسُب في جُلاَّبها وتطفو,ترسُب في جُلاَّبها وتطفو,لم يُفسد التحريرَ منها اللفُّ,الرجز,ظافر الحداد
هــــذا مــــا دِرٌ الجوع يا أخي ولا الأكل معه,الجوع يا أخي ولا الأكل معه,هــــذا مــــا دِرٌ,الرجز,أحمد شوقي
لقد دعاني للغذاء مرة فقسم البيضة بين أربعة,فقسم البيضة بين أربعة,لقد دعاني للغذاء مرة,الرجز,أحمد شوقي
مَن مُبلِغٌ مَلائِكي حُبشِيّاً أَخا بِني زُلَيفَةَ الصُبحِيّا,أَخا بِني زُلَيفَةَ الصُبحِيّا,مَن مُبلِغٌ مَلائِكي حُبشِيّاً,الرجز,المشؤوم
أَما تَرَوني رَجُلاً جونِيّاً حَفَلَّجَ الرِجلَينِ أَفَلَجِيّا,حَفَلَّجَ الرِجلَينِ أَفَلَجِيّا,أَما تَرَوني رَجُلاً جونِيّاً,الرجز,المشؤوم
سَلوا هُذَيلا وَسَلوا عَلِيّا أَما أَسُلُّ الصارِمَ البُصرِيّا,أَما أَسُلُّ الصارِمَ البُصرِيّا,سَلوا هُذَيلا وَسَلوا عَلِيّا,الرجز,المشؤوم
حَتى أَموتُ ماجِداً وَفِيّا إِذا رَأَيتُ جارَنا مَغشِيّا,إِذا رَأَيتُ جارَنا مَغشِيّا,حَتى أَموتُ ماجِداً وَفِيّا,الرجز,المشؤوم
أَلا لَيتَ شِعري هَل يَلومَنَّ قَومُهُ زُهَيراً عَلى ما جَرَّ مِن كُلِّ جانِبِ,زُهَيراً عَلى ما جَرَّ مِن كُلِّ جانِبِ,أَلا لَيتَ شِعري هَل يَلومَنَّ قَومُهُ,الرجز,المشؤوم
بِكَفّي زُهَيرٍ عُصبَةُ العَرجِ مِنهُمُ وَمَن يَبغِ في الرُكنَينِ لَخمٍ وَغالِبِ,وَمَن يَبغِ في الرُكنَينِ لَخمٍ وَغالِبِ,بِكَفّي زُهَيرٍ عُصبَةُ العَرجِ مِنهُمُ,الرجز,المشؤوم
نظارة العدلية بثروت محمية,بثروت محمية,نظارة العدلية,الرجز,أحمد شوقي
بنائب عاد فيها بالسيرة المرضية,بالسيرة المرضية,بنائب عاد فيها,الرجز,أحمد شوقي
هب للوكالة فيها من الزغاليل حية,من الزغاليل حية,هب للوكالة فيها,الرجز,أحمد شوقي
فإن ثروت حاوى يعيدها سحلية,يعيدها سحلية,فإن ثروت حاوى,الرجز,أحمد شوقي
أَما تَرى الزَهرَةَ قَد لاحَت لَنا تَحتَ هِلالٍ لَونُهُ مِنَ الذَهَب,تَحتَ هِلالٍ لَونُهُ مِنَ الذَهَب,أَما تَرى الزَهرَةَ قَد لاحَت لَنا,الرجز,الميكالي
كَكُرَةٍ مِن فِضّةٍ مَجلوَّةٍ أَوفى عَلَيها صَولَجانٌ مِن ذَهَب,أَوفى عَلَيها صَولَجانٌ مِن ذَهَب,كَكُرَةٍ مِن فِضّةٍ مَجلوَّةٍ,الرجز,الميكالي
وضَحَت بِالحَيزِ وَالدَريمِ جابِيَةٌ كَالثَعبِ المَزلومِ,جابِيَةٌ كَالثَعبِ المَزلومِ,وضَحَت بِالحَيزِ وَالدَريمِ,الرجز,لبيد بن ربيعة
قد وَصَلَتْ قارُورتي وحاجتي ما وَصَلَتْ,وحاجتي ما وَصَلَتْ,قد وَصَلَتْ قارُورتي,الرجز,ابن الرومي
تسيلُ مستعبرَةً بأَيِّ ذنبٍ قتِلَتْ,بأَيِّ ذنبٍ قتِلَتْ,تسيلُ مستعبرَةً,الرجز,ابن الرومي
فأصبحَتْ قد غُيِّرَتْ عن حالها وبُدِّلَتْ,عن حالها وبُدِّلَتْ,فأصبحَتْ قد غُيِّرَتْ,الرجز,ابن الرومي
مكسورةً منقوصةً ليست كأخرى كَمَلتْ,ليست كأخرى كَمَلتْ,مكسورةً منقوصةً,الرجز,ابن الرومي
كَسُورةٍ قد غُيِّرت عمّا عليه نزلَتْ,عمّا عليه نزلَتْ,كَسُورةٍ قد غُيِّرت,الرجز,ابن الرومي
يا حسنها إن نُصِرَتْ وقبحَها إنْ خُذِلَتْ,وقبحَها إنْ خُذِلَتْ,يا حسنها إن نُصِرَتْ,الرجز,ابن الرومي
يا مَنْ صَفا لي ظاهِرا ونِيَّهْ ومَنْ يدي بِوُدِّه غَنِيَّةْ,ومَنْ يدي بِوُدِّه غَنِيَّةْ,يا مَنْ صَفا لي ظاهِرا ونِيَّهْ,الرجز,ظافر الحداد
وَقَتْك نفسي وافدَ المَنِيَّة هَلُمَّ عندي تحفةٌ سَنِية,هَلُمَّ عندي تحفةٌ سَنِية,وَقَتْك نفسي وافدَ المَنِيَّة,الرجز,ظافر الحداد
وأكلةٌ طيبة هَنِيّة بنتُ نخيلٍ حلوةٌ جَنِيّة,بنتُ نخيلٍ حلوةٌ جَنِيّة,وأكلةٌ طيبة هَنِيّة,الرجز,ظافر الحداد
أحلَى من الفرصةِ بالأُمنيَّة بالغ فيها النُّضجُ وهْي نِيَّة,بالغ فيها النُّضجُ وهْي نِيَّة,أحلَى من الفرصةِ بالأُمنيَّة,الرجز,ظافر الحداد
لا تُتِعب الضرس ولا الثَّنِيَّة كأنها تُشْتَفُّ في الصِّينية,كأنها تُشْتَفُّ في الصِّينية,لا تُتِعب الضرس ولا الثَّنِيَّة,الرجز,ظافر الحداد
يا قوتة حمراء معدنية في طمعها وزيها مكّية,في طمعها وزيها مكّية,يا قوتة حمراء معدنية,الرجز,ظافر الحداد
كأنما البرنية البرنية فهْي لها شَبيهة كَنِيَّة,فهْي لها شَبيهة كَنِيَّة,كأنما البرنية البرنية,الرجز,ظافر الحداد
بَانَ عَليَّ الكِبَرُ وَغَيَّرتني الغِيَرُ,وَغَيَّرتني الغِيَرُ,بَانَ عَليَّ الكِبَرُ,الرجز,السراج الوراق
وَصَارَ مَن يَنظُرني يَقُولُ هذا عُمَرُ,يَقُولُ هذا عُمَرُ,وَصَارَ مَن يَنظُرني,الرجز,السراج الوراق
أينَ اهِتزارٌ كالقضي بِ اللَّدّنِ حِينَ أَخطُرُ,بِ اللَّدّنِ حِينَ أَخطُرُ,أينَ اهِتزارٌ كالقضي,الرجز,السراج الوراق
وقولُهُمْ عِندَ الصِّبا تَاللّهِ ماذا بَشَرُ,تَاللّهِ ماذا بَشَرُ,وقولُهُمْ عِندَ الصِّبا,الرجز,السراج الوراق
تَقُوُّسُ الظَهرِ وَمَا غَيْرُ العصا لي وَتَرُ,غَيْرُ العصا لي وَتَرُ,تَقُوُّسُ الظَهرِ وَمَا,الرجز,السراج الوراق
وَليسَ لي مِن الغَوا ني اليومَ سَهْمٌ يُذْكَرُ,ني اليومَ سَهْمٌ يُذْكَرُ,وَليسَ لي مِن الغَوا,الرجز,السراج الوراق
شَربتُ شربَ الهيمِ من فمِ ذاكَ الرِّيم,من فمِ ذاكَ الرِّيم,شَربتُ شربَ الهيمِ,الرجز,ابن سناء الملك
فضَّ لثمِي الختمَ عن رحيقهِ المختومِ,رحيقهِ المختومِ,فضَّ لثمِي الختمَ عن,الرجز,ابن سناء الملك
حتَّى سمعتُ بفمِي التَّسليمَ من تَسْنِيم,التَّسليمَ من تَسْنِيم,حتَّى سمعتُ بفمِي,الرجز,ابن سناء الملك
كَمْ لي بِذَاكَ الرِّيم من ريم بِغَيْرِ مِيمِ,ريم بِغَيْرِ مِيمِ,كَمْ لي بِذَاكَ الرِّيم من,الرجز,ابن سناء الملك
يا عاذِلي في حُكْمه الـ ـمحكَمِ بالحَكِيمِ,ـمحكَمِ بالحَكِيمِ,يا عاذِلي في حُكْمه الـ,الرجز,ابن سناء الملك
وقَدْ سَقَاني حَبيـ ـبي بكَأسه حَميم,ـبي بكَأسه حَميم,وقَدْ سَقَاني حَبيـ,الرجز,ابن سناء الملك
أَلْقَى سَفِيهَ عَذْلِه بِعشْقِيَ الحليمِ,بِعشْقِيَ الحليمِ,أَلْقَى سَفِيهَ عَذْلِه,الرجز,ابن سناء الملك
حاشايَ من عشقٍ خئو نٍ أَو هوىً لئيم,نٍ أَو هوىً لئيم,حاشايَ من عشقٍ خئو,الرجز,ابن سناء الملك
يعذِلُني رخيمُه في شادنٍ رَخيم,في شادنٍ رَخيم,يعذِلُني رخيمُه,الرجز,ابن سناء الملك
كالبدرِ لاَ حَاشَاه مِنْ خَدٍّ لهَ مَلطوم,خَدٍّ لهَ مَلطوم,كالبدرِ لاَ حَاشَاه مِنْ,الرجز,ابن سناء الملك
وأَيْنَ ذاك القَدُّ مِنْ عُرجونِه القديم,عُرجونِه القديم,وأَيْنَ ذاك القَدُّ مِنْ,الرجز,ابن سناء الملك
كالظَّبْي لا حاشَاه مِنْ فَمٍ له مَهْتُوم,فَمٍ له مَهْتُوم,كالظَّبْي لا حاشَاه مِنْ,الرجز,ابن سناء الملك
