البيت,الشطر الأيسر,الشطر الأيمن,البحر,الشاعر
مولى لعلاه البدر غدا في التم يغار ويحسده,في التم يغار ويحسده,مولى لعلاه البدر غدا,المتدارك,ابن مليك الحموي
كهف تسعى الشعراء له زمرا كالنمل وتقصده,زمرا كالنمل وتقصده,كهف تسعى الشعراء له,المتدارك,ابن مليك الحموي
فحديث نداه يداه غدت لعطا ترويه وتسنده,لعطا ترويه وتسنده,فحديث نداه يداه غدت,المتدارك,ابن مليك الحموي
هو بحرٌ الا ان حلا وصفا للشارب مورده,وصفا للشارب مورده,هو بحرٌ الا ان حلا,المتدارك,ابن مليك الحموي
انا مغترف من نائله انا معترف لا اجحده,انا معترف لا اجحده,انا مغترف من نائله,المتدارك,ابن مليك الحموي
فاليك قواف مذ نظمت رقص الياقوت منضده,رقص الياقوت منضده,فاليك قواف مذ نظمت,المتدارك,ابن مليك الحموي
لك من اوصا في احسنها ولها من جودك اجوده,ولها من جودك اجوده,لك من اوصا في احسنها,المتدارك,ابن مليك الحموي
لا زال سرورك مكتملا وصفا من عيشك ارغده,وصفا من عيشك ارغده,لا زال سرورك مكتملا,المتدارك,ابن مليك الحموي
ما صاح هزار ربا طربا وحلا في الروض تغرده,وحلا في الروض تغرده,ما صاح هزار ربا طربا,المتدارك,ابن مليك الحموي
شملَت ببقائِكِم النعَمُ وسمتِ برجائِكُمُ الهِمَمُ,وسمتِ برجائِكُمُ الهِمَمُ,شملَت ببقائِكِم النعَمُ,المتدارك,أبو العباس الجراوي
وهَمَت ديمٌ من راحَتِكُم هيهاتَ تُساجِلُها الديَمُ,هيهاتَ تُساجِلُها الديَمُ,وهَمَت ديمٌ من راحَتِكُم,المتدارك,أبو العباس الجراوي
وعَنَت لعزائِمكم عربٌ تشقى بصوارِمَها العجَمُ,تشقى بصوارِمَها العجَمُ,وعَنَت لعزائِمكم عربٌ,المتدارك,أبو العباس الجراوي
أسدٌ تنقادُ الأسدُ لها بهمٌ تنقادُ لها البهَمُ,بهمٌ تنقادُ لها البهَمُ,أسدٌ تنقادُ الأسدُ لها,المتدارك,أبو العباس الجراوي
حمدت شيم الأيام بكم ولكم ذمت منها الشيم,ولكم ذمت منها الشيم,حمدت شيم الأيام بكم,المتدارك,أبو العباس الجراوي
بهرت أنوارُ خلافتكم وسماءُ العلم بها علمُ,وسماءُ العلم بها علمُ,بهرت أنوارُ خلافتكم,المتدارك,أبو العباس الجراوي
فرأى من ليس له بصرٌ ووعى من كان به صممُ,ووعى من كان به صممُ,فرأى من ليس له بصرٌ,المتدارك,أبو العباس الجراوي
وانافَ المجدُ على زُحلٍ وأتى بغرائبهِ الكرمُ,وأتى بغرائبهِ الكرمُ,وانافَ المجدُ على زُحلٍ,المتدارك,أبو العباس الجراوي
أعيا البلغاءَ مقامكم ولو آن مقالهم حكم,ولو آن مقالهم حكم,أعيا البلغاءَ مقامكم,المتدارك,أبو العباس الجراوي
العيد أحقُّ بتهنئةٍ فلهُ بكم فخرٌ عممُ,فلهُ بكم فخرٌ عممُ,العيد أحقُّ بتهنئةٍ,المتدارك,أبو العباس الجراوي
دمتم والكلُّ يلوذُ بكم من صرفِ الدهرِ ويعتصِمُ,من صرفِ الدهرِ ويعتصِمُ,دمتم والكلُّ يلوذُ بكم,المتدارك,أبو العباس الجراوي
أمنَ الهجران غدا جسدي مضنى وغدت قرحى كبدي,مضنى وغدت قرحى كبدي,أمنَ الهجران غدا جسدي,المتدارك,ابن دنينير
أم من وجد بك أكتمهُ قد وكّل جفني بالسهد,قد وكّل جفني بالسهد,أم من وجد بك أكتمهُ,المتدارك,ابن دنينير
فالقلب غريم غرام فيـ ـك يعالجه حتّى الأبد,ـك يعالجه حتّى الأبد,فالقلب غريم غرام فيـ,المتدارك,ابن دنينير
فدموع جفوني في صبب ولهيب فوادي في صعَدِ,ولهيب فوادي في صعَدِ,فدموع جفوني في صبب,المتدارك,ابن دنينير
يا متلف روحي ما علقت بسوى تعذيب منك يدي,بسوى تعذيب منك يدي,يا متلف روحي ما علقت,المتدارك,ابن دنينير
كم أغضى الجفن على مضض وصدودك قد أوهى جلدي,وصدودك قد أوهى جلدي,كم أغضى الجفن على مضض,المتدارك,ابن دنينير
هب أنّك قد واصلت أما بالهجر قطعت قوى جسدي,بالهجر قطعت قوى جسدي,هب أنّك قد واصلت أما,المتدارك,ابن دنينير
قسما بوداد أخلصهُ ما دار سلوك في خلدي,ما دار سلوك في خلدي,قسما بوداد أخلصهُ,المتدارك,ابن دنينير
كلا ولمى اصغى سمعى لكلام عذولٍ ذي فندِ,لكلام عذولٍ ذي فندِ,كلا ولمى اصغى سمعى,المتدارك,ابن دنينير
قالوا توديعك بعد غدٍ فوداع فؤادي بعد غد,فوداع فؤادي بعد غد,قالوا توديعك بعد غدٍ,المتدارك,ابن دنينير
عيناي جنت فعلام غدا قلبي ما خوذا بالقود,قلبي ما خوذا بالقود,عيناي جنت فعلام غدا,المتدارك,ابن دنينير
وجفونك ترشقني أبداً بنبال تنفذ في الزرد,بنبال تنفذ في الزرد,وجفونك ترشقني أبداً,المتدارك,ابن دنينير
وبطرفك سحر صدت به قلبي إذ ينفث في العقد,قلبي إذ ينفث في العقد,وبطرفك سحر صدت به,المتدارك,ابن دنينير
وبثغرك درّ زاد على حسن الإغريض مع البرد,حسن الإغريض مع البرد,وبثغرك درّ زاد على,المتدارك,ابن دنينير
فالدمع طليق منذ نأيـ ـت وقلبي عندك في صفد,ـت وقلبي عندك في صفد,فالدمع طليق منذ نأيـ,المتدارك,ابن دنينير
أصبحت فريد الحسن كمثـ ـل ضياء الدين المنفرد,ـل ضياء الدين المنفرد,أصبحت فريد الحسن كمثـ,المتدارك,ابن دنينير
المخجل صوب المزن فما يوليه يفوت عن العددِ,يوليه يفوت عن العددِ,المخجل صوب المزن فما,المتدارك,ابن دنينير
يا مترع كأس الجود لقد ظمأ روحي فالقلب صد,ظمأ روحي فالقلب صد,يا مترع كأس الجود لقد,المتدارك,ابن دنينير
قمّصت الدهر ثياب علا وبنيه بأثواب جدُدِ,وبنيه بأثواب جدُدِ,قمّصت الدهر ثياب علا,المتدارك,ابن دنينير
أضحكت الجود وكان غداً في الناس بوجه منعقد,في الناس بوجه منعقد,أضحكت الجود وكان غداً,المتدارك,ابن دنينير
يا نجل محمّد المبعو ث بدينكم ذا اخلق هدي,ث بدينكم ذا اخلق هدي,يا نجل محمّد المبعو,المتدارك,ابن دنينير
بقضائكم نزل القرآ ن ومدحكم لاعن سند,ن ومدحكم لاعن سند,بقضائكم نزل القرآ,المتدارك,ابن دنينير
ولأنتم نور الله غدا في آدم حقا حين بدي,في آدم حقا حين بدي,ولأنتم نور الله غدا,المتدارك,ابن دنينير
أمناء الله وصفوتهُ وخيار الخلق بمعتقدي,وخيار الخلق بمعتقدي,أمناء الله وصفوتهُ,المتدارك,ابن دنينير
يا زيد وحبك لي دين وعلى آرائك معتمدي,وعلى آرائك معتمدي,يا زيد وحبك لي دين,المتدارك,ابن دنينير
حسدوك على أنوار علا ك واين البدر من الحسد,ك واين البدر من الحسد,حسدوك على أنوار علا,المتدارك,ابن دنينير
وعليم أنت بمن يطوي لكم الاحشاء على ضمد,لكم الاحشاء على ضمد,وعليم أنت بمن يطوي,المتدارك,ابن دنينير
لك عرض لا يعروه قذى ومقال قورن بالسدد,ومقال قورن بالسدد,لك عرض لا يعروه قذى,المتدارك,ابن دنينير
وةمقال الزور فعندهم والمين لهم أقوى العدد,والمين لهم أقوى العدد,وةمقال الزور فعندهم,المتدارك,ابن دنينير
لكنك رحت لهم أسداً وهم في النسبة كالنقد,وهم في النسبة كالنقد,لكنك رحت لهم أسداً,المتدارك,ابن دنينير
فوحقّك دأبي هجرهم أبدا حتى يفنى أمدي,أبدا حتى يفنى أمدي,فوحقّك دأبي هجرهم,المتدارك,ابن دنينير
وإليكَ العذر بهجوهم إذ حلمك أرسى من أحد,إذ حلمك أرسى من أحد,وإليكَ العذر بهجوهم,المتدارك,ابن دنينير
أَبعَيدَ الشّبابِ هَوى وَصِبا كلا لا لَهوَ ولا لَعِبا,كلا لا لَهوَ ولا لَعِبا,أَبعَيدَ الشّبابِ هَوى وَصِبا,المتدارك,أبو الحسن بن حريق
ذَرتِ السِّتونَ بُرادَتَها فِي مِسكِ عِذارَكِ فاشتَهَبَا,فِي مِسكِ عِذارَكِ فاشتَهَبَا,ذَرتِ السِّتونَ بُرادَتَها,المتدارك,أبو الحسن بن حريق
يا نفسُ أحيَي تَصِلِي أمَلاً عيشي رَجَباً تَرَي عَجَبا,عيشي رَجَباً تَرَي عَجَبا,يا نفسُ أحيَي تَصِلِي أمَلاً,المتدارك,أبو الحسن بن حريق
فَخُذَن فِي شُكرِ الكَبرَةِ مَا جاءَ الإِصباحُ وَمَا ذَهَبَا,جاءَ الإِصباحُ وَمَا ذَهَبَا,فَخُذَن فِي شُكرِ الكَبرَةِ مَا,المتدارك,أبو الحسن بن حريق
فِيها أحرَزتَ مَعَارِفَ مَا أبلَيتَ لِجِدّتِهِ الحِقَبا,أبلَيتَ لِجِدّتِهِ الحِقَبا,فِيها أحرَزتَ مَعَارِفَ مَا,المتدارك,أبو الحسن بن حريق
وَالخمرُ إِذا عُتِّقَت وَصَفَت أغلَى ثمَناً مِنهَا عِنَبَا,أغلَى ثمَناً مِنهَا عِنَبَا,وَالخمرُ إِذا عُتِّقَت وَصَفَت,المتدارك,أبو الحسن بن حريق
وَبَقيّةُ عُمرِ المَرءِ لَهُ إِن كانَ بِها طَبَّاً دَرِبا,إِن كانَ بِها طَبَّاً دَرِبا,وَبَقيّةُ عُمرِ المَرءِ لَهُ,المتدارك,أبو الحسن بن حريق
يَبنِي فِيهَا بإِنَابَتِهِ ما هَدَّمَهُ أيامَ صِبا,ما هَدَّمَهُ أيامَ صِبا,يَبنِي فِيهَا بإِنَابَتِهِ,المتدارك,أبو الحسن بن حريق
وَيُنَبّهُ عَينَ تُقىً هَجَعَت وَيُعمِّرُ بيت حِجىً خرِبا,وَيُعمِّرُ بيت حِجىً خرِبا,وَيُنَبّهُ عَينَ تُقىً هَجَعَت,المتدارك,أبو الحسن بن حريق
ويُحَبُر فيها الشِّعرَ على وَزنٍ هَزجيُدعَى الخَبَبا,وَزنٍ هَزجيُدعَى الخَبَبا,ويُحَبُر فيها الشِّعرَ على,المتدارك,أبو الحسن بن حريق
وَحشٍ في العُربِ مَنازِلُهُ مَجهولِ الأصلِ إذا نُسِبا,مَجهولِ الأصلِ إذا نُسِبا,وَحشٍ في العُربِ مَنازِلُهُ,المتدارك,أبو الحسن بن حريق
سَهلِ التَّقطِيعِ وَلَكِن لَم يُنطق بَارِيكَ بِهِ العَرَبا,يُنطق بَارِيكَ بِهِ العَرَبا,سَهلِ التَّقطِيعِ وَلَكِن لَم,المتدارك,أبو الحسن بن حريق
نَكِرَتهُ فَلَم يَضرِب وَتِداً فِي الحَيِّ وَلَم يَمدُد سبَبَا,فِي الحَيِّ وَلَم يَمدُد سبَبَا,نَكِرَتهُ فَلَم يَضرِب وَتِداً,المتدارك,أبو الحسن بن حريق
اليَومَ نَسودُ بِوادينا وَنُعيدُ مَحاسِنَ ماضينا,وَنُعيدُ مَحاسِنَ ماضينا,اليَومَ نَسودُ بِوادينا,المتدارك,أحمد شوقي
وَيُشيدُ العِزَّ بِأَيدينا وَطَنٌ نَفديهِ وَيَفدينا,وَطَنٌ نَفديهِ وَيَفدينا,وَيُشيدُ العِزَّ بِأَيدينا,المتدارك,أحمد شوقي
وَطَنٌ بِالحَقِّ نُؤَيِّدُهُ وَبِعَينِ اللَهِ نُشَيِّدُهُ,وَبِعَينِ اللَهِ نُشَيِّدُهُ,وَطَنٌ بِالحَقِّ نُؤَيِّدُهُ,المتدارك,أحمد شوقي
وَنُحَسِّنُهُ وَنُزَيِّنُهُ بِمَآثِرِنا وَمَساعينا,بِمَآثِرِنا وَمَساعينا,وَنُحَسِّنُهُ وَنُزَيِّنُهُ,المتدارك,أحمد شوقي
سِرُّ التاريخِ وَعُنصُرُهُ وَسَريرُ الدَهرِ وَمِنبَرُهُ,وَسَريرُ الدَهرِ وَمِنبَرُهُ,سِرُّ التاريخِ وَعُنصُرُهُ,المتدارك,أحمد شوقي
وَجِنانُ الخُلدِ وَكَوثَرُهُ وَكَفى الآباءُ رَياحينا,وَكَفى الآباءُ رَياحينا,وَجِنانُ الخُلدِ وَكَوثَرُهُ,المتدارك,أحمد شوقي
نَتَّخِذُ الشَمسَ لَهُ تاجا وَضُحاها عَرشاً وَهّاجا,وَضُحاها عَرشاً وَهّاجا,نَتَّخِذُ الشَمسَ لَهُ تاجا,المتدارك,أحمد شوقي
وَسَماءَ السُؤدُدِ أَبراجا وَكَذَلِكَ كانَ أَوالينا,وَكَذَلِكَ كانَ أَوالينا,وَسَماءَ السُؤدُدِ أَبراجا,المتدارك,أحمد شوقي
العَصرُ يَراكُمُ وَالأُمَمُ وَالكَرنَكُ يَلحَظُ وَالهَرَمُ,وَالكَرنَكُ يَلحَظُ وَالهَرَمُ,العَصرُ يَراكُمُ وَالأُمَمُ,المتدارك,أحمد شوقي
أَبني الأَوطانَ أَلا هِمَمُ كَبِناءِ الأَوَّلِ يَبنينا,كَبِناءِ الأَوَّلِ يَبنينا,أَبني الأَوطانَ أَلا هِمَمُ,المتدارك,أحمد شوقي
سَعياً أَبَداً سَعياً سَعياً لِأَثيلِ المَجدِ وَلِلعَليا,لِأَثيلِ المَجدِ وَلِلعَليا,سَعياً أَبَداً سَعياً سَعياً,المتدارك,أحمد شوقي
وَلنَجعَل مِصرَ هِيَ الدُنيا وَلنَجعَل مِصرَ هِيَ الدُنيا,وَلنَجعَل مِصرَ هِيَ الدُنيا,وَلنَجعَل مِصرَ هِيَ الدُنيا,المتدارك,أحمد شوقي
دأماءُ الجودِ وخضْرِمُهُ وحُسامُ البأسِ مهنَّدُهُ,وحُسامُ البأسِ مهنَّدُهُ,دأماءُ الجودِ وخضْرِمُهُ,المتدارك,الحيص بيص
مَضَّاءُ العَزْمِ وثاقبُه ومُصيبُ الرأي مُسَدَّدهُ,ومُصيبُ الرأي مُسَدَّدهُ,مَضَّاءُ العَزْمِ وثاقبُه,المتدارك,الحيص بيص
قَرَّاءُ الضَّيْفِ وخادِمهُ ومُشارُ الدهرِ وسَيدهُ,ومُشارُ الدهرِ وسَيدهُ,قَرَّاءُ الضَّيْفِ وخادِمهُ,المتدارك,الحيص بيص
يَدْنو لِلقِرْنِ فيَصْرَعُهُ ولِمَحْلِ العامِ فيَطْرُدهُ,ولِمَحْلِ العامِ فيَطْرُدهُ,يَدْنو لِلقِرْنِ فيَصْرَعُهُ,المتدارك,الحيص بيص
طابتْ في المجدِ مَساعيهِ اِذْ طابَ وأنْجَبَ موْلدهُ,اِذْ طابَ وأنْجَبَ موْلدهُ,طابتْ في المجدِ مَساعيهِ,المتدارك,الحيص بيص
فالموتُ الفَصْلُ تَقَحُّمهُ والطَّوْدُّ الثَّبْتُ تَأيُّدهُ,والطَّوْدُّ الثَّبْتُ تَأيُّدهُ,فالموتُ الفَصْلُ تَقَحُّمهُ,المتدارك,الحيص بيص
لا يَخْشى الجارُ صُروفَ ردىً ويمين الدولةِ مُنْجِدهُ,ويمين الدولةِ مُنْجِدهُ,لا يَخْشى الجارُ صُروفَ ردىً,المتدارك,الحيص بيص
