البيت,الشطر الأيسر,الشطر الأيمن,البحر,الشاعر
لا الدَهرُ مُستَنفَذٌ وَلا عَجَبُه تَسومُنا الخَسفَ كُلَّهُ نَوَبُه,تَسومُنا الخَسفَ كُلَّهُ نَوَبُه,لا الدَهرُ مُستَنفَذٌ وَلا عَجَبُه,المنسرح,البحتري
نالَ الرِضا مادِحٌ وَمُمتَدَحٌ فَقُل لِهَذا الأَميرِ ما غَضَبُه,فَقُل لِهَذا الأَميرِ ما غَضَبُه,نالَ الرِضا مادِحٌ وَمُمتَدَحٌ,المنسرح,البحتري
مُكَثِّراً يَبتَغي تَهَضُّماً بِذي اليَمينَينِ كاذِباً لَقَبُه,بِذي اليَمينَينِ كاذِباً لَقَبُه,مُكَثِّراً يَبتَغي تَهَضُّماً,المنسرح,البحتري
وَذو اليَمينَينِ غَيرُ ناصِرِهِ مِن نُكَتِ الشِعرِ أُثقِبَت شُهُبُه,مِن نُكَتِ الشِعرِ أُثقِبَت شُهُبُه,وَذو اليَمينَينِ غَيرُ ناصِرِهِ,المنسرح,البحتري
إِذا أَخذتَ العَصا تَواكَلَكَ الـ ـأَنصارُ إِلّا ما قُمتَ تَقتَضِبُه,ـأَنصارُ إِلّا ما قُمتَ تَقتَضِبُه,إِذا أَخذتَ العَصا تَواكَلَكَ الـ,المنسرح,البحتري
وَنَحنُ مَن لا تُطالُ هَضبَتُهُ وَإِن أَنافَت بِفاخِرٍ رُتَبُه,وَإِن أَنافَت بِفاخِرٍ رُتَبُه,وَنَحنُ مَن لا تُطالُ هَضبَتُهُ,المنسرح,البحتري
لَو أَعرَبَ النَجمُ عَن مَناقِبِهِ لَم يَتَجاوَز أَحسابُنا حَسَبُه,لَم يَتَجاوَز أَحسابُنا حَسَبُه,لَو أَعرَبَ النَجمُ عَن مَناقِبِهِ,المنسرح,البحتري
لَولا غَرامي بِالعَفوِ قَد لَقِيَ الظـ ـالِمُ شَرّاً وَساءَ مُنقَلَبُه,ـالِمُ شَرّاً وَساءَ مُنقَلَبُه,لَولا غَرامي بِالعَفوِ قَد لَقِيَ الظـ,المنسرح,البحتري
إِذا أَرابَ الزَمانُ مُعتَمِداً إِنكاسُ حَذّي سَأَلتُ ما أَرَبُه,إِنكاسُ حَذّي سَأَلتُ ما أَرَبُه,إِذا أَرابَ الزَمانُ مُعتَمِداً,المنسرح,البحتري
وَكانَ حَقّاً عَلَيَّ أَفعَلُهُ إِذا تَأَبّى الصَديقُ أَجتَنِبُه,إِذا تَأَبّى الصَديقُ أَجتَنِبُه,وَكانَ حَقّاً عَلَيَّ أَفعَلُهُ,المنسرح,البحتري
وَالنِصفُ مِنّي مَتى سَمَحتُ بِهِ مَعَ اِقتِداري تَطَوُّلاً أَهَبُه,مَعَ اِقتِداري تَطَوُّلاً أَهَبُه,وَالنِصفُ مِنّي مَتى سَمَحتُ بِهِ,المنسرح,البحتري
وَخيرَتي عَقلُ صاحِبي فَمَتى سُقتُ القَوافي فَخيرَتي أَدَبُه,سُقتُ القَوافي فَخيرَتي أَدَبُه,وَخيرَتي عَقلُ صاحِبي فَمَتى,المنسرح,البحتري
وَالعَقلُ مِن صَنعَةٍ وَتَجرُبَةٍ شَكلانِ مَولودُهُ وَمُكتَسَبُه,شَكلانِ مَولودُهُ وَمُكتَسَبُه,وَالعَقلُ مِن صَنعَةٍ وَتَجرُبَةٍ,المنسرح,البحتري
كَلَّفتُمونا حُدودَ مَنطِقِكُم في الشِعرِ يُلغى عَن صِدقِهِ كَذِبُه,في الشِعرِ يُلغى عَن صِدقِهِ كَذِبُه,كَلَّفتُمونا حُدودَ مَنطِقِكُم,المنسرح,البحتري
وَلَم يَكُن ذو القُروحِ يَلهَجُ بِالـ ـمَنطِقِ ما نَوعُهُ وَما سَبَبُه,ـمَنطِقِ ما نَوعُهُ وَما سَبَبُه,وَلَم يَكُن ذو القُروحِ يَلهَجُ بِالـ,المنسرح,البحتري
وَالشِعرُ لَمحٌ تَكفي إِشارَتُهُ وَلَيسَ بِالهَذرِ طُوِّلَت خُطَبُه,وَلَيسَ بِالهَذرِ طُوِّلَت خُطَبُه,وَالشِعرُ لَمحٌ تَكفي إِشارَتُهُ,المنسرح,البحتري
لَو أَنَّ ذاكَ الشَريفَ وازَنَ بَيـ ـنَ اللَفظِ وَاِختارَ لَم يَقُل شَجَبُه,ـنَ اللَفظِ وَاِختارَ لَم يَقُل شَجَبُه,لَو أَنَّ ذاكَ الشَريفَ وازَنَ بَيـ,المنسرح,البحتري
وَاللَفظَ حُليُ المَعنى لَيسَ يُريـ ـكَ الصُفرُ حُسناً يُريكَهُ ذَهَبُه,ـكَ الصُفرُ حُسناً يُريكَهُ ذَهَبُه,وَاللَفظَ حُليُ المَعنى لَيسَ يُريـ,المنسرح,البحتري
أَجلى لُصوصَ البِلادِ يَطلُبُهُم وَباتَ لِصَّ القَريضِ يَنتَهِبُه,وَباتَ لِصَّ القَريضِ يَنتَهِبُه,أَجلى لُصوصَ البِلادِ يَطلُبُهُم,المنسرح,البحتري
قاتَلتَنا بِالسِلاحِ تَملِكُهُ مُعتَزِياً بِالعَديدِ تَنتَخِبُه,مُعتَزِياً بِالعَديدِ تَنتَخِبُه,قاتَلتَنا بِالسِلاحِ تَملِكُهُ,المنسرح,البحتري
أُردُد عَلَينا الَّذي اِستَعَرتَ وَقُل قَولُكَ يُعرَف لِغالِبٍ غَلَبُه,قَولُكَ يُعرَف لِغالِبٍ غَلَبُه,أُردُد عَلَينا الَّذي اِستَعَرتَ وَقُل,المنسرح,البحتري
أَمّا اِبنُ بِسطامِكَ الَّذي ظَلتَ تُطـ ـريهِ فَغَيثٌ يُغيثَنا حَلَبُه,ـريهِ فَغَيثٌ يُغيثَنا حَلَبُه,أَمّا اِبنُ بِسطامِكَ الَّذي ظَلتَ تُطـ,المنسرح,البحتري
أَزهَرُ يَتلو لِسانَهُ يَدَهُ سَومَ جُمادى يَحدو بِهِ رَجَبُه,سَومَ جُمادى يَحدو بِهِ رَجَبُه,أَزهَرُ يَتلو لِسانَهُ يَدَهُ,المنسرح,البحتري
لا يَرتَضي البِشرُ يَومَ سُؤدُدِهِ أَو يَتَعَدّى إِشراقَهُ لَهَبُه,أَو يَتَعَدّى إِشراقَهُ لَهَبُه,لا يَرتَضي البِشرُ يَومَ سُؤدُدِهِ,المنسرح,البحتري
فَإِن تَعَلَّيتَ فَالمُوَفَّقُ بِاللَـ ـهِ مَرادُ النَدى وَمُطَّلِبُه,ـهِ مَرادُ النَدى وَمُطَّلِبُه,فَإِن تَعَلَّيتَ فَالمُوَفَّقُ بِاللَـ,المنسرح,البحتري
كالِىءُ ثَغرِ الإِسلامِ يَرفِدُهُ جِدُّ اِمرِىءٍ لا يَشوبُهُ لَعِبُه,جِدُّ اِمرِىءٍ لا يَشوبُهُ لَعِبُه,كالِىءُ ثَغرِ الإِسلامِ يَرفِدُهُ,المنسرح,البحتري
فَحائِنُ الزَنجِ مُجمِعٌ هَرَباً إِن كانَ يُنجو بِحائِنٍ هَرَبُه,إِن كانَ يُنجو بِحائِنٍ هَرَبُه,فَحائِنُ الزَنجِ مُجمِعٌ هَرَباً,المنسرح,البحتري
لا يَأمَنُ البَرَّ مُفضِياً كَنَفٌ مِنهُ وَلا البَحرَ طامِياً حَدَبُه,مِنهُ وَلا البَحرَ طامِياً حَدَبُه,لا يَأمَنُ البَرَّ مُفضِياً كَنَفٌ,المنسرح,البحتري
ما اِختارَ أَمراً إِلّا تَوَهَّمَهُ رَداهُ أَو ظَنَّ أَنَّهُ عَطَبُه,رَداهُ أَو ظَنَّ أَنَّهُ عَطَبُه,ما اِختارَ أَمراً إِلّا تَوَهَّمَهُ,المنسرح,البحتري
لَم يَبقَ في العالَمينَ مِن ذَهَبٍ وَإِنَّما جُلَّ مَن تَرى شَبَهُ,وَإِنَّما جُلَّ مَن تَرى شَبَهُ,لَم يَبقَ في العالَمينَ مِن ذَهَبٍ,المنسرح,أبو العلاء المعري
دَعهُم فَكَم قُطِّعَت رِقابُهُمُ جَدَعاً وَلَم يَشعُروا وَلا أَبَهوا,جَدَعاً وَلَم يَشعُروا وَلا أَبَهوا,دَعهُم فَكَم قُطِّعَت رِقابُهُمُ,المنسرح,أبو العلاء المعري
قَد مُزِجوا بِالنِفاقِ فَاِمتَزَجوا وَاِلتَبسوا في العِيانِ وَاِشتَبَهوا,وَاِلتَبسوا في العِيانِ وَاِشتَبَهوا,قَد مُزِجوا بِالنِفاقِ فَاِمتَزَجوا,المنسرح,أبو العلاء المعري
وَما لِأَقوالِهِم إِذا كُشِفَت حَقائِقٌ بَل جَميعُها شُبَهُ,حَقائِقٌ بَل جَميعُها شُبَهُ,وَما لِأَقوالِهِم إِذا كُشِفَت,المنسرح,أبو العلاء المعري
قَد ذَهَبَت عادُهُم وَجُرهُمُها وَهُم عَلى ما عَهِدتُ ما اِنتَبَهوا,وَهُم عَلى ما عَهِدتُ ما اِنتَبَهوا,قَد ذَهَبَت عادُهُم وَجُرهُمُها,المنسرح,أبو العلاء المعري
شكراً لقاضي القضاة ما طلعت شمسٌ ومدّت سجوفها ظلَم,شمسٌ ومدّت سجوفها ظلَم,شكراً لقاضي القضاة ما طلعت,المنسرح,ابن نباته المصري
يبلغها شاكر الجميل كما تبلغنا في جنابه النّعم,تبلغنا في جنابه النّعم,يبلغها شاكر الجميل كما,المنسرح,ابن نباته المصري
لفظٌ وفضلٌ كلاهما ذهبٌ فكل أوقاته لنا كرم,فكل أوقاته لنا كرم,لفظٌ وفضلٌ كلاهما ذهبٌ,المنسرح,ابن نباته المصري
عملت شيئاً ما زال خَيْرَ عَمَلْ ونلت أَمراً مازال ملءَ أَمَلْ,ونلت أَمراً مازال ملءَ أَمَلْ,عملت شيئاً ما زال خَيْرَ عَمَلْ,المنسرح,ابن سناء الملك
قبّلت خصراً لمنْ أُحِبُّ فَما دَارَ عَلَيْه سِوَى ثَلاَثِ قُبَل,دَارَ عَلَيْه سِوَى ثَلاَثِ قُبَل,قبّلت خصراً لمنْ أُحِبُّ فَما,المنسرح,ابن سناء الملك
إِن لَبِس البدرُ عقدَ أَنجحُه فعقدُ ذا البدرِ درُّ مَبْسمِه,فعقدُ ذا البدرِ درُّ مَبْسمِه,إِن لَبِس البدرُ عقدَ أَنجحُه,المنسرح,ابن سناء الملك
أَو كان مسك الغزال سُترته فمِسْكُ هَذا الغَزالِ في فمِه,فمِسْكُ هَذا الغَزالِ في فمِه,أَو كان مسك الغزال سُترته,المنسرح,ابن سناء الملك
مَن لي بِتَركِ الطَعامِ أَجمَعَ إِنَّ ال أَكلَ ساقَ الوَرى إِلى الغَبَنِ,أَكلَ ساقَ الوَرى إِلى الغَبَنِ,مَن لي بِتَركِ الطَعامِ أَجمَعَ إِنَّ ال,المنسرح,أبو العلاء المعري
لا أَفجَعُ الأُمُّ بِالرَضيعِ وَلا أَشرَكُ هَذا الفَريرَ في اللَبَنِ,أَشرَكُ هَذا الفَريرَ في اللَبَنِ,لا أَفجَعُ الأُمُّ بِالرَضيعِ وَلا,المنسرح,أبو العلاء المعري
أَقتاتُ مِن طَيِّبِ النَباتِ وَهَل يَسلَمُ عودُ الفَتى مِنَ الأُبَنِ,يَسلَمُ عودُ الفَتى مِنَ الأُبَنِ,أَقتاتُ مِن طَيِّبِ النَباتِ وَهَل,المنسرح,أبو العلاء المعري
شَجَّعَ قَلبي عَلى الرَدى رَشَدي وَالنَفسُ مَجبولَةٌ عَلى الجُبُنِ,وَالنَفسُ مَجبولَةٌ عَلى الجُبُنِ,شَجَّعَ قَلبي عَلى الرَدى رَشَدي,المنسرح,أبو العلاء المعري
قبحاً لهذا الزمان ما أربُه في عمل لا يلوح لي سببه,في عمل لا يلوح لي سببه,قبحاً لهذا الزمان ما أربُه,المنسرح,بديع الزمان الهمذاني
ماذا عليهِ من الكرامِ فما تظهر إلاَّ عليهمُ نوبه,تظهر إلاَّ عليهمُ نوبه,ماذا عليهِ من الكرامِ فما,المنسرح,بديع الزمان الهمذاني
ألم يجد في سواكم سَعة ممن يسوَّى برأسهِ ذنبه,ممن يسوَّى برأسهِ ذنبه,ألم يجد في سواكم سَعة,المنسرح,بديع الزمان الهمذاني
لا يعرف الضيفُ أين منزله ولا يرى المجد أين منقلَبه,ولا يرى المجد أين منقلَبه,لا يعرف الضيفُ أين منزله,المنسرح,بديع الزمان الهمذاني
ما لي أرى الحر ذاهباً دمه ولا أرى النذل ذاهباً ذهبه,ولا أرى النذل ذاهباً ذهبه,ما لي أرى الحر ذاهباً دمه,المنسرح,بديع الزمان الهمذاني
أفلح من لؤمه وسيلته وليس ينجو من جُرمه حسبه,وليس ينجو من جُرمه حسبه,أفلح من لؤمه وسيلته,المنسرح,بديع الزمان الهمذاني
من شاء أن لا يناله زمن فليكن العرض جُلّ ما يهبه,فليكن العرض جُلّ ما يهبه,من شاء أن لا يناله زمن,المنسرح,بديع الزمان الهمذاني
أراحنا اللّه منك يا زمناً أرْعنَ يصطاد صقره حَزَبُه,أرْعنَ يصطاد صقره حَزَبُه,أراحنا اللّه منك يا زمناً,المنسرح,بديع الزمان الهمذاني
يا ساغباً جائع الجوارح لا يسكن إلا بفاضلٍ سغبه,يسكن إلا بفاضلٍ سغبه,يا ساغباً جائع الجوارح لا,المنسرح,بديع الزمان الهمذاني
يا ضرماً في الأنامِ متقداً والجود والمجد والندى حطبه,والجود والمجد والندى حطبه,يا ضرماً في الأنامِ متقداً,المنسرح,بديع الزمان الهمذاني
يا صائداً والعلى فريستُه وناهباً والجمال مُنْتَهَبه,وناهباً والجمال مُنْتَهَبه,يا صائداً والعلى فريستُه,المنسرح,بديع الزمان الهمذاني
يا سادتي لا تكن عظامكمُ لعضة الدهر إن يَهِج كلبه,لعضة الدهر إن يَهِج كلبه,يا سادتي لا تكن عظامكمُ,المنسرح,بديع الزمان الهمذاني
فالدهر لونان لا يدوم على حال سريع بالناسِ مضطَرَبه,حال سريع بالناسِ مضطَرَبه,فالدهر لونان لا يدوم على,المنسرح,بديع الزمان الهمذاني
أتى بخيرٍ لم تَرتقبه كذا أتى بشرٍ وليس تحتسبُه,أتى بشرٍ وليس تحتسبُه,أتى بخيرٍ لم تَرتقبه كذا,المنسرح,بديع الزمان الهمذاني
رعاكم اللّه وهو حسبُكُم من زمنٍ لم يِغبّنا عَجَبه,من زمنٍ لم يِغبّنا عَجَبه,رعاكم اللّه وهو حسبُكُم,المنسرح,بديع الزمان الهمذاني
ما أقرب النصر من رجائكمُ إن يشأ اللّه ترتفع حُجُبه,إن يشأ اللّه ترتفع حُجُبه,ما أقرب النصر من رجائكمُ,المنسرح,بديع الزمان الهمذاني
ولدت من خير حرة ولدت لخير حر لطيب عنصرها,لخير حر لطيب عنصرها,ولدت من خير حرة ولدت,المنسرح,بديع الزمان الهمذاني
أو لا فأير الحمار في فمها فهو مناها إن قلت في حرها,فهو مناها إن قلت في حرها,أو لا فأير الحمار في فمها,المنسرح,بديع الزمان الهمذاني
تناومت فابْتدرت كعثمها بطعنِ ذا الرمح حاميَ الترس,بطعنِ ذا الرمح حاميَ الترس,تناومت فابْتدرت كعثمها,المنسرح,ابن نباته المصري
فأعلنت صرخةً فقلتُ لها مالكِ قالتْ طُعنتُ في كسِّي,مالكِ قالتْ طُعنتُ في كسِّي,فأعلنت صرخةً فقلتُ لها,المنسرح,ابن نباته المصري
لا تنكِروا حمرةَ الأظافرِ من فلانَ والقملُ منه منسرب,فلانَ والقملُ منه منسرب,لا تنكِروا حمرةَ الأظافرِ من,المنسرح,ابن نباته المصري
حمرتها من دماءِ ما قتلتْ والدم في النصلِ شاهد عجب,والدم في النصلِ شاهد عجب,حمرتها من دماءِ ما قتلتْ,المنسرح,ابن نباته المصري
يا فاضلاً قد عنى لرتبته جالب درّ الثنا وناظمه,جالب درّ الثنا وناظمه,يا فاضلاً قد عنى لرتبته,المنسرح,ابن نباته المصري
ما اسم نحيف بال كأن على أحشائه صبوة تلازمه يبكي على الوصلِ وهو واجده,يبكي على الوصلِ وهو واجده,ما اسم نحيف بال كأن على أحشائه صبوة تلازمه,المنسرح,ابن نباته المصري
وليسَ يبكيهِ وهو عادمه قل فيه ما شئت إن حذفت وإن,قل فيه ما شئت إن حذفت وإن,وليسَ يبكيهِ وهو عادمه,المنسرح,ابن نباته المصري
إني وَمَا مَارَ بِالفُرَيقِ ومَا قَرقَر بِالجَلهَتَينِ مِن سُرُبِ,قَرقَر بِالجَلهَتَينِ مِن سُرُبِ,إني وَمَا مَارَ بِالفُرَيقِ ومَا,المنسرح,ابن العجلان النهدي
من شَعَر كالغَلِيلِ يُلبَدُ بِال غَملِ وَمَا مَارَ مِن دَمٍ سَرَبِ,غَملِ وَمَا مَارَ مِن دَمٍ سَرَبِ,من شَعَر كالغَلِيلِ يُلبَدُ بِال,المنسرح,ابن العجلان النهدي
والعِترِ عِتر النَّسِيكِ يُخفرُ بِال بُدنِ لحِلِّ الإحرَامِ والنُّصُبِ,بُدنِ لحِلِّ الإحرَامِ والنُّصُبِ,والعِترِ عِتر النَّسِيكِ يُخفرُ بِال,المنسرح,ابن العجلان النهدي
يا سيداً لا زال ممتحناً بحادثات الزمان من قدمه,بحادثات الزمان من قدمه,يا سيداً لا زال ممتحناً,المنسرح,ابن نباته المصري
من سلّمٍ قد وقعت وقعة من زاد مقال الحاكمين في ألمه,زاد مقال الحاكمين في ألمه,من سلّمٍ قد وقعت وقعة من,المنسرح,ابن نباته المصري
رأس ورجل والضلع فهو كما يقال من قرنه إلى قدمه,يقال من قرنه إلى قدمه,رأس ورجل والضلع فهو كما,المنسرح,ابن نباته المصري
لا يَفقِدَن خَيرَكُم مُجالِسُكُم وَلا تَكونوا كَأَنَّكُم سَبَخُ,وَلا تَكونوا كَأَنَّكُم سَبَخُ,لا يَفقِدَن خَيرَكُم مُجالِسُكُم,المنسرح,أبو العلاء المعري
وَلا كَقَومٍ حَديثُ يَومِهِمُ ما أَكَلوا أَمسَهُم وَما طَبَخوا,ما أَكَلوا أَمسَهُم وَما طَبَخوا,وَلا كَقَومٍ حَديثُ يَومِهِمُ,المنسرح,أبو العلاء المعري
كَيفَ بِهِ وَالزَمانُ يَهرُبُ بِه ماضي شَبابٍ أَغذَذتَ في طَلَبِه,ماضي شَبابٍ أَغذَذتَ في طَلَبِه,كَيفَ بِهِ وَالزَمانُ يَهرُبُ بِه,المنسرح,البحتري
مُقتَرِبُ العَهدِ إِن أَرُمهُ أَجِد مَسافَةَ النَجمِ دونَ مُقتَرَبِه,مَسافَةَ النَجمِ دونَ مُقتَرَبِه,مُقتَرِبُ العَهدِ إِن أَرُمهُ أَجِد,المنسرح,البحتري
يَرفَضُّ عَن ساطِعِ المَشيبِ كَما اِ رفَضَّ خانُ الضَرامِ عَن لَهَبِه,رفَضَّ خانُ الضَرامِ عَن لَهَبِه,يَرفَضُّ عَن ساطِعِ المَشيبِ كَما اِ,المنسرح,البحتري
قَد دَأَبَ العاذِلُ اللَجوجُ فَلَم أُصغِ لِفَرطِ الإِكثارِ مِن دَأَبِه,أُصغِ لِفَرطِ الإِكثارِ مِن دَأَبِه,قَد دَأَبَ العاذِلُ اللَجوجُ فَلَم,المنسرح,البحتري
إِن كانَ صِدقُ الحَديثِ يُحزِنُني فَعاطِني ما يَسِرُّ مِن كَذِبِه,فَعاطِني ما يَسِرُّ مِن كَذِبِه,إِن كانَ صِدقُ الحَديثِ يُحزِنُني,المنسرح,البحتري
دامَجتُهُ القَولَ في مُعاتَبَةٍ أَهرُبُ مِن صِدقِهِ إِلى كَذِبِه,أَهرُبُ مِن صِدقِهِ إِلى كَذِبِه,دامَجتُهُ القَولَ في مُعاتَبَةٍ,المنسرح,البحتري
رَأيَكَ في قارِبٍ يُريدُكَ أَن تَنصُرَ أَحشاءَهُ عَلى قَرَبِه,تَنصُرَ أَحشاءَهُ عَلى قَرَبِه,رَأيَكَ في قارِبٍ يُريدُكَ أَن,المنسرح,البحتري
صَبُّ تُداويهِ مِن صَبابَتِهِ أَو وَصِبٍ تَفتَديهِ مِن وَصَبِه,أَو وَصِبٍ تَفتَديهِ مِن وَصَبِه,صَبُّ تُداويهِ مِن صَبابَتِهِ,المنسرح,البحتري
وَقَد يُريني الحَبيبُ مُبتَسِماً يَروى غَليلُ الهَيمانِ عَن شَنَبِه,يَروى غَليلُ الهَيمانِ عَن شَنَبِه,وَقَد يُريني الحَبيبُ مُبتَسِماً,المنسرح,البحتري
بَردَ رُضابٍ إِذا تَرَشَّفَهُ الـ ـمَتبولُ خالَ الضَريبَ في ضَرَبِه,ـمَتبولُ خالَ الضَريبَ في ضَرَبِه,بَردَ رُضابٍ إِذا تَرَشَّفَهُ الـ,المنسرح,البحتري
أَضيعُ في مَعشَرٍ وَكَم بَلَدٍ يُعَدُّ عودُ الكِباءِ مِن حَطَبِه,يُعَدُّ عودُ الكِباءِ مِن حَطَبِه,أَضيعُ في مَعشَرٍ وَكَم بَلَدٍ,المنسرح,البحتري
لَن يَنصُرَ المَجدَ حَقَّ نُصرَتِهِ إِلّا المَكينُ المَكانِ مِن رُتَبِه,إِلّا المَكينُ المَكانِ مِن رُتَبِه,لَن يَنصُرَ المَجدَ حَقَّ نُصرَتِهِ,المنسرح,البحتري
يُخدَعُ عَن عِرضِهِ البَخيلُ وَلا يُخدَعُ وَهُوَ الغَنِيُّ عَن نَشَبِه,يُخدَعُ وَهُوَ الغَنِيُّ عَن نَشَبِه,يُخدَعُ عَن عِرضِهِ البَخيلُ وَلا,المنسرح,البحتري
أَوثَقُ مَن تُصطَفى عُراهُ فَإِن حَلَّ بَعيداً شَرواكَ في حَسَبِه,حَلَّ بَعيداً شَرواكَ في حَسَبِه,أَوثَقُ مَن تُصطَفى عُراهُ فَإِن,المنسرح,البحتري
لا يُصرَمُ المُحدَثُ الكَهامُ وَإِن أَخلَصَهُ الهالِكِيُّ مِن جَرَبِه,أَخلَصَهُ الهالِكِيُّ مِن جَرَبِه,لا يُصرَمُ المُحدَثُ الكَهامُ وَإِن,المنسرح,البحتري
نَنسى أَيادي الزَمانِ فينا فَما نَذكُرُ مِن دَهرِنا سِوى نُوَبِه,نَذكُرُ مِن دَهرِنا سِوى نُوَبِه,نَنسى أَيادي الزَمانِ فينا فَما,المنسرح,البحتري
هَلّا شَكَرنا الأَيّامَ جودَ أَبي عيسى وَما قَد أَرَتهُ مِن عَجَبِه,عيسى وَما قَد أَرَتهُ مِن عَجَبِه,هَلّا شَكَرنا الأَيّامَ جودَ أَبي,المنسرح,البحتري
يَبتَدِرُ الراغِبونَ مِن يَدِهِ وَقائِعَ الغَيثِ غِبَّ مُنسَكَبِه,وَقائِعَ الغَيثِ غِبَّ مُنسَكَبِه,يَبتَدِرُ الراغِبونَ مِن يَدِهِ,المنسرح,البحتري
يَغشَونَ جَمّاتَها كَأَنَّهُمُ نُزّاعُ جَوٍّ يَسنونَ مِن قُلُبِه,نُزّاعُ جَوٍّ يَسنونَ مِن قُلُبِه,يَغشَونَ جَمّاتَها كَأَنَّهُمُ,المنسرح,البحتري
كَأَنَّما يَفصِلونَ مِن فِلَقِ الـ ـحَرَّةِ ما يَفصِلونَ مِن ذَهَبِه,ـحَرَّةِ ما يَفصِلونَ مِن ذَهَبِه,كَأَنَّما يَفصِلونَ مِن فِلَقِ الـ,المنسرح,البحتري
تُبرَم في جَدِّهِ الأُمورُ وَقَد تَتوى رِقابُ الأَموالِ في لَعِبِه,تَتوى رِقابُ الأَموالِ في لَعِبِه,تُبرَم في جَدِّهِ الأُمورُ وَقَد,المنسرح,البحتري
وَالحَمدُ لا يَكتَسيهِ غَيرُ فَتىً يَنزِعُ فيهِ الخَطيرَ مِن سَلَبِه,يَنزِعُ فيهِ الخَطيرَ مِن سَلَبِه,وَالحَمدُ لا يَكتَسيهِ غَيرُ فَتىً,المنسرح,البحتري
أَسرَعَ عُلواً في المَكرُماتِ كَما أَسرَعَ فَيضُ الأَتِيِّ في صَبَبِه,أَسرَعَ فَيضُ الأَتِيِّ في صَبَبِه,أَسرَعَ عُلواً في المَكرُماتِ كَما,المنسرح,البحتري
يُنزِلُ أَهلَ الآدابِ مَنزِلَةَ الـ ـأَكفاءِ أَن شارَكوهُ في أَدَبِه,ـأَكفاءِ أَن شارَكوهُ في أَدَبِه,يُنزِلُ أَهلَ الآدابِ مَنزِلَةَ الـ,المنسرح,البحتري
لَم يُزهِهِ فيهِمِ وَهُم سُوَقٌ في العَينِ وَطءُ المُلوكِ في عَقِبِه,في العَينِ وَطءُ المُلوكِ في عَقِبِه,لَم يُزهِهِ فيهِمِ وَهُم سُوَقٌ,المنسرح,البحتري
غَيرُ المُضيعِ الناسي وَلا الوَكَ لِ المُحيلِ في عِلمِهِ عَلى كُتُبِه,لِ المُحيلِ في عِلمِهِ عَلى كُتُبِه,غَيرُ المُضيعِ الناسي وَلا الوَكَ,المنسرح,البحتري
إِحاطَةً بِالصَوابِ تُؤمِنُ مِن لَجاجِهِ في المِحالِ أَو شَغَبِه,لَجاجِهِ في المِحالِ أَو شَغَبِه,إِحاطَةً بِالصَوابِ تُؤمِنُ مِن,المنسرح,البحتري
لا يَهضِمُ العُجمَ مِن خُؤولَتِهِ تَمايُلاً لِلعُمومِ مِن عَرَبِه,تَمايُلاً لِلعُمومِ مِن عَرَبِه,لا يَهضِمُ العُجمَ مِن خُؤولَتِهِ,المنسرح,البحتري
تَزدادُ أُكرومَةً أُبُوَّتُهُ إِذا اِعتَزى شاهِداً إِلى غَيَبِه,إِذا اِعتَزى شاهِداً إِلى غَيَبِه,تَزدادُ أُكرومَةً أُبُوَّتُهُ,المنسرح,البحتري
وَخَيرُ ساداتِكَ الأَكابِرُ مَن يَرفَعُهُ الإِرتِفاعُ في نَسَبِه,يَرفَعُهُ الإِرتِفاعُ في نَسَبِه,وَخَيرُ ساداتِكَ الأَكابِرُ مَن,المنسرح,البحتري
جَمَعتُ شَملي إِلَيهِ مُتَّخِذاً مِن طُنُبي قُربَةً إِلى طُنُبِه,مِن طُنُبي قُربَةً إِلى طُنُبِه,جَمَعتُ شَملي إِلَيهِ مُتَّخِذاً,المنسرح,البحتري
وَقَد كَفى نَفسَهُ التَقَدُّمَ مِن كَفَتهُ أُمُّ الطَريقِ مِن شُعُبِه,كَفَتهُ أُمُّ الطَريقِ مِن شُعُبِه,وَقَد كَفى نَفسَهُ التَقَدُّمَ مِن,المنسرح,البحتري
يَصونُ مِنهُ الحِجابُ مَنظَرَةً تَبدو بُدُوَّ الهِلالِ مِن حُجُبِه,تَبدو بُدُوَّ الهِلالِ مِن حُجُبِه,يَصونُ مِنهُ الحِجابُ مَنظَرَةً,المنسرح,البحتري
وَقَد تَفوتُ الرائِمينَ غُرَّتُهُ إِعراسَ لَيثِ العَرينِ في أَشَبِه,إِعراسَ لَيثِ العَرينِ في أَشَبِه,وَقَد تَفوتُ الرائِمينَ غُرَّتُهُ,المنسرح,البحتري
لا نَعدَمُ الطَولَ في رِضاهُ وَلا نَخافُ حَيفَ الغُلُوِّ مِن غَضَبِه,نَخافُ حَيفَ الغُلُوِّ مِن غَضَبِه,لا نَعدَمُ الطَولَ في رِضاهُ وَلا,المنسرح,البحتري
جَنَّبَكَ اللَهُ ما تُحاذِرُ مِن إِبداءِ صَرفِ الزَمانِ أَو عُقَبِه,إِبداءِ صَرفِ الزَمانِ أَو عُقَبِه,جَنَّبَكَ اللَهُ ما تُحاذِرُ مِن,المنسرح,البحتري
أَبَعدَ إِعطائِكَ الجَزيلَ وَئيما نِ مُرَجٍّ مِن سوءِ مُنقَلَبِه,نِ مُرَجٍّ مِن سوءِ مُنقَلَبِه,أَبَعدَ إِعطائِكَ الجَزيلَ وَئيما,المنسرح,البحتري
