,Bayt_Text,Bahr
2516,أَنوَكُ مِن عَبدِنْ وَمِن عِرسِهِ مَن حَكْكَمَ العَبدَ عَلى نَفسِهِ,السريع
2517,وَإِنْنَما يُظهِرُ تَحكيمُهُ تَحَكْكُمَ الإِفسادِ في حِسْسِهِ,السريع
2518,ما مَن يَرى أَنْنَكَ في وَعدِهِ كَمَن يَرى أَنْنَكَ في حَبسِهِ,السريع
2519,العَبدُ لا تَفضُلُ أَخلاقُهُ عَن فَرجِهِ المُنِتنِ أَو ضِرسِهِ,السريع
2520,لا يُنجِزُ الميعادَ في يَومِهِ وَلا يَعي ما قالَ في أَمسِهِ,السريع
2521,وَإِنْنَما تَحتالُ في جَذبِهِ كَأَنْنَكَ المَلْلاحُ في قَلسِهِ,السريع
2522,فَلا تُرَجْجِ الخَيرَ عِندَ اِمرِئِنْ مَرْرَت يَدُ النَخْخاسِ في رَأسِهِ,السريع
2523,وَإِن عَراكَ الشَكْكُ في نَفسِهِ بِحالِهِ فَاِنظُر إِلى جِنسِهِ,السريع
2524,فَقَلْلَما يَلؤُمُ في ثَوبِهِ إِلْلا الْلَذي يَلؤُمُ في غِرسِهِ,السريع
2525,مَن وَجَدَ المَذهَبَ عَن قَدرِهِ لَم يَجِدِ المَذهَبَ عَن قَنسِهِ,السريع
3151,لَم تَرَ مَن نادَمتُ إِلْلاكا لا لِسِوى وُدْدِكَ لي ذاكا,السريع
3152,وَلا لِحُبْبيها وَلَكِنْنَني أَمسَيتُ أَرجوكَ وَأَخشاكا,السريع
3764,لا تَحسُنُ الوَفرَةُ حَتْتى تُرى مَنشورَةَ الضِفرَينِ يَومَ القِتال,السريع
3765,عَلى فَت مُعتَقِلِنْ صَعدَتَنْ يَعُلْلُها مِن كُلْلِ وافي السِبال,السريع
4069,قَد أُبتُ بِالحاجَةِ مَقضِيْيَتَنْ وَعِفتُ في الجَلسَةِ تَطويلَها,السريع
4070,أَنتَ الْلَذي طولُ بَقاءِنْ لَهُ خَيرُنْ لِنَفسي مِن بَقائي لَها,السريع
5499,ما أَنا وَالخَمرُ وَبِطْطِيخَتُنْ سَوداءُ في قِشرِنْ مِنَ الخَيزُران,السريع
5500,يَشغَلُني عَنها وَعَن غَيرِها تَوطينِيَ النَفسَ لِيَومِ الطِعان,السريع
5501,وَكُلْلُ نَجلاءَ لَها صائِكُنْ يَخضُبُ ما بَينَ يَدي وَالسِنان,السريع
5564,لَو كانَ ذا الآكِلُ أَزوادَنا ضَيفنْ لَأَوسَعناهُ إِحسانا,السريع
5565,لَكِنْنَنا في العَينِ أَضيافُهُ يوسِعُنا زورنْ وَبُهتانا,السريع
5566,فَلَيتَهُ خَلْلى لَنا سُبلَنا أَعانَهُ اللَهُ وَإِيْيانا,السريع
5946,لا عبتُ بالخاتمِ إنسانتَنْ كمثلِ بدرِ في الدجى الناجمِ,السريع
5947,وكُلْلَما حاوَلتُ أخذى لهُ من البنانِ المُترَف الناعِمِ,السريع
5948,ألقَتهُ في فيها فقُلتُ انظروا قد أخفَتِ الخاتِمَ في الخاتِم,السريع
10670,قُلتُ لَها أُصبِرُها صادِقنْ وَيحَكِ أَمثالُ طَريفِنْ قَليل,السريع
10671,قَد يَقصُرُ الماجِدُ عَن فِعلِهِ وَيَنفَسُ الجودَ عَلَيهِ البَخيل,السريع
10672,ذاكَ فَت يَبذُلُ ذا قِدرِهِ لا يُفسِدُ اللَحمَ لَدَيهِ الصُلول,السريع
10673,بَلْلَغَهُ صالِحَ سَعيِ الفَتى عِزْزٌ تَليدُنْ وَعِنانُنْ طَويل,السريع
11278,يا عيدُ ما عُدتَ بِمَحبوبِنْ عَلى مُعَنْنى القَلبِ مَكروبِ,السريع
11279,ياعيدُ قَد عُدتَ عَلى ناظِرِنْ عَن كُلْلِ حُسنِنْ فيكَ مَحجوبِ,السريع
11280,ياوَحشَةَ الدارِ الْلَتي رَبْبُها أَصبَحَ في أَثوابِ مَربوبِ,السريع
11281,قَد طَلَعَ العيدُ عَلى أَهلِهِ بِوَجهِ لاحُسنِنْ وَلا طيبِ,السريع
11282,مالي وَلِلدَهرِ وَأَحداثِهِ لَقَد رَماني بِالأَعاجيبِ,السريع
11381,مَن لي بِكِتمانِ هَوى شادِنِنْ عَيني لَهُ عَونُنْ عَلى قَلبي,السريع
11382,عَرْرَضتُ صَبري وَسُلُوْوي لَهُ فَاِستَشهَدا في طاعَةِ الحُبْبِ,السريع
11458,يا لَيلُ ما أَغفَلُ عَمْما بي حَبائِبي فيكَ وَأَحبابي,السريع
11459,يا لَيلُ نامَ الناسُ عَن موجَعِنْ ناءِنْ عَلى مَضجَعِهِ نابي,السريع
11460,هَبْبَت لَهُ ريحُنْ شَآمِيْيَتُنْ مَتْتَت إِلى القَلبِ بِأَسبابِ,السريع
11461,أَدْدَت رِسالاتِ حَبيبِنْ لَنا فَهِمتُها مِن بَينِ أَصحابي,السريع
11472,أَلزَمَني ذَنبنْ بِلا ذَنبِ وَلَجْجَ في الهِجرانِ وَالعَتبِ,السريع
11473,أُحاوِلُ الصَبرَ عَلى هَجرِهِ وَالصَبرُ مَحظورُنْ عَلى الصَبْبِ,السريع
11474,وَأَكتُمُ الوَجدَ وَقَد أَصبَحَت عَيناهُ عَينَينِ عَلى القَلبِ,السريع
11475,قَد كُنتُ ذا صَبرِنْ وَذا سَلوَةتِنْ فَاِستَشهِدا في طاعَةِ الحُبْبِ,السريع
11486,جارِيَتُنْ كَحلاءُ مَمشوقَتُنْ في صَدرِها حُقْقانِ مِن عاجِ,السريع
11487,شَجا فُؤادي طَرفُها الساجي وَكُلْلُ ساجِنْ طَرفُهُ شاجِ,السريع
11599,قولا لِهَذا السَيْيِدِ الماجِدِ قَولَ حَزينِنْ مِثلِهِ فاقِدِ,السريع
11600,هَيهاتَ مافي الناسِ مِن خالِدِ لابُدْدَ مِن فَقدِنْ وَمِن فاقِدِ,السريع
11601,كُنِ المُعَزْزى لا المُعَزْزى بِهِ إِن كانَ لابُدْدَ مِنَ الواحِدِ,السريع
11779,يا جاحِدنْ فَرطَ غَرامي بِهِ وَلَستُ بِالناسي وَلا الجاحِدِ,السريع
11780,أَقرَرتُ في الحُبْبِ بِما تَدْدَعي فَلَستُ مُحتاجنْ إِلى شاهِدِ,السريع
12334,إِرثِ لِصَبْبٍ فيكَ قَد زِدتَهُ عَلى بَلايا أَسرِهِ أَسرا,السريع
882,إِنْنَما بَدرُ بنُ عَمْمارِنْ سَحابُ هَطِلُنْ فيهِ ثَوابُنْ وَعِقابُ,الرمل
883,إِنْنَما بَدرُنْ رَزايا وَعَطايا وَمَنايا وَطِعانُنْ وَضِرابُ,الرمل
884,ما يُجيلُ الطَرفَ إِلْلا حَمِدَتهُ جُهدَها الأَيدي وَذَمْمَتهُ الرِقابُ,الرمل
885,ما بِهِ قَتلُ أَعاديهِ وَلَكِن يَتْتَقي إِخلافَ ما تَرجو الذِئابُ,الرمل
886,فَلَهُ هَيبَةُ مَن لا يُتَرَجْجى وَلَهُ جودُ مُرَجْج لا يُهابُ,الرمل
887,طاعِنُ الفُرسانِ في الأَحداقِ شَزرنْ وَعَجاجُ الحَربِ لِلشَمسِ نِقابُ,الرمل
888,باعِثُ النَفسِ عَلى الهَولِ الْلَذي لَي سَ لِنَفسِنْ وَقَعَت فيهِ إِيابُ,الرمل
889,بِأَبي ريحُكَ لا نَرجِسُنا ذا وَأَحاديثُكَ لا هَذا الشَرابُ,الرمل
890,لَيسَ بِالمُنكَرِ إِن بَرْرَزتَ سَبقنْ غَيرُ مَدفوعِنْ عَنِ السَبقِ العِرابُ,الرمل
2326,لا تَلومَنْنَ اليَهودِيْيَ عَلى أَن يَرى الشَمسَ فَلا يُنكِرُها,الرمل
2327,إِنْنَما اللَومُ عَلى حاسِبِها ظُلمَتَنْ مِن بَعدِ ما يُبصِرُها,الرمل
3126,إِنْنَ هَذا الشِعرَ في الشِعرِ مَلَك سارَ فَهوَ الشَمسُ وَالدُنيا فَلَك,الرمل
3127,عَدَلَ الرَحمَنُ فيهِ بَينَنا فَقَضى بِاللَفظِ لي وَالحَمدِ لَك,الرمل
3128,فَإِذا مَرْرَ بِأُذني حاسِدِنْ صارَ مِمْمَن كانَ حَيْيا فَهَلَك,الرمل
8358,ما يُضيرُ البَحرَ أَمسى زاخِرنْ أَن رَمى فيهِ غُلامُنْ بِحَجَر,الرمل
11049,صاحِبُنْ لَمْما أَساءَ أَتبَعَ الدَلوَ الرَشاءَ,الرمل
11050,رُبْبَ داءِنْ لا أَرى مِن هُ سِوى الصَبرِ شِفاءَ,الرمل
11051,أَحمَدُ اللَهَ عَلى ما سَرْرَ مِن أَمري وَساءَ,الرمل
11254,إِنْنَ في الأَسرِ لَصَبْبنْ دَمعُهُ في الخَدْدِ صَبْبُ,الرمل
11255,هُوَ في الرومِ مُقيمُنْ وَلَهُ في الشامِ قَلبُ,الرمل
11256,مُستَجِدْدنْ لَم يُصادِف عِوَضنْ مِمْمَن يُحِبْبُ,الرمل
11585,أَقبَلَت كَالبَدرِ تَسعى غَلَسنْ نَحوي بِراحِ,الرمل
11586,قُلتُ أَهلنْ بِفَتاةتِنْ حَمَلَت نورَ الصَباحِ,الرمل
11587,عَلْلِلي بِالكَأسِ مَن أَص بَحَ مِنها غَيرَ صاحِ,الرمل
11799,نَبوَةَ الإِدلالِ لَيسَت عِندَنا ذَنبنْ يُعَدْدُ,الرمل
11800,قُل لِمَن لَيسَ لَهُ عَه دُنْ لَنا عَهدُنْ وَعَقدُ,الرمل
11801,جُملَتُنْ نُغني عَنِ التَف صيلِ مالي عَنكَ بُدْدُ,الرمل
11802,إِن تَغَيْيَرتَ فَما غُي يِرَ مِنْنا لَكَ عَهدُ,الرمل
12294,هَل تَرى النِعمَةَ دامَت لِصَغيرِنْ أَو كَبيرِ,الرمل
12295,أَو تَرى أَمرَينِ جاءا أَوْوَلنْ مِثلَ أَخيرِ,الرمل
12296,إِنْنَما تَجري التَصاري فُ بِتَقليبِ الدُهورِ,الرمل
12297,فَفَقيرُنْ مِن غَنِيْيٍ وَغَنِيْيٍ مِن فَقيرِ,الرمل
12899,أَجمِلي يا أُمْمَ عَمرِنْ زادَكِ اللَهُ جَمالا,الرمل
12900,لاتَبيعيني بِرُخصِنْ إِنْنَ في مِثلي يُغالى,الرمل
12901,أَنا إِن جُدتِ بِوَصلِنْ أَحسَنُ العالَمِ حالا,الرمل
13460,أَيْيُها الغازي الْلَذي يَغ زو بِجَيشِ الحُبْبِ جِسمي,الرمل
13461,مايَقومُ الأَجرُ في غَز وِكَ لِلرومِ بِإِثمي,الرمل
13519,اِطرَحوا الأَمرَ إِلَينا وَاِحمِلوا الكُلْلَ عَلَينا,الرمل
13520,إِنْنَنا قَومُنْ إِذا ما صَعُبَ الأَمرُ كَفَينا,الرمل
13521,وَإِذا ما ريمَ مِنْنا مَوطِنُ الذُلْلِ أَبَينا,الرمل
13522,وَإِذا ما هَدَمَ العِز زَ بَنو العِزْزِ بَنَينا,الرمل
16849,إِن يَكُن في الأَرضِ شَيءُنْ حَسَنُنْ فَهوَ في دورِ بَني عَبدِ المَلِك,الرمل
16850,ما يُبالونَ إِذا ما أَفضَلوا ما بَقِيَ مِن مالِهِم أَو ما هَلَك,الرمل
16851,عَقِلَت أَلسُنُهُم عَن قَولِ لا فَهيَ لا تَعرِفُ إِلْلا هُوَ لَك,الرمل
16852,مِنهُمُ موسى جَوادُنْ ماجِدُنْ لا يَرى ما لَم يَهَب مِمْما مَلَك,الرمل
16853,زَيْيَنوا الأَرضَ كَما قَد زُيْيِنَت بِنُجومِ اللَيلِ آفاقُ الفَلَك,الرمل
19200,قَد قَصَرنا دونَكَ الأَلحا ظَ خَوفنْ أَن تَذوبا,الرمل
19201,كُلْلَما زِدناكَ لَحظنْ زِدتَنا حُسننْ وَطيبا,الرمل
19202,مَرِضَت أَلحاظُ عَينَي كَ فَأَمرَضتَ القُلوبا,الرمل
19203,يا قَضيبنْ لا يُدانيهِ مِنَ الإِنسِ قَضيبُ,الرمل
19204,فَوقَهُ البانُ وَمَن تَح تِ تَثَنْنيهِ كَثيبُ,الرمل
19205,وَغَزالنْ كُلْلَما مَرْرَ تَمَنْنَتهُ القُلوبُ,الرمل
19206,ذَهَبِيْيُ الخَدْدِ يَث نيهِ مِنَ الريحِ الهُبوبُ,الرمل
19207,ما لَمَسناهُ وَلَكِن كادَ مِن لَحظِنْ يَذوبُ,الرمل
19226,زَفَراتُنْ مُقَلقِلاتُ أَسعَدَتها العَبَراتُ,الرمل
19227,وَعَويلُنْ مِن غَليلِ أَضرَمَتهُ الحَسَراتُ,الرمل
19228,وَنَحيبُنْ وَوَجيبُنْ وَدُموعُنْ مُسبَلاتُ,الرمل
19229,وَتَباريحُ اِشتِياقِنْ وَهُمومُنْ طارِقاتُ,الرمل
19230,وَفُؤادُنْ مُستَهامُنْ جَنْنَنَتهُ الوَجَناتُ,الرمل
19231,وَفُتونُنْ مِن فُتورِ أَورَثَتهُ اللَحَظاتُ,الرمل
19232,وَحَبيبُنْ صَدْدَ لَمْما كَثُرَت فينا الوُشاةُ,الرمل
19233,أَنا مَيتُ وَلَئِن مِتْتُ فَمِن حُبْبي أَموتُ,الرمل
19234,لِغَزالِنْ مِن بَني الأَص فَرِ فيهِ جَبَروتُ,الرمل
19235,عَبَدَ الخَلقُ لَهُ بَي نَ يَدَيهِ المَلَكوتُ,الرمل
19236,يَمنَعُ القُبلَةَ مَن يَه واهُ وَالتَسليمُ قوتُ,الرمل
19237,إِن تَضَرْرَعتُ بِنُطقِنْ فَحُماداهُ السُكوتُ,الرمل
19571,بُؤسَ قَلبي كَيفَ ذَلْلا صارَ لِلسُقمِ مَحَلْلا,الرمل
19572,لَم أَكُن أَخشى الْلَذي كا نَ وَقَد كُنتُ مُخَلْلى,الرمل
19573,ذُبتُ حَتْتى ما أَرى لي في مِراةِ الشَمسِ ظِلْلا,الرمل
19574,صَفَحَ اللَهُ لِمَن يَظ لُمُني عَمْما اِستَحَلْلا,الرمل
19627,أَنتَ في حِلْلٍ فَزِدني سَقَما أَفنِ صَبري وَاِجعَلِ الدَمعَ دَما,الرمل
19628,وَاِرضَ لي المَوتَ بِهَجرَيكَ فَإِن لَم أَمُت شَوقنْ فَزِدني أَلَما,الرمل
19629,مِحنَةُ العاشِقِ في ذُلْلِ الهَوى وَإِذا اِستُودِعَ سِرْرنْ كَتَما,الرمل
19630,لَيسَ مِنْنا مَن شَكا عِلْلَتَهُ مَن شَكا ظُلمَ حَبيبِنْ ظَلَما,الرمل
20649,إِصبِري أَيْيَتُها النَف سُ فَإِنْنَ الصَبرَ أَحجى,الرمل
20650,نَهنِهي الحُزنَ فَإِنْنَ ال حُزنَ إِن لَم يُنهِ لَجْجا,الرمل
20651,وَاِلبَسي اليَأسَ مِنَ النا سِ فَإِنْنَ اليَأسَ مَلجا,الرمل
20652,رُبْبَما خابَ رَجاءُنْ وَأَتى ما لَيسَ يُرجى,الرمل
20653,وَكِتابِنْ كَتَبَتهُ مُقلَتُنْ لا تَتَهَجْجى,الرمل
20654,لا تَرى عَينُ رَقيبِنْ فيهِ لِلأَقلامِ ثَجْجا,الرمل
20655,لَم يُبَح فيهِ بِسِرْرٍ لا وَلا أُدرِجَ دَرجا,الرمل
20656,فَأَجابَتهُ دُموعُنْ جُعِلَت لِلكَأسِ مَزجا,الرمل
20657,وَسَقيمِ الطَرفِ قَد غَص صَصَ بِالهَجرِ وَأَشجى,الرمل
20658,زارَني وَاللَيلُ قَد أَق بَلَ نَحوي يَتَدَجْجى,الرمل
20659,حينَ نالَ العِلجَ في سَو مي الْلَذي كانَ تَرَجْجى,الرمل
20660,طَلَعَت شَمسُنْ عَلَينا مِن دِنانِنْ تَتَوَجْجا,الرمل
20661,لَذْذَةُ الطَعمِ تَمُجْجُ ال مِسكَ في الأَقداحِ مَجْجا,الرمل
20662,كَسَتِ الشَيخَ شَبابنْ فَاِكتَسى شِكلنْ وَغُنجا,الرمل
20663,فَقَضَينا مَنسِكَ اللَ هِ وَإِن لَم نَنوِ حَجْجا,الرمل
27219,رُبْبَ رامِنْ مِن بَني ثُعَلِنْ مُتلِجِنْ كَفْفَيهِ في قُتَرِه,الرمل
27220,عارِضِنْ زَوراءَ مِن نَشمِنْ غَيرُ باناةتِنْ عَلى وَتَرِه,الرمل
27221,قَد أَتَتهُ الوَحشُ وارِدَتَنْ فَتَنَحْحى النَزعُ في يَسَرِه,الرمل
27222,فَرَماها في فَرائِصِها بِإِزاءِ الحَوضِ أَو عُقُرِه,الرمل
27223,بِرَهيشِنْ مِن كِنانَتِهِ كَتَلَظْظي الجَمرِ في شَرَرِه,الرمل
27224,راشَهُ مِن ريشِ ناهِضَةتِنْ ثُمْمَ أَمهاهُ عَلى حَجَرِه,الرمل
27225,فَهوَ لا تَنمى رَمِيْيَتُهُ مالُهُ لا عُدْدَ مِن نَفَرِه,الرمل
27226,مُطعِمُنْ لِلصَيدِ لَيسَ لَهُ غَيرُها كَسبُنْ عَلى كِبَرِه,الرمل
27227,وَخَليلِنْ قَد أُفارِقُهُ ثُمْمَ لا أَبكي عَلى أَثَرِه,الرمل
27228,وَاِبنِ عَمْمٍ قَد تَرَكتُ لَهُ صَفوَ ماءِ الحَوضِ عَن كَدَرِه,الرمل
27229,وَحَديثُ الرَكبِ يَومَ هَنا وَحَديثُنْ ما عَلى قِصَرِه,الرمل
311,مَن مُبلِغَ جِذمي بِأَنْني مَقتول,الرجز
312,يا رُبْبَ نَهبِنْ قَد حَوَيتُ عُثكول,الرجز
313,وَرُبْبَ قِرنِنْ قَد تَرَكتُ مَجدول,الرجز
314,وَرُبْبَ زَوجِنْ قَد نَكَحتُ عُطبول,الرجز
315,وَرُبْبَ عانِنْ قَد فَكَكتُ مَكبول,الرجز
316,وَرُبْبَ وادِنْ قَد قَطَعتُ مَسبول,الرجز
338,وَهُم يَكُدْدونَ وَأَيْيُ كَدْدِ,الرجز
339,مِن دارَةِ الذِئبِ بِمُجرَهِدْدِ,الرجز
395,يَفتَرْرُ عَن زَورِنْ دَجاجَتَينِ,الرجز
786,أَبا سَعيدِنْ جَنْنَبِ العِتابا فَرُبْبَ رائي خَطَءِنْ صَوابا,الرجز
787,فَإِنْنَهُم قَد أَكثَروا الحُجْجابا وَاِستَوقَفوا لِرَدْدِنا البَوْوابا,الرجز
788,وَإِنْنَ حَدْدَ الصارِمِ القِرضابا وَالذابِلاتِ السُمرَ وَالعَرابا,الرجز
789,يَرفَعُ فيما بَينَنا الحِجابا,الرجز
1767,وَشامِخِنْ مِنَ الجِبالِ أَقوَدِ فَردِنْ كَيافوخِ البَعيرِ الأَصيَدِ,الرجز
1768,يُسارُ مِن مَضيقِهِ وَالجَلمَدِ في مِثلِ مَتنِ المَسَدِ المُعَقْقَدِ,الرجز
1769,زُرناهُ لِلأَمرِ الْلَذي لَم يُعهَدِ لِلصَيدِ وَالنُزهَةِ وَالتَمَرْرُدِ,الرجز
1770,بِكُلْلِ مَسقِيْيِ الدِماءِ أَسوَدِ مُعاوِدِنْ مُقَوْوَدِنْ مُقَلْلَدِ,الرجز
1771,بِكُلْلِ نابِنْ ذَرِبِنْ مُحَدْدَدِ عَلى حِفافَي حَنَكِنْ كَالمِبرَدِ,الرجز
1772,كَطالِبِ الثَأرِ وَإِن لَم يَحقِدِ يَقتُلُ ما يَقتُلُهُ وَلا يَدي,الرجز
1773,يَنشُدُ مِن ذا الخِشفِ ما لَم يَفقِدِ فَثارَ مِن أَخضَرَ مَمطورِنْ نَدي,الرجز
1774,كَأَنْنَهُ بَدءُ عِذارِ الأَمرَدِ فَلَم يَكَد إِلْلا لِحَتفِنْ يَهتَدي,الرجز
1775,وَلَم يَقَع إِلْلا عَلى بَطنِ يَدِ وَلَم يَدَع لِلشاعِرِ المُجَوْوِدِ,الرجز
1776,وَصفنْ لَهُ عِندَ الأَميرِ الأَمجَدِ المَلِكِ القَرمِ أَبي مُحَمْمَدِ,الرجز
1777,القانِصِ الأَبطالَ بِالمُهَنْنَدِ ذي النِعَمِ الغُرْرِ البَوادي العُوْوَدِ,الرجز
1778,إِذا أَرَدتُ عَدْدَها لَم تُعدَدِ وَإِن ذَكَرتُ فَضلَهُ لَم يَنفَدِ,الرجز
2575,لا عَدِمَ المُشَيْيِعَ المُشَيْيَعُ لَيتَ الرِياحَ صَنْنَعُنْ ما تَصنَعُ,الرجز
2576,بَكَرنَ ضَرْرا وَبَكَرتَ تَنفَعُ وَسَجسَجُنْ أَنتَ وَهُنْنَ زَعزَعُ,الرجز
2577,وَواحِدُنْ أَنتَ وَهُنْنَ أَربَعُ وَأَنتَ نَبعُنْ وَالمُلوكُ خِروَعُ,الرجز
2998,أَيْيَ مَحَلْلٍ أَرتَقي أَيْيَ عَظيمِنْ أَتْتَقي,الرجز
2999,وَكُلْلُ ما قَد خَلَقَ ال لاهُ وَما لَم يَخلُقِ,الرجز
3000,مُحتَقَرُنْ في هِمْمَتي كَشَعرَةتِنْ في مَفرِقي,الرجز
3037,ما لِلمُروجِ الخُضرِ وَالحَدائِقِ يَشكو خَلاها كَثرَةَ العَوائِقِ,الرجز
3038,أَقامَ فيها الثَلجُ كَالمُرافِقِ يَعقِدُ فَوقَ السِنْنِ ريقَ الباصِقِ,الرجز
3039,ثُمْمَ مَضى لا عادَ مِن مُفارِقِ بِقائِدِنْ مِن ذَوبِهِ وَسائِقِ,الرجز
3040,كَأَنْنَما الطُخرورُ باغي آبِقِ يَأكُلُ مِن نَبتِنْ قَصيرِ لاصِقِ,الرجز
3041,كَقَشرِكَ الحِبرَ عَنِ المَهارِقِ أَرودُهُ مِنهُ بِكَلشَوذانِقِ,الرجز
3042,بِمُطلِقِ اليُمنى طَويلِ الفائِقِ عَبلِ الشَوى مُقارِبِ المَرافِقِ,الرجز
3043,رَحبِ اللَبانِ نائِهِ الطَرائِقِ ذي مَنخِرِنْ رَحبِنْ وَإِطلِنْ لاحِقِ,الرجز
3044,مُحَجْجَلِنْ نَهدِنْ كُمَيتِنْ زاهِقِ شادِخَتَنْ غُرْرَتُهُ كَالشارِقِ,الرجز
3045,كَأَنْنَها مِن لَونِهِ في بارِقِ,الرجز
3046,باقِنْ عَلى البَوغاءِ وَالشَقائِقِ وَالأَبرَدَينِ وَالهَجيرِ الماحِقِ,الرجز
3047,لِلفارِسِ الراكِضِ مِنهُ الواثِقِ خَوفُ الجَبانِ في فُؤادِ العاشِقِ,الرجز
3048,كَأَنْنَهُ في رَيدِ طَودِنْ شاهِقِ يَشأى إِلى المِسمَعِ صَوتَ الناطِقِ,الرجز
3049,لَو سابَقَ الشَمسَ مِنَ المَشارِقِ جاءَ إِلى الغَربِ مَجيءَ السابِقِ,الرجز
3050,يَترُكُ في حِجارَةِ الأَبارِقِ آثارَ قَلعِ الحَليِ في المَناطِقِ,الرجز
3051,مَشينْ وَإِن يَعدُ فَكَالخَنادِقِ,الرجز
3052,لَو أَورِدَت غِبْبَ سَحابِنْ صادِقِ لَأَحسَبَت خَوامِسَ الأَيانِقِ,الرجز
3053,إِذا اللِجامُ جاءَهُ لِطارِقِ شَحا لَهُ شَحوَ الغُرابِ الناغِقِ,الرجز
3054,كَأَنْنَما الجُلدُ لِعُريِ الناهِقِ مُنحَدِرُنْ عَن سِيَتَي جُلاهِقِ,الرجز
3055,بَزْزَ المَذاكي وَهوَ في العَقائِقِ وَزادَ في الساقِ عَلى النَقانِقِ,الرجز
3056,وَزادَ في الوَقعِ عَلى الصَواعِقِ وَزادَ في الأُذنِ عَلى الخَرانِقِ,الرجز
3057,وَزادَ في الحِذرِ عَلى العَقاعِقِ يُمَيْيِزُ الهَزلَ مِنَ الحَقائِقِ,الرجز
3058,وَيُنذِرُ الرَكبَ بِكُلْلِ سارِقِنْ يُريكَ خُرقنْ وَهوَ عَينُ الحاذِقِ,الرجز
3059,يَحُكْكُ أَنْنى شاءَ حَكْكَ الباشِقِ قوبِلَ مِن آفِقَةتِنْ وَآفِقِ,الرجز
3060,بَينَ عِتاقِ الخَيلِ وَالعَتائِقِ فَعُنقُهُ يُربي عَلى البَواسِقِ,الرجز
3061,وَحَلقُهُ يُمكِنُ فِترَ الخانِقِ أُعِدْدُهُ لِلطَعنِ في الفَيالِقِ,الرجز
3062,وَالضَربِ في الأَوجُهِ وَالمَفارِقِ وَالسَيرِ في ظِلْلِ اللِواءِ الخافِقِ,الرجز
3063,يَحمِلُني وَالنَصلُ ذو السَفاسِقِ يَقطُرُ في كُمْمي عَلى البَنائِقِ,الرجز
3064,لا أَلحَظُ الدُنيا بِعَينَي وامِقِ وَلا أُبالي قِلْلَةَ المُرافِقِ,الرجز
3065,أَي كَبتَ كُلْلِ حاسِدِنْ مُنافِقِ أَنتَ لَنا وَكُلْلُنا لِلخالِقِ,الرجز
3589,إِن كُنتَ عَن خَيرِ الأَنامِ سائِلنْ فَخَيرُهُم أَكثَرُهُم فَضائِلا,الرجز
3590,مَن أَنتَ مِنهُم يا هُمامَ وائِلا الطاعِنينَ في الوَغى أَوائِلا,الرجز
3591,وَالعاذِلينَ في النَدى العَواذِلا قَد فَضَلوا بِفَضلِكَ القَبائِلا,الرجز
3886,وَمَنزِلِنْ لَيسَ لَنا بِمَنزِلِ وَلا لِغَيرِ الغادِياتِ الهُطْطَلِ,الرجز
3887,نَدي الخُزامى ذَفِرِ القَرَنفُلِ مُحَلْلَلِنْ مِلوَحشِ لَم يُحَلْلَلِ,الرجز
3888,عَنْنَ لَنا فيهِ مُراعي مُغزِلِ مُحَيْيَنُ النَفسِ بَعيدُ المَوإِلِ,الرجز
3889,أَغناهُ حُسنُ الجيدِ عَن لُبسِ الحُلي وَعادَةُ العُريِ عَنِ التَفَضْضُلِ,الرجز
3890,كَأَنْنَهُ مُضَمْمَخُنْ بِصَندَلِ مُعتَرِضنْ بِمِثلِ قَرنِ الأَيْيِلِ,الرجز
3891,يَحولُ بَينَ الكَلبِ وَالتَأَمْمُلِ فَحَلْلَ كَلْلابي وَثاقَ الأَحبُلِ,الرجز
3892,عَن أَشدَقِنْ مُسَوجَرِنْ مُسَلسَلِ أَقَبْبَ ساطِنْ شَرِسِنْ شَمَردَلِ,الرجز
3893,مِنها إِذا يُثغَ لَهُ لا يَغزَلِ مُوَجْجَدِ الفِقرَةَ رِخوِ المَفصِلِ,الرجز
3894,لَهُ إِذا أَدبَرَ لَحظُ المُقبِلِ كَأَنْنَما يَنظُرُ مِن سَجَنجَلِ,الرجز
3895,يَعدو إِذا أَحزَنَ عَدوَ المُسهِلِ إِذا تَلا جاءَ المَدى وَقَد تُلي,الرجز
3896,يُقعي جُلوسَ البَدَوِيْيِ المُصطَلي بِأَربَعِنْ مَجدولَةتِنْ لَم تُجدَلِ,الرجز
3897,فُتلِ الأَيادي رَبِذاتِ الأَرجُلِ آثارُها أَمثالُها في الجَندَلِ,الرجز
3898,يَكادُ في الوَثبِ مِنَ التَفَتْتُلِ يَجمَعُ بَينَ مَتنِهِ وَالكَلكَلِ,الرجز
3899,وَبَينَ أَعلاهُ وَبَينَ الأَسفَلِ شَبيهُ وَسمِيْيِ الحِضارِ بِالوَلي,الرجز
3900,كَأَنْنَهُ مُضَبْبَرُنْ مِن جَروَلِ مُوَثْثَقُنْ عَلى رِماحِنْ ذُبْبَلِ,الرجز
3901,ذي ذَنَبِنْ أَجرَدَ غَيرَ أَعزَلِ يَخُطْطُ في الأَرضِ حِسابَ الجُمَلِ,الرجز
3902,كَأَنْنَهُ مِن جِسمِهِ بِمَعزِلِ لَو كانَ يُبلي السَوطَ تَحريكُنْ بَلي,الرجز
3903,نَيلُ المُنى وَحُكمُ نَفسِ المُرسِلِ وَعُقلَةُ الظَبيِ وَحَتفُ التَتفُلِ,الرجز
