البيت,الشطر الأيسر,الشطر الأيمن,البحر,الشاعر
وَرَنَّتِ النَفسُ لَها رَنَّةً كادَت لَها تَنشَقُّ نِصفَينِ,كادَت لَها تَنشَقُّ نِصفَينِ,وَرَنَّتِ النَفسُ لَها رَنَّةً,السريع,بشار بن برد
يا اِبنَةَ مَن لا أَشتَهي ذِكرَه أَخشى عَلَيهِ عَلَقَ الشَينِ,أَخشى عَلَيهِ عَلَقَ الشَينِ,يا اِبنَةَ مَن لا أَشتَهي ذِكرَه,السريع,بشار بن برد
وَاللَهِ لَو أَلقاكِ لا أَتَّقي عَيناً لَقَبَّلتُكِ أَلفَينِ,عَيناً لَقَبَّلتُكِ أَلفَينِ,وَاللَهِ لَو أَلقاكِ لا أَتَّقي,السريع,بشار بن برد
طالَبتُها دَيني فَراغَت بِهِ وَعَلَّقَت قَلبي مَع الدَينِ,وَعَلَّقَت قَلبي مَع الدَينِ,طالَبتُها دَيني فَراغَت بِهِ,السريع,بشار بن برد
فَصِرتُ كَالعَيرِ غَدا طَالِباً قِرناً فَلَم يَرجَع بِأُذنَينِ,قِرناً فَلَم يَرجَع بِأُذنَينِ,فَصِرتُ كَالعَيرِ غَدا طَالِباً,السريع,بشار بن برد
واصِلُ طَيفِ الحِبِّ كَالهاجِرِ وَلا أُحِبُّ الزورَ مِن زائِرِ,وَلا أُحِبُّ الزورَ مِن زائِرِ,واصِلُ طَيفِ الحِبِّ كَالهاجِرِ,السريع,القاضي الفاضل
بِخَفقَةِ الطائِرِ لا يَشتَفي مَن في حَشاهُ خَفقَهُ الطائِرِ,مَن في حَشاهُ خَفقَهُ الطائِرِ,بِخَفقَةِ الطائِرِ لا يَشتَفي,السريع,القاضي الفاضل
يا قَمَراً مَطلَعُهُ مُطمِعي في فَلَكٍ مِن فِكرِهِ دائِرِ,في فَلَكٍ مِن فِكرِهِ دائِرِ,يا قَمَراً مَطلَعُهُ مُطمِعي,السريع,القاضي الفاضل
يا عَينُ بَل إِنسانَ عَينٍ بَدا في أَسوَدَي قَلبِيَ وَالناظِرِ,في أَسوَدَي قَلبِيَ وَالناظِرِ,يا عَينُ بَل إِنسانَ عَينٍ بَدا,السريع,القاضي الفاضل
تَصيدُ بِالإِعراضِ قَلبي فَما أَعجَبَ ذاكَ الصَيدَ مِن نافِرِ,أَعجَبَ ذاكَ الصَيدَ مِن نافِرِ,تَصيدُ بِالإِعراضِ قَلبي فَما,السريع,القاضي الفاضل
يا طَيفُ دَمعي قَد حَمى ناظِري وَزَفرَتي قَد أَحرَقَت خاطِري,وَزَفرَتي قَد أَحرَقَت خاطِري,يا طَيفُ دَمعي قَد حَمى ناظِري,السريع,القاضي الفاضل
طَبِّق بِسَيلِ الدَمعِ طُرقَ اللِقا مَرَرتَ مِن قَلبي عَلى الحاجِرِ,مَرَرتَ مِن قَلبي عَلى الحاجِرِ,طَبِّق بِسَيلِ الدَمعِ طُرقَ اللِقا,السريع,القاضي الفاضل
فَأَنتَ في عُذرٍ إِذا لَم تَكُن طَريقُكَ اليَومَ عَلى ناظِري,طَريقُكَ اليَومَ عَلى ناظِري,فَأَنتَ في عُذرٍ إِذا لَم تَكُن,السريع,القاضي الفاضل
يا جارَ قَلبي ما رَعى حَقَّهُ واحَرَبي مِن جارِهِ الجائِرِ,واحَرَبي مِن جارِهِ الجائِرِ,يا جارَ قَلبي ما رَعى حَقَّهُ,السريع,القاضي الفاضل
يا حاكِماً في مُهجَتي قَلبُهُ بِكُلِّ حُكمِ جائِزٍ جائِرِ,بِكُلِّ حُكمِ جائِزٍ جائِرِ,يا حاكِماً في مُهجَتي قَلبُهُ,السريع,القاضي الفاضل
لا يَقبَلُ الرِشوَةَ في حُكمِهِ وَلا يُبالي غَبَنَ الخاسِرِ,وَلا يُبالي غَبَنَ الخاسِرِ,لا يَقبَلُ الرِشوَةَ في حُكمِهِ,السريع,القاضي الفاضل
يا يوسُفَ الحُسنِ وَفي سِجنِهِ أسيرُهُ المشغوفُ بالآسِرِ,أسيرُهُ المشغوفُ بالآسِرِ,يا يوسُفَ الحُسنِ وَفي سِجنِهِ,السريع,القاضي الفاضل
كم عاذِرٍ إن مِتُّ مِن حُبِّهِ وَلَيسَ لي إِن عِشتُ مِن عاذِرِ,وَلَيسَ لي إِن عِشتُ مِن عاذِرِ,كم عاذِرٍ إن مِتُّ مِن حُبِّهِ,السريع,القاضي الفاضل
رُهِنتَ يا قَلبُ فَمَن ذا الَّذي يَقبِضُ دَينَ الراهِنِ الخاسِرِ,يَقبِضُ دَينَ الراهِنِ الخاسِرِ,رُهِنتَ يا قَلبُ فَمَن ذا الَّذي,السريع,القاضي الفاضل
يا مُفلِساً أُودِعَ سِجنَ الهَوى وَيا يَتيماً في يَدِ الحاجِرِ,وَيا يَتيماً في يَدِ الحاجِرِ,يا مُفلِساً أُودِعَ سِجنَ الهَوى,السريع,القاضي الفاضل
وَمُتلِفِ الرَهنِ فَما حيلَتي وَالقَولُ قَولُ المُتلِفِ الغادِرِ,وَالقَولُ قَولُ المُتلِفِ الغادِرِ,وَمُتلِفِ الرَهنِ فَما حيلَتي,السريع,القاضي الفاضل
لا لَومَ في الحُكمِ عَلى حاكِمٍ وَالأَصلُ في الحُكمِ عَلى الظاهِرِ,وَالأَصلُ في الحُكمِ عَلى الظاهِرِ,لا لَومَ في الحُكمِ عَلى حاكِمٍ,السريع,القاضي الفاضل
وَما مَعي مِنّي سِوى أَعظُمٍ وَسائِري في رِكبِكَ السائِرِ,وَسائِري في رِكبِكَ السائِرِ,وَما مَعي مِنّي سِوى أَعظُمٍ,السريع,القاضي الفاضل
مِن هامَةِ الشارِبِ قَد أَدرَكَت ما وَتَرَت مِن قَدَمِ العاصِرِ,ما وَتَرَت مِن قَدَمِ العاصِرِ,مِن هامَةِ الشارِبِ قَد أَدرَكَت,السريع,القاضي الفاضل
مُعَذِّبي كَالخَمرِ في أَخذِهِ قَلبي بِما يُجري مِنَ الناظِرِ,قَلبي بِما يُجري مِنَ الناظِرِ,مُعَذِّبي كَالخَمرِ في أَخذِهِ,السريع,القاضي الفاضل
الاِسمُ لِلوَصفِ غَدا باطِناً وَهوَ لِمَعنى كَونِهِ ظاهِرُ,وَهوَ لِمَعنى كَونِهِ ظاهِرُ,الاِسمُ لِلوَصفِ غَدا باطِناً,السريع,المكزون السنجاري
كَالشَمسِ يُبدي عَينَها نورُها وَهوَ لَنا عَن كَنهِها ساتِرُ,وَهوَ لَنا عَن كَنهِها ساتِرُ,كَالشَمسِ يُبدي عَينَها نورُها,السريع,المكزون السنجاري
يا صاحب الأقلام والسيف قد أتقنَ في التَّدبير ما قرَّره,أتقنَ في التَّدبير ما قرَّره,يا صاحب الأقلام والسيف قد,السريع,ابن نباته المصري
نحنُ المساكينُ لأرزاقنا بابٌ طواهُ الدَّهر أو عسره,بابٌ طواهُ الدَّهر أو عسره,نحنُ المساكينُ لأرزاقنا,السريع,ابن نباته المصري
فاجْعل بإحسانكَ مفتاحه وإنْ تعاصى فاقْلع السكّرَه,وإنْ تعاصى فاقْلع السكّرَه,فاجْعل بإحسانكَ مفتاحه,السريع,ابن نباته المصري
أَلْبِرُّ فِي أَنْبَلِ غَايَاتِهِ مُمَثَّلٌ فِي هَذِهِ الْجَامِعَهْ,مُمَثَّلٌ فِي هَذِهِ الْجَامِعَهْ,أَلْبِرُّ فِي أَنْبَلِ غَايَاتِهِ,السريع,خليل مطران
مَصْدَرُ أَنْوَارٍ كَفَى أَنَّهُ مَطْلَعُ هّذِي الشُّهُبِ اللاَّمِعَهْ,مَطْلَعُ هّذِي الشُّهُبِ اللاَّمِعَهْ,مَصْدَرُ أَنْوَارٍ كَفَى أَنَّهُ,السريع,خليل مطران
يَا أُمَّةً ضَدْجٌ وَأَنْدَادُهُ جَلَوا لَنَا صُورَتَهَا الرَّائِعَهْ,جَلَوا لَنَا صُورَتَهَا الرَّائِعَهْ,يَا أُمَّةً ضَدْجٌ وَأَنْدَادُهُ,السريع,خليل مطران
بَنَيْتِهَا دَاراً أَوَى الشَّرْقُ فِي رُحْبٍ إِلَى أَفْيَائِهَا الْواسِعَهْ,رُحْبٍ إِلَى أَفْيَائِهَا الْواسِعَهْ,بَنَيْتِهَا دَاراً أَوَى الشَّرْقُ فِي,السريع,خليل مطران
وَقُلْتِ لِلدُّنْيَا وَلَمْ تُخْطِئِي خَيْرُ المَوَدَّاتِ هِيَ النَّافِعَهْ,خَيْرُ المَوَدَّاتِ هِيَ النَّافِعَهْ,وَقُلْتِ لِلدُّنْيَا وَلَمْ تُخْطِئِي,السريع,خليل مطران
إِنَّ رِيَاضاً أَخْرَجَتْ لِلنُّهَى هَذِي الثِّمَارَ الغَضَّةَ الْيَانِعَهْ,هَذِي الثِّمَارَ الغَضَّةَ الْيَانِعَهْ,إِنَّ رِيَاضاً أَخْرَجَتْ لِلنُّهَى,السريع,خليل مطران
تُهْدِي إِلَى الْفَارِسِ حَمْداً بِهِ طَابَ تَغَنِّي طَيْرِهَا السَّاجِعَهْ,طَابَ تَغَنِّي طَيْرِهَا السَّاجِعَهْ,تُهْدِي إِلَى الْفَارِسِ حَمْداً بِهِ,السريع,خليل مطران
مَن لِيَ أَن أُقيمَ في بَلَدٍ أُذكَرُ فيهِ بِغَيرِ ما يَجِبُ,أُذكَرُ فيهِ بِغَيرِ ما يَجِبُ,مَن لِيَ أَن أُقيمَ في بَلَدٍ,السريع,أبو العلاء المعري
يُظَنُّ بِيَ اليُسرُ وَالدِيانَةُ وَالعِل مُ وَبَيني وَبَينَها حُجُبُ,مُ وَبَيني وَبَينَها حُجُبُ,يُظَنُّ بِيَ اليُسرُ وَالدِيانَةُ وَالعِل,السريع,أبو العلاء المعري
كُلُّ شُهوري عَلَيَّ واحِدَةٌ لا صَفَرٌ يُتَّقى وَلا رَجَبُ,لا صَفَرٌ يُتَّقى وَلا رَجَبُ,كُلُّ شُهوري عَلَيَّ واحِدَةٌ,السريع,أبو العلاء المعري
أَقرَرتُ بِالجَهلِ وَاِدَّعى فَهَمي قَومٌ فَأَمري وَأَمرُهُم عَجَبُ,قَومٌ فَأَمري وَأَمرُهُم عَجَبُ,أَقرَرتُ بِالجَهلِ وَاِدَّعى فَهَمي,السريع,أبو العلاء المعري
وَالحَقُّ أَنّي وَأَنَّهُم هَدرٌ لَستُ نَجيباً وَلا هُمُ نُجُبُ,لَستُ نَجيباً وَلا هُمُ نُجُبُ,وَالحَقُّ أَنّي وَأَنَّهُم هَدرٌ,السريع,أبو العلاء المعري
وَالحالُ ضاقَت عَن ضَمِّها جَسَدي فَكَيفَ لي أَن يَضُمَّهُ الشَجَبُ,فَكَيفَ لي أَن يَضُمَّهُ الشَجَبُ,وَالحالُ ضاقَت عَن ضَمِّها جَسَدي,السريع,أبو العلاء المعري
ما أَوسَعَ المَوتَ يَستَريحُ بِهِ الجِس مُ المُعَنّى وَيَخفُتُ اللَجَبُ,مُ المُعَنّى وَيَخفُتُ اللَجَبُ,ما أَوسَعَ المَوتَ يَستَريحُ بِهِ الجِس,السريع,أبو العلاء المعري
إِنَّ رِجَالاً زَيَّنُوا الْحِلْيَهْ حَلاَّهُمُ الزَّمَانُ بِالْحِلْيَهْ,حَلاَّهُمُ الزَّمَانُ بِالْحِلْيَهْ,إِنَّ رِجَالاً زَيَّنُوا الْحِلْيَهْ,السريع,ابن زاكور
حِلْيَةِ يَاقُوتِ الرَّشَادِ وَنَا هِيكَ بِهَا مِنْ حِلْيَةِ الْعِلْيَهْ,هِيكَ بِهَا مِنْ حِلْيَةِ الْعِلْيَهْ,حِلْيَةِ يَاقُوتِ الرَّشَادِ وَنَا,السريع,ابن زاكور
كَسَاهُمُ اللهُ لَبُوسَ هُدىً لَمَّا الْتَقَى أَلْحَفَهُمْ زِيَّهْ,لَمَّا الْتَقَى أَلْحَفَهُمْ زِيَّهْ,كَسَاهُمُ اللهُ لَبُوسَ هُدىً,السريع,ابن زاكور
وَمِنْ سُلاَفِ الْوُدِّ أَلْهَمَهُمْ فَأَصْبَحُوا قَدْ أَخْمَدُوا رِيَّهْ,فَأَصْبَحُوا قَدْ أَخْمَدُوا رِيَّهْ,وَمِنْ سُلاَفِ الْوُدِّ أَلْهَمَهُمْ,السريع,ابن زاكور
ناَهِيكَ مِنْ قَوْمٍ حَوَوْا شَرَفاً إِذْ رَفَضُوا الدُّنْيَا كَمَا الزِّنْيَهْ,إِذْ رَفَضُوا الدُّنْيَا كَمَا الزِّنْيَهْ,ناَهِيكَ مِنْ قَوْمٍ حَوَوْا شَرَفاً,السريع,ابن زاكور
وَسَلَّمُوا الأَمْرَ لِخَالِقِهِمْ وَاتَّخَذُوا مَرْضَاتِهِ قِنْيَهْ,وَاتَّخَذُوا مَرْضَاتِهِ قِنْيَهْ,وَسَلَّمُوا الأَمْرَ لِخَالِقِهِمْ,السريع,ابن زاكور
وَبَذَلُوا فِي الأَمْرِ طَاقَتَهُمْ إِذْ فَاتَهُمْ أَنْ يَقْرَبُوا نُهْيَهْ,إِذْ فَاتَهُمْ أَنْ يَقْرَبُوا نُهْيَهْ,وَبَذَلُوا فِي الأَمْرِ طَاقَتَهُمْ,السريع,ابن زاكور
غِذَاؤُهُمْ ذِكْرُ حَبِيبِهِمُ وَرُبَّمَا قَامَتْ بِهِ الْبِنْيَهْ,وَرُبَّمَا قَامَتْ بِهِ الْبِنْيَهْ,غِذَاؤُهُمْ ذِكْرُ حَبِيبِهِمُ,السريع,ابن زاكور
سُبْحَانَ مَنْ سَقَاهُمُ كََرماً مِنْ فَضْلِهِ مَا اسْتَعْذَبُوا سَقْيَهْ,مِنْ فَضْلِهِ مَا اسْتَعْذَبُوا سَقْيَهْ,سُبْحَانَ مَنْ سَقَاهُمُ كََرماً,السريع,ابن زاكور
سُبْحَانَ مَنْ بِالزُّهْدِ صَدَّهُمْ عَنْ عَرَضِ الدُّنْيَا بِلاَ مِرْيَهْ,عَنْ عَرَضِ الدُّنْيَا بِلاَ مِرْيَهْ,سُبْحَانَ مَنْ بِالزُّهْدِ صَدَّهُمْ,السريع,ابن زاكور
فَعَرَضُ الدُّنْيَا قَلَوْهُ وَفِي زَخَارِفِ الأُخْرَى لَهُمْ غُنْيَهْ,زَخَارِفِ الأُخْرَى لَهُمْ غُنْيَهْ,فَعَرَضُ الدُّنْيَا قَلَوْهُ وَفِي,السريع,ابن زاكور
فَعَرَضُ الدُّنْيَا بِأَعْيُنِهِمْ كَعَقْرَبٍ تَلْدَغُ أَوْ حَيَّهْ,كَعَقْرَبٍ تَلْدَغُ أَوْ حَيَّهْ,فَعَرَضُ الدُّنْيَا بِأَعْيُنِهِمْ,السريع,ابن زاكور
خُطُورُهُ وَقْتاً بِبَالِهِمُ مُسْتَوْجِبٌ فِي عُرْفِهِ فِدْيَهْ,مُسْتَوْجِبٌ فِي عُرْفِهِ فِدْيَهْ,خُطُورُهُ وَقْتاً بِبَالِهِمُ,السريع,ابن زاكور
حِنَّ إِلَى أَطْلاَلِ حُبِّهِمُ حَنِينَ غَيْلاَنٍ إِلَى مَيَّهْ,حَنِينَ غَيْلاَنٍ إِلَى مَيَّهْ,حِنَّ إِلَى أَطْلاَلِ حُبِّهِمُ,السريع,ابن زاكور
فَمَنْ يَحُمْ حَوْلَ مَحَبَّتِهِمْ يَنَالُ مِنْ طَعْمِ الرَّدَى حِمْيَهْ,يَنَالُ مِنْ طَعْمِ الرَّدَى حِمْيَهْ,فَمَنْ يَحُمْ حَوْلَ مَحَبَّتِهِمْ,السريع,ابن زاكور
سَلْ بِهِمُ الرَّحْمَانَ تَقْطِفُ مِنْ رَحْمَتِهِ الآمَالَ وَالْبُِغْيَهْ,رَحْمَتِهِ الآمَالَ وَالْبُِغْيَهْ,سَلْ بِهِمُ الرَّحْمَانَ تَقْطِفُ مِنْ,السريع,ابن زاكور
وَاطْلُبْ رِضَا اللهِ بِجَاهِهِمْ تَحْظَ بِهِمْ إِنْ كُنْتَ ذَا نِيَّهْ,تَحْظَ بِهِمْ إِنْ كُنْتَ ذَا نِيَّهْ,وَاطْلُبْ رِضَا اللهِ بِجَاهِهِمْ,السريع,ابن زاكور
مَنْ سَأَلَ اللهَ بِجَاهِهِمُ تُقَبَّلَ اللهُ بِهِمْ سَعْيَهْ,تُقَبَّلَ اللهُ بِهِمْ سَعْيَهْ,مَنْ سَأَلَ اللهَ بِجَاهِهِمُ,السريع,ابن زاكور
إِنَّ سُؤَالاً بِجَلاَلَتِهِمْ يَحُولُ بَيْنَ الْقَطْعِ وَالْمُدْيَهْ,يَحُولُ بَيْنَ الْقَطْعِ وَالْمُدْيَهْ,إِنَّ سُؤَالاً بِجَلاَلَتِهِمْ,السريع,ابن زاكور
إِنَّ سُؤَالاً بِمَكَانَتِهِمْ يَكُونُ مِنْ كُلِّ أَسىً رًقْيَهْ,يَكُونُ مِنْ كُلِّ أَسىً رًقْيَهْ,إِنَّ سُؤَالاً بِمَكَانَتِهِمْ,السريع,ابن زاكور
وَاسْمَعْ أَحَادِيثَ كَرَامَتِهِمْ مَرْوِيَّةً عَمَّنْ لَهُ دِرْيَهْ,مَرْوِيَّةً عَمَّنْ لَهُ دِرْيَهْ,وَاسْمَعْ أَحَادِيثَ كَرَامَتِهِمْ,السريع,ابن زاكور
إِنَّ سَمَاعاً لِمَفَاخِرِهِمْ يَكْسُو قُلُوباً قَدْ قَسَتْ خِشْيَهْ,يَكْسُو قُلُوباً قَدْ قَسَتْ خِشْيَهْ,إِنَّ سَمَاعاً لِمَفَاخِرِهِمْ,السريع,ابن زاكور
إِنَّ سَمَاعاً لِمَنَاقِبِهِمْ يَصِيرُ الْمَنْكُوبُ ذَا نَشْيَهْ,يَصِيرُ الْمَنْكُوبُ ذَا نَشْيَهْ,إِنَّ سَمَاعاً لِمَنَاقِبِهِمْ,السريع,ابن زاكور
إِنَّ الْتِذَاذاً بِحَدِيثِهِمُ وَحَقِّهِمْ مِنْ أَشْرَفِ الْمُنْيَهْ,وَحَقِّهِمْ مِنْ أَشْرَفِ الْمُنْيَهْ,إِنَّ الْتِذَاذاً بِحَدِيثِهِمُ,السريع,ابن زاكور
بِجَاهِهِمْ رَبِّي لَدَيْكَ وَمَنْ طَوَّقَهُمْ إِذْ شِئْتَهُمْ حِلْيَهْ,طَوَّقَهُمْ إِذْ شِئْتَهُمْ حِلْيَهْ,بِجَاهِهِمْ رَبِّي لَدَيْكَ وَمَنْ,السريع,ابن زاكور
نَبِيِّنَا خَيْرِ الْوَرَى مَنْ أَتَى إِلَيْهِ جِبْرِيلٌ كَمَا دِحْيَهْ,إِلَيْهِ جِبْرِيلٌ كَمَا دِحْيَهْ,نَبِيِّنَا خَيْرِ الْوَرَى مَنْ أَتَى,السريع,ابن زاكور
أَزْكَى صَلاَةٍ مِنْكَ دَائِمَةٍ عَلَيْهِ مَا أَهْدَى لَنَا هَدْيَهْ,عَلَيْهِ مَا أَهْدَى لَنَا هَدْيَهْ,أَزْكَى صَلاَةٍ مِنْكَ دَائِمَةٍ,السريع,ابن زاكور
جَازَ الذِي أَبْدَى شَمَائِلَهُمْ بِجَنَّةِ الْفِرْدَوْسِ فِي حِلْيَهْ,بِجَنَّةِ الْفِرْدَوْسِ فِي حِلْيَهْ,جَازَ الذِي أَبْدَى شَمَائِلَهُمْ,السريع,ابن زاكور
أَبُو نُعَيْمٍ مَنْ سَمَا وَعَلاَ أَبُو نُعَيْمٍ نَاعِمُ النِّيَّهْ,أَبُو نُعَيْمٍ نَاعِمُ النِّيَّهْ,أَبُو نُعَيْمٍ مَنْ سَمَا وَعَلاَ,السريع,ابن زاكور
أَبُو نُعَيْمٍ مَنْ غَدَا حَسَناً مُذْ حَسَّنَ اللهُ بِهِمْ وَشْيَهْ,مُذْ حَسَّنَ اللهُ بِهِمْ وَشْيَهْ,أَبُو نُعَيْمٍ مَنْ غَدَا حَسَناً,السريع,ابن زاكور
أَبُو نُعَيْمٍ مَنْ حَوَى شَرَفاً نَعَّمَهُ الرَّحْمَانُ بِالرُّؤْيَهْ,نَعَّمَهُ الرَّحْمَانُ بِالرُّؤْيَهْ,أَبُو نُعَيْمٍ مَنْ حَوَى شَرَفاً,السريع,ابن زاكور
وَاغْفِرْ لَنَا اللَّهُمَّ خَالِقَنَا مَا قَدْ جَنَاهُ الْبَغْيُ وَالْفِرْيَهْ,مَا قَدْ جَنَاهُ الْبَغْيُ وَالْفِرْيَهْ,وَاغْفِرْ لَنَا اللَّهُمَّ خَالِقَنَا,السريع,ابن زاكور
وَمَا اَقْتَرَفْنَا بِبَطَالتَنِاَ وَلَهْوِنَا بِالْجَهْرِ وَالْخُفْيَهْ,وَلَهْوِنَا بِالْجَهْرِ وَالْخُفْيَهْ,وَمَا اَقْتَرَفْنَا بِبَطَالتَنِاَ,السريع,ابن زاكور
وَانْصُرْ أَمِيرَ الْمُؤْمِنِينَ عَلَى مَنْ رَامَ أَنْ يُوسِعَهُمْ بَغْيَهْ,مَنْ رَامَ أَنْ يُوسِعَهُمْ بَغْيَهْ,وَانْصُرْ أَمِيرَ الْمُؤْمِنِينَ عَلَى,السريع,ابن زاكور
وَأَدِمِ اللَّهُ مَحَاسِنَهُ إِذْ هِيَ مِنْ رَأْسِ الْهُدَى نِقْيَهْ,إِذْ هِيَ مِنْ رَأْسِ الْهُدَى نِقْيَهْ,وَأَدِمِ اللَّهُ مَحَاسِنَهُ,السريع,ابن زاكور
وَاحْفُفْهُ يَارَبِّ بِكُلِّ سَنىً وَاسْقِهِ مِنْ حَوْضِ الْمُنَى أَرْيَهْ,وَاسْقِهِ مِنْ حَوْضِ الْمُنَى أَرْيَهْ,وَاحْفُفْهُ يَارَبِّ بِكُلِّ سَنىً,السريع,ابن زاكور
وَوَفِّقِ اللَّهُ بِطَانَتَهُ وَسَدِّدَنْ يَا رَبَّنَا رَأْيَهْ,وَسَدِّدَنْ يَا رَبَّنَا رَأْيَهْ,وَوَفِّقِ اللَّهُ بِطَانَتَهُ,السريع,ابن زاكور
وَأَصْلِحِ الأَشْرَافَ سَادَتَنَا إِنَّ لَنَا فِِي رُشْدِهِمْ بِغْيَهْ,إِنَّ لَنَا فِِي رُشْدِهِمْ بِغْيَهْ,وَأَصْلِحِ الأَشْرَافَ سَادَتَنَا,السريع,ابن زاكور
وَأَسْنِدِ اللهُ لَهَمْ هِمَماً مَا أُسْنِدَ الْحُسْنُ إِلَى الظَّبْيَهْ,مَا أُسْنِدَ الْحُسْنُ إِلَى الظَّبْيَهْ,وَأَسْنِدِ اللهُ لَهَمْ هِمَماً,السريع,ابن زاكور
وَقَارِئِ الْحِلْيَةِ ذَا نَغَمٍ تُزِيلُ عَنْ قَلْبِ صَدٍ غَيَّهْ,تُزِيلُ عَنْ قَلْبِ صَدٍ غَيَّهْ,وَقَارِئِ الْحِلْيَةِ ذَا نَغَمٍ,السريع,ابن زاكور
وَرَاقِمِ الشِّعْرِ بِمَجْدِهِمُ أَصْلِحْهُمَا وَالأَهْلَ وَالصِّبْيَهْ,أَصْلِحْهُمَا وَالأَهْلَ وَالصِّبْيَهْ,وَرَاقِمِ الشِّعْرِ بِمَجْدِهِمُ,السريع,ابن زاكور
وَمَنْ حَمَى لِلْمُسْلِمِينَ أَسىً فَاقْصُرْ عَلَيْهِ رَبَّنَا حِمْيَهْ,فَاقْصُرْ عَلَيْهِ رَبَّنَا حِمْيَهْ,وَمَنْ حَمَى لِلْمُسْلِمِينَ أَسىً,السريع,ابن زاكور
وَمَنْ غَثَى مِنْ حِقْدِهِمْ وَغَلاَ طَوِّقْهُ يَا رَبَّ الْعُلاَ غَثْيَهْ,طَوِّقْهُ يَا رَبَّ الْعُلاَ غَثْيَهْ,وَمَنْ غَثَى مِنْ حِقْدِهِمْ وَغَلاَ,السريع,ابن زاكور
وَاجْعَلْ أَذَى الْمُؤْذِي بِلَبَّتِهِ وَسَقِّهِ مِنْ بَأْسِهِ شَرْيَهْ,وَسَقِّهِ مِنْ بَأْسِهِ شَرْيَهْ,وَاجْعَلْ أَذَى الْمُؤْذِي بِلَبَّتِهِ,السريع,ابن زاكور
بِجَاهِ شَمْسِ الْخَلْقِ سَيِّدِنَا مُحَمَّدٍ أَزْكَى الْوَرَى نَهْيَهْ,مُحَمَّدٍ أَزْكَى الْوَرَى نَهْيَهْ,بِجَاهِ شَمْسِ الْخَلْقِ سَيِّدِنَا,السريع,ابن زاكور
صَلَّى عَلَيْهِ اللهُ مَا هَطَلَتْ دُمُوعُ أَقْوَامٍ مِنَ الْخِشْيَهْ,دُمُوعُ أَقْوَامٍ مِنَ الْخِشْيَهْ,صَلَّى عَلَيْهِ اللهُ مَا هَطَلَتْ,السريع,ابن زاكور
وَالآلِ وِالصِّحْبِ وَتَابِعِهِمْ وَمَنْ حَوَتْهُ كُتُبُ الْحِلْيَهْ,وَمَنْ حَوَتْهُ كُتُبُ الْحِلْيَهْ,وَالآلِ وِالصِّحْبِ وَتَابِعِهِمْ,السريع,ابن زاكور
ما اسم ثلاثي وفعل معا في حالةٍ تربيعُه ظاهِرُ,في حالةٍ تربيعُه ظاهِرُ,ما اسم ثلاثي وفعل معا,السريع,ابن النقيب
ساءَ وسرَّ الناسَ في حكمه فهو لديهم عادِلٌ جائِرُ,فهو لديهم عادِلٌ جائِرُ,ساءَ وسرَّ الناسَ في حكمه,السريع,ابن النقيب
تبدو نجومُ الأُفْقِ فيه لنا ويستبينُ الفَلَكُ الدائرُ,ويستبينُ الفَلَكُ الدائرُ,تبدو نجومُ الأُفْقِ فيه لنا,السريع,ابن النقيب
أفعاله تحكي حظوظَ الورى فرائح هَذا وذا خاسرُ,فرائح هَذا وذا خاسرُ,أفعاله تحكي حظوظَ الورى,السريع,ابن النقيب
والكرّ والفرُّ له شيمة وماله ظلف ولا حافرُ,وماله ظلف ولا حافرُ,والكرّ والفرُّ له شيمة,السريع,ابن النقيب
تراه مثنى وهو فرد غدا للفرس فيه العجب النادرُ,للفرس فيه العجب النادرُ,تراه مثنى وهو فرد غدا,السريع,ابن النقيب
بينا يرى بين بنان الورى إِذا به مطرح خائر,إِذا به مطرح خائر,بينا يرى بين بنان الورى,السريع,ابن النقيب
ثلْثاه بعد القلب حرف بدا في طيّه جاء به الآخرُ,في طيّه جاء به الآخرُ,ثلْثاه بعد القلب حرف بدا,السريع,ابن النقيب
طرداً وعكساً أن غدا مهملاً أو معجماً يقرؤه الناظر,أو معجماً يقرؤه الناظر,طرداً وعكساً أن غدا مهملاً,السريع,ابن النقيب
إِن بان ثانيه فأمر لما يعصيك فيه الرشأ الهاجر,يعصيك فيه الرشأ الهاجر,إِن بان ثانيه فأمر لما,السريع,ابن النقيب
فهاك ما حبرت في وصفه يعجَب منه الزَّكِنُ الماهر,يعجَب منه الزَّكِنُ الماهر,فهاك ما حبرت في وصفه,السريع,ابن النقيب
يا غُرَّةً تَسخَرُ بِالبَدرِ وَمُقلَةً تَنفُثُ بِالسِحرِ,وَمُقلَةً تَنفُثُ بِالسِحرِ,يا غُرَّةً تَسخَرُ بِالبَدرِ,السريع,المعتمد بن عباد
وَمَبسَمّا نُظِّم مِن جَوهَرٍ وَماؤُهُ مِن أَعطَرِ الخَمرِ,وَماؤُهُ مِن أَعطَرِ الخَمرِ,وَمَبسَمّا نُظِّم مِن جَوهَرٍ,السريع,المعتمد بن عباد
وَمَنطَقا أَثبَتَ مِن سِحرِهِ أَحَرَّ في قَلبي مِنَ الجَمرِ,أَحَرَّ في قَلبي مِنَ الجَمرِ,وَمَنطَقا أَثبَتَ مِن سِحرِهِ,السريع,المعتمد بن عباد
وَشادِنا تَيَّمني شَخصُهُ وَوَكَّلَ الأَجفانَ بِالسَهرِ,وَوَكَّلَ الأَجفانَ بِالسَهرِ,وَشادِنا تَيَّمني شَخصُهُ,السريع,المعتمد بن عباد
