الشاعر,البحر,الشطر الأيمن,الشطر الأيسر,البيت
ابن مالك,الرجز,وأتبعت لفظاً فحسب بل ولا ,  لكن كلم يبد امرؤ لكن طلا,وأتبعت لفظاً فحسب بل ولا لكن كلم يبد امرؤ لكن طلا
ابن مالك,الرجز,فاعطف بواو ٍ سابقا ً أو لاحقا ً ,  في الحكم أو مصاحبا ً موافقاً,فاعطف بواو ٍ سابقا ً أو لاحقا ً في الحكم أو مصاحبا ً موافقاً
ابن مالك,الرجز,واخصص بهاعطف الذي لا يغني ,  متبوعة كاصطفّ هذا وابني,واخصص بهاعطف الذي لا يغني متبوعة كاصطفّ هذا وابني
ابن مالك,الرجز,والفاء للترتيب باتصال ,  وثمّ للترتيب بانفصال,والفاء للترتيب باتصال وثمّ للترتيب بانفصال
ابن مالك,الرجز,واخصص بفاءٍ عطف ما ليس صله ,  على الذي استقرّ أنه الصّلة,واخصص بفاءٍ عطف ما ليس صله على الذي استقرّ أنه الصّلة
ابن مالك,الرجز,بعضا بحتّى اعطف على كلٍّ  ولا ,  يكون إلا غاية الذي تلا,بعضا بحتّى اعطف على كلٍّ ولا يكون إلا غاية الذي تلا
ابن مالك,الرجز,وأم بها اعطف إثر همز التسوية ,  أو همزة ٍ عن لفظ أيٍّ مغنيه,وأم بها اعطف إثر همز التسوية أو همزة ٍ عن لفظ أيٍّ مغنيه
ابن مالك,الرجز,وربما أسقطت الهمزة إن ,  كان خفا المعنى بحذفها أمن,وربما أسقطت الهمزة إن كان خفا المعنى بحذفها أمن
ابن مالك,الرجز,وبانقطاع ٍ  وبمعنى بل وفت ,  إن تك ممّا قيّدت به خلت,وبانقطاع ٍ وبمعنى بل وفت إن تك ممّا قيّدت به خلت
ابن مالك,الرجز,خيّر أبح قسّم وأبهم ,  واشكك وإضرابّ بها أيضا ً نمي,خيّر أبح قسّم وأبهم واشكك وإضرابّ بها أيضا ً نمي
ابن مالك,الرجز,وربّما عاقبت الواو إذا ,  لم يلف ذو النطق للبس ٍ منفذا,وربّما عاقبت الواو إذا لم يلف ذو النطق للبس ٍ منفذا
ابن مالك,الرجز,ومثل أو القصد إمّا الثانية ,  في نحو إمّا ذي وإمّا النّائية,ومثل أو القصد إمّا الثانية في نحو إمّا ذي وإمّا النّائية
ابن مالك,الرجز,وأول لكن نفيا ً أو نهيا ً ولا ,  نداءً او أمرا ً أو اثباتاً تلا,وأول لكن نفيا ً أو نهيا ً ولا نداءً او أمرا ً أو اثباتاً تلا
ابن مالك,الرجز,وبل كلكن بعد مصحوبيها ,  كلم أكن في مربع ٍ بل تيها,وبل كلكن بعد مصحوبيها كلم أكن في مربع ٍ بل تيها
ابن مالك,الرجز,وانقل بها للثان حكم الأوّل ,  في الخبر المثبت والأمر الجلي,وانقل بها للثان حكم الأوّل في الخبر المثبت والأمر الجلي
ابن مالك,الرجز,وإن على ضمير رفع ٍ متصل ,  عطفت فافصل بالضمير المنفصل,وإن على ضمير رفع ٍ متصل عطفت فافصل بالضمير المنفصل
ابن مالك,الرجز,أو فاصل ٍ مّا ولا فصل ٍ يرد ,  في النّظم فاشيا ً وضعفه اعتقد,أو فاصل ٍ مّا ولا فصل ٍ يرد في النّظم فاشيا ً وضعفه اعتقد
ابن مالك,الرجز,وعود خافض ٍ لدى عطف ٍ على ,  ضمير خفض ٍ  لازما ً قد جعلا,وعود خافض ٍ لدى عطف ٍ على ضمير خفض ٍ لازما ً قد جعلا
ابن مالك,الرجز,وليس عندي لازما ً إذ قد أتى ,  في النّظم والنّثر الصّحيح مثبتا,وليس عندي لازما ً إذ قد أتى في النّظم والنّثر الصّحيح مثبتا
ابن مالك,الرجز,والفاء قد تحذف مع ما عطفت ,  والواو إذ لا لبس وهي انفردت,والفاء قد تحذف مع ما عطفت والواو إذ لا لبس وهي انفردت
ابن مالك,الرجز,بعطف عامل ٍ مزال ٍ قد بقي ,  معموله دفعا ً لوهم ٍ اتقي,بعطف عامل ٍ مزال ٍ قد بقي معموله دفعا ً لوهم ٍ اتقي
ابن مالك,الرجز,وحذف متبوع ٍ بدا عنا استبح ,  وعطفك الفعل على الفعل يصحّ,وحذف متبوع ٍ بدا عنا استبح وعطفك الفعل على الفعل يصحّ
ابن مالك,الرجز,واعطف على اسم شبه فعل ٍ فعلا ,  وعكسا ً استعمل تجده سهلا,واعطف على اسم شبه فعل ٍ فعلا وعكسا ً استعمل تجده سهلا
ابن مالك,الرجز,التابع المقصود بالحكم بلا ,  واسطة ٍ هو المسمّى بدلا,التابع المقصود بالحكم بلا واسطة ٍ هو المسمّى بدلا
ابن مالك,الرجز,مطابقاً أو بعضا ً او ما يشتمل ,  عليه يلفى أو كمعطوف ٍ ببل,مطابقاً أو بعضا ً او ما يشتمل عليه يلفى أو كمعطوف ٍ ببل
ابن مالك,الرجز,وذا للاضراب اعز إن قصدا ً صحب ,  ودون قصد ٍ غلط ّ به سلب,وذا للاضراب اعز إن قصدا ً صحب ودون قصد ٍ غلط ّ به سلب
ابن مالك,الرجز,كزره خالدا ً  وقبّله اليدا ,  واعرفه حقه وخدنبلا ً مُدى,كزره خالدا ً وقبّله اليدا واعرفه حقه وخدنبلا ً مُدى
ابن مالك,الرجز,ومن ضمير الحاضر الظاهر لا ,  تبدله إلا ما إحاطة ً جلا,ومن ضمير الحاضر الظاهر لا تبدله إلا ما إحاطة ً جلا
ابن مالك,الرجز,أو اقتضى بعضا ً او اشتمالا ,  كأنّك ابتهاجك استمالا,أو اقتضى بعضا ً او اشتمالا كأنّك ابتهاجك استمالا
ابن مالك,الرجز,وبدل المضمّن الهمز يلي ,  همزا ً كمن ذا أسعيدّ أم علي,وبدل المضمّن الهمز يلي همزا ً كمن ذا أسعيدّ أم علي
ابن مالك,الرجز,ويبدل الفعل من الفعل كمن ,  يصل إلينا يستعن بنا يعن,ويبدل الفعل من الفعل كمن يصل إلينا يستعن بنا يعن
ابن مالك,الرجز,وللمنادى النّاء أو كالنّاء يا ,  وأي وآكذا أيا ثمّ هيا,وللمنادى النّاء أو كالنّاء يا وأي وآكذا أيا ثمّ هيا
ابن مالك,الرجز,والهمز للدّاني ووا لمن ندب ,  أو يا وغير وا لدى اللبس اجتنب,والهمز للدّاني ووا لمن ندب أو يا وغير وا لدى اللبس اجتنب
ابن مالك,الرجز,وغير مندوب ٍ ومضمر ٍ وما ,  جامستغاثا ً قد يعرّى فاعلما,وغير مندوب ٍ ومضمر ٍ وما جامستغاثا ً قد يعرّى فاعلما
ابن مالك,الرجز,وذاك في اسم الجنس والمشارله ,  قلّ ومن يمنعه فانصر عاذله,وذاك في اسم الجنس والمشارله قلّ ومن يمنعه فانصر عاذله
ابن مالك,الرجز,وابن المعرّف المنادى المفردا ,  على الذي في رفعه قد عهدا,وابن المعرّف المنادى المفردا على الذي في رفعه قد عهدا
ابن مالك,الرجز,وانو انضمام ما بنوا قبل النّدا ,  وليجرى مجرى ذي بناءٍ جدّدا,وانو انضمام ما بنوا قبل النّدا وليجرى مجرى ذي بناءٍ جدّدا
ابن مالك,الرجز,والمفرد المنكور والمضافا ,  وشبهه انصب عادما ً خلافا,والمفرد المنكور والمضافا وشبهه انصب عادما ً خلافا
ابن مالك,الرجز,ونحو زيدٍ ضمّ وافتحنّ  من ,  نحو أزيد بن سعيدٍ لا تهن,ونحو زيدٍ ضمّ وافتحنّ من نحو أزيد بن سعيدٍ لا تهن
ابن مالك,الرجز,والضمّ إن لم يل الابن علما ,  أو يل الابن علمّ قد حتما,والضمّ إن لم يل الابن علما أو يل الابن علمّ قد حتما
ابن مالك,الرجز,واضمم او ناصب ما اضطرارا ً نوّنا ,  مّما له استحقاق ضمٍّ بيّنا,واضمم او ناصب ما اضطرارا ً نوّنا مّما له استحقاق ضمٍّ بيّنا
ابن مالك,الرجز,وباضطرار ٍ خصّ جمع يا وأل ,  إلا مع الله ومحكيّ الجُمل,وباضطرار ٍ خصّ جمع يا وأل إلا مع الله ومحكيّ الجُمل
ابن مالك,الرجز,والأكثر اللهمّ بالتعويض ,  وشذّ يا اللهمّ في قريض,والأكثر اللهمّ بالتعويض وشذّ يا اللهمّ في قريض
ابن مالك,الرجز,تابع ذي الضمِِّ المضاف دون أل ,  ألزمه نصبا ً  كأزيد ذا الحيل,تابع ذي الضمِِّ المضاف دون أل ألزمه نصبا ً كأزيد ذا الحيل
ابن مالك,الرجز,وما سواه ارفع أو انصب واجعلا ,  كمستقلٍّ نسقا ً وبدلا,وما سواه ارفع أو انصب واجعلا كمستقلٍّ نسقا ً وبدلا
ابن مالك,الرجز,وإن يكن مصحوب أل بعد صفه ,  يلزم بالرّفع لدى ذي المعرفة,وإن يكن مصحوب أل بعد صفه يلزم بالرّفع لدى ذي المعرفة
ابن مالك,الرجز,رأيُّ هذا أيها الذي ورد ,  ووصف أي بسوى هذا يُردّ,رأيُّ هذا أيها الذي ورد ووصف أي بسوى هذا يُردّ
ابن مالك,الرجز,وذو إشارة ٍ كأيٍّ في الصفه ,  إن كان تركها يفيت المعرفه,وذو إشارة ٍ كأيٍّ في الصفه إن كان تركها يفيت المعرفه
ابن مالك,الرجز,في نحو سعد سعد الأوس ينتصب ,  ثان ٍ وضمَّ وافتح اوّلا تصب,في نحو سعد سعد الأوس ينتصب ثان ٍ وضمَّ وافتح اوّلا تصب
ابن مالك,الرجز,واجعل منادىً صحّ إن يُضف ليا ,  كعبدِ عبدي عبد عبدا عبديا,واجعل منادىً صحّ إن يُضف ليا كعبدِ عبدي عبد عبدا عبديا
ابن مالك,الرجز,وفتحّ او كسرّ وحذف اليا استمر ,  في يا ابن أمِّ يا ابن عمّ لا مفر,وفتحّ او كسرّ وحذف اليا استمر في يا ابن أمِّ يا ابن عمّ لا مفر
ابن مالك,الرجز,"وفي النّدا "" أبتِ"" "" أمّتِ"" عرض ",  واكسر او افتح ومن اليا التا عوض,"وفي النّدا "" أبتِ"" "" أمّتِ"" عرض واكسر او افتح ومن اليا التا عوض"
ابن مالك,الرجز,وفل بعض ما يخصّ بالندا ,  لؤمان نومان كذا واطّردا,وفل بعض ما يخصّ بالندا لؤمان نومان كذا واطّردا
ابن مالك,الرجز,في سبّ الانثى وزن يا خباث ,  والأمر هكذا من الثلاثي,في سبّ الانثى وزن يا خباث والأمر هكذا من الثلاثي
ابن مالك,الرجز,وشاع في سبّ الذكور فعل ,  ولا تقس وجرّ في الشعر فل,وشاع في سبّ الذكور فعل ولا تقس وجرّ في الشعر فل
ابن مالك,الرجز,إذا استغيث اسمّ منادىً خُفضا ,  باللام مفتوحاً كيا للمرتضى,إذا استغيث اسمّ منادىً خُفضا باللام مفتوحاً كيا للمرتضى
ابن مالك,الرجز,وافتح مع المعطوف إن كرّرت يا ,  وفي سوى ذلك بالكسر ائتيا,وافتح مع المعطوف إن كرّرت يا وفي سوى ذلك بالكسر ائتيا
ابن مالك,الرجز,ولامُ ما استغيث عاقبت ألِف ,  ومثله اسمّ ذو تعجّبٍ ألِف,ولامُ ما استغيث عاقبت ألِف ومثله اسمّ ذو تعجّبٍ ألِف
ابن مالك,الرجز,ما للمنادى اجعل لمندوبٍ وما ,  نُكّر لم يندب ولا ما أبهما,ما للمنادى اجعل لمندوبٍ وما نُكّر لم يندب ولا ما أبهما
ابن مالك,الرجز,ويندب الموصول بالذي اشتهر ,  كبئر زمزم ٍ يلي وا من حفر,ويندب الموصول بالذي اشتهر كبئر زمزم ٍ يلي وا من حفر
ابن مالك,الرجز,ومنهى المندوب صله بالألف ,  متلوّها إن كان مثلها حُذف,ومنهى المندوب صله بالألف متلوّها إن كان مثلها حُذف
ابن مالك,الرجز,كذاك تنوين الذي به كمل ,  من صلةٍ أو غيرها نلت الأمل,كذاك تنوين الذي به كمل من صلةٍ أو غيرها نلت الأمل
ابن مالك,الرجز,والشكل حتماً أوله مجانساً ,  إن يكن الفتح بِِِِوَهم ٍ لابسا,والشكل حتماً أوله مجانساً إن يكن الفتح بِِِِوَهم ٍ لابسا
ابن مالك,الرجز,وواقفاً زد هاء سكت ٍ إن تُرِد ,  وإن تشأ فالمدّ والها لا تزد,وواقفاً زد هاء سكت ٍ إن تُرِد وإن تشأ فالمدّ والها لا تزد
ابن مالك,الرجز,وقائلّ واعبديا واعبدا ,  من في النّدا اليا ذا سكون ٍ أبدى,وقائلّ واعبديا واعبدا من في النّدا اليا ذا سكون ٍ أبدى
ابن مالك,الرجز,  ترخيماً احذف اخِرَ المنادى ,  كيا سعا فيمن دعا سعادا, ترخيماً احذف اخِرَ المنادى كيا سعا فيمن دعا سعادا
ابن مالك,الرجز,وجوّزنه مطلقا في كلّ ما ,  أنت بالها وبالذي قد رُخِّما,وجوّزنه مطلقا في كلّ ما أنت بالها وبالذي قد رُخِّما
ابن مالك,الرجز,بحذفها وفّره بعد واحظلا ,  ترخيم ما من  هذه الها قد خلا,بحذفها وفّره بعد واحظلا ترخيم ما من هذه الها قد خلا
ابن مالك,الرجز,إلا الرباعيّ فما فوق العلم ,  دون إضافةٍ وإسنادٍ متمّ,إلا الرباعيّ فما فوق العلم دون إضافةٍ وإسنادٍ متمّ
ابن مالك,الرجز,ومع الآخر احذف الذي تلا ,  إن ريد ليْناً ساكناً مكمّلا,ومع الآخر احذف الذي تلا إن ريد ليْناً ساكناً مكمّلا
ابن مالك,الرجز,أربعة ً فصاعداً والخُلفُ في ,  واو ٍ وياءٍ بهما فتحّ قفي,أربعة ً فصاعداً والخُلفُ في واو ٍ وياءٍ بهما فتحّ قفي
ابن مالك,الرجز,والعجز احذف من مركّبٍ وقل , ترخيم حُملةٍ وذا عمروّ نقل,والعجز احذف من مركّبٍ وقل ترخيم حُملةٍ وذا عمروّ نقل
ابن مالك,الرجز,وإن نويت بعد حذف ما حُذف ,  فالباقي استعمل بما فيه أُلِف,وإن نويت بعد حذف ما حُذف فالباقي استعمل بما فيه أُلِف
ابن مالك,الرجز,واجعله إن لم تنو محذوفاً كما , لو كان بالآخر وضعاً تُمِّما,واجعله إن لم تنو محذوفاً كما لو كان بالآخر وضعاً تُمِّما
ابن مالك,الرجز,فقل على الأول في ثمود يا ,  ثمو و يا ثمي على الثاني بيا,فقل على الأول في ثمود يا ثمو و يا ثمي على الثاني بيا
ابن مالك,الرجز,والتزم الأوّل في كمُسمله ,  وجوّز الوجهين في كمَسلمه,والتزم الأوّل في كمُسمله وجوّز الوجهين في كمَسلمه
ابن مالك,الرجز,ولاضطرار ٍ رخّموا دون ندا ,  ما للنّدا يصلح نحو أحمد,ولاضطرار ٍ رخّموا دون ندا ما للنّدا يصلح نحو أحمد
ابن مالك,الرجز,الاختصاصّ كنداءٍ  دون يا ,  كأيها الفتى بإثر ارجونيا,الاختصاصّ كنداءٍ دون يا كأيها الفتى بإثر ارجونيا
ابن مالك,الرجز,وقد يُرى ذا دون أيٍّ تلو أل ,  كمثل نحن العُرْبَ أسخى مَن بذل,وقد يُرى ذا دون أيٍّ تلو أل كمثل نحن العُرْبَ أسخى مَن بذل
ابن مالك,الرجز,إيّاك والشّرّ ونحوه نصب ,  محذّرّّ بما استثاره وجب,إيّاك والشّرّ ونحوه نصب محذّرّّ بما استثاره وجب
ابن مالك,الرجز,ودون عطف ٍ ذا لأيّا انسب وما ,  سواه ستر فعله لن يلزما,ودون عطف ٍ ذا لأيّا انسب وما سواه ستر فعله لن يلزما
ابن مالك,الرجز,إلا مع العطف أو التكرار ,  كالضّيغم يا ذا السّاري,إلا مع العطف أو التكرار كالضّيغم يا ذا السّاري
ابن مالك,الرجز,وشذّ إيّاي وإيّاه أشذّ ,  وعن سبيل القصد من قاس انتبذ,وشذّ إيّاي وإيّاه أشذّ وعن سبيل القصد من قاس انتبذ
ابن مالك,الرجز,وكمُحدّر ٍ بلا إيّا اجعلا ,  مغزىً به كُلِّ ما قد فُصِّلا,وكمُحدّر ٍ بلا إيّا اجعلا مغزىً به كُلِّ ما قد فُصِّلا
ابن مالك,الرجز,ما ناب عن فعل ٍ كشتّان وصه ,  هو اسم فعل ٍٍ وكذا أوّه ومَه,ما ناب عن فعل ٍ كشتّان وصه هو اسم فعل ٍٍ وكذا أوّه ومَه
ابن مالك,الرجز,وما بمعنى افعل كآمين كثر ,  وغيرُهُ كوي وهيهات نزر,وما بمعنى افعل كآمين كثر وغيرُهُ كوي وهيهات نزر
ابن مالك,الرجز,والفعل من أسمائه عليكما ,  وهكذا دونك مع إليكما,والفعل من أسمائه عليكما وهكذا دونك مع إليكما
ابن مالك,الرجز,كذا رويد بله ناصبين ,  ويعملان الخفض مصدرين,كذا رويد بله ناصبين ويعملان الخفض مصدرين
ابن مالك,الرجز,وما لما تنوب عنه عن عمل ,  لها وأخّر مالذي فيه العمل,وما لما تنوب عنه عن عمل لها وأخّر مالذي فيه العمل
ابن مالك,الرجز,واحكم بتنكير الذي ينوّن ,  منها وتعربف سواه بيّن,واحكم بتنكير الذي ينوّن منها وتعربف سواه بيّن
ابن مالك,الرجز,وما به خوطب ما لا يعقل ,  من مُشبِهِ اسم الفعل صوتا يجعل,وما به خوطب ما لا يعقل من مُشبِهِ اسم الفعل صوتا يجعل
ابن مالك,الرجز,كذا الذي أجدى حكاية ً كقب ,  والزم بنا النّوعين فهو قد وجب,كذا الذي أجدى حكاية ً كقب والزم بنا النّوعين فهو قد وجب
ابن مالك,الرجز,للفعل توكيدّ بنونين هما ,  كنوني اذهبنّ واقصدنهما,للفعل توكيدّ بنونين هما كنوني اذهبنّ واقصدنهما
ابن مالك,الرجز,يؤكّدان افعل ويفعل آتيا ,  ذا طلبٍ أو شرطاً أمّا تاليا,يؤكّدان افعل ويفعل آتيا ذا طلبٍ أو شرطاً أمّا تاليا
ابن مالك,الرجز,أو مثبتاً في قسم ٍ مستقبلا ,  وقلّ بعد ما ولم بعد لا,أو مثبتاً في قسم ٍ مستقبلا وقلّ بعد ما ولم بعد لا
ابن مالك,الرجز,وغير إمّا من طوالب الجزا ,  وآخر المؤكّد افتح كابرزا,وغير إمّا من طوالب الجزا وآخر المؤكّد افتح كابرزا
ابن مالك,الرجز,واشكله قبل مضمر ٍ لين ٍ بما ,  جانس من تحرّك قد علما,واشكله قبل مضمر ٍ لين ٍ بما جانس من تحرّك قد علما
ابن مالك,الرجز,والمضمر احذفنّه إلا الألف ,  وإن يكن في آخر الفعل ألف,والمضمر احذفنّه إلا الألف وإن يكن في آخر الفعل ألف
ابن مالك,الرجز,فاجعله منه واقعا غير اليا ,  والواو ياءً  كاسعينَّ سعيا,فاجعله منه واقعا غير اليا والواو ياءً كاسعينَّ سعيا
ابن مالك,الرجز,واحذفه من رافع هاتين ٍ وفي ,  وا ويا شكل ّ مجانسّ قفي,واحذفه من رافع هاتين ٍ وفي وا ويا شكل ّ مجانسّ قفي
ابن مالك,الرجز,نحو اخشين يا هند بالكسر ويا ,  قوم اخشون واصمم وقس مسويّا,نحو اخشين يا هند بالكسر ويا قوم اخشون واصمم وقس مسويّا
ابن مالك,الرجز,ولم تقع خفيفة ّ بعد الألف ,  لكن شديدة ّ وكسرها ألف,ولم تقع خفيفة ّ بعد الألف لكن شديدة ّ وكسرها ألف
ابن مالك,الرجز,وألِفاً زد قبلها مؤكّداً  ,  فعلا ً الى نون الإناث أسندا,وألِفاً زد قبلها مؤكّداً  فعلا ً الى نون الإناث أسندا
ابن مالك,الرجز,واحذف خفيفة ً لساكن ٍ ردف ,  وبعد غير فتحة ٍ إذا تقف,واحذف خفيفة ً لساكن ٍ ردف وبعد غير فتحة ٍ إذا تقف
ابن مالك,الرجز,واردد إذا حذفتها في الوقف ما ,  من أجلها في الوصل كان عُدِما,واردد إذا حذفتها في الوقف ما من أجلها في الوصل كان عُدِما
ابن مالك,الرجز,وأبدلنها بعد فتح ٍ ألِفا ,  وقفاً كما تقول في قفنْ قفا,وأبدلنها بعد فتح ٍ ألِفا وقفاً كما تقول في قفنْ قفا
ابن مالك,الرجز,الصّرف تنوينّ أتى مبيّنا ,  معنىً به يكون الاسم أمكنا,الصّرف تنوينّ أتى مبيّنا معنىً به يكون الاسم أمكنا
ابن مالك,الرجز,فألف التأنيث مطلقاً منع ,  صرف الذي حواه كيفما وقع,فألف التأنيث مطلقاً منع صرف الذي حواه كيفما وقع
ابن مالك,الرجز,وزائدا فعلان في وصف سلم ,  من أن يُرى بتاء تأنيث ٍ خُتِم,وزائدا فعلان في وصف سلم من أن يُرى بتاء تأنيث ٍ خُتِم
ابن مالك,الرجز,ووصفّ اصليٌ ووزن أفعلا ,  ممنوع تأنيث ٍ بتا كأشهلا,ووصفّ اصليٌ ووزن أفعلا ممنوع تأنيث ٍ بتا كأشهلا
ابن مالك,الرجز,وألغينّ عارض الوصفيّه ,  كأربع ٍ وعارض الإسميه,وألغينّ عارض الوصفيّه كأربع ٍ وعارض الإسميه
ابن مالك,الرجز,فالأدهم القيد لكونه وُضِع ,  في الأصل وصفاً انصرافه مُنِع,فالأدهم القيد لكونه وُضِع في الأصل وصفاً انصرافه مُنِع
ابن مالك,الرجز,وأجدل ّ وأخيل ّ وأفعى ,  مصروفة ّ وقد ينلن المنعا,وأجدل ّ وأخيل ّ وأفعى مصروفة ّ وقد ينلن المنعا
ابن مالك,الرجز,ومنع عدل ٍ مع وصف ٍ معتبر ,  في لفظ مثنى وثلاث وأخر,ومنع عدل ٍ مع وصف ٍ معتبر في لفظ مثنى وثلاث وأخر
ابن مالك,الرجز,ووزن وثنى وثلاث كهما ,  من واحدٍ لأربع ٍ فليعلما,ووزن وثنى وثلاث كهما من واحدٍ لأربع ٍ فليعلما
ابن مالك,الرجز,وكن لجمع ٍ مشبهٍ مفاعلا ,  أو المفاعيل بمنع ٍ كافلا,وكن لجمع ٍ مشبهٍ مفاعلا أو المفاعيل بمنع ٍ كافلا
ابن مالك,الرجز,وذا اعتلال ٍ منه كالجواري ,  رفعاً وجرًّا أجرِه كساري,وذا اعتلال ٍ منه كالجواري رفعاً وجرًّا أجرِه كساري
ابن مالك,الرجز,ولسراويل بهذا الجمع ,  شبه ّ اقتضى عموم المنع,ولسراويل بهذا الجمع شبه ّ اقتضى عموم المنع
ابن مالك,الرجز,وإن به سُمِّي أو بما لحق ,  به فالانصراف منعه يحقّ,وإن به سُمِّي أو بما لحق به فالانصراف منعه يحقّ
ابن مالك,الرجز,والعلم امنع صرفه مركّبا ,  تركيب مزج ٍ نحو معديركبا,والعلم امنع صرفه مركّبا تركيب مزج ٍ نحو معديركبا
ابن مالك,الرجز,كذاك حاوي زائدي فعلانا ,  كغطفان وكأصبهانا,كذاك حاوي زائدي فعلانا كغطفان وكأصبهانا
ابن مالك,الرجز,كذا مؤنّثّ بهاءٍ مطلقا ,  وشرط منع العار كونه ارتقى,كذا مؤنّثّ بهاءٍ مطلقا وشرط منع العار كونه ارتقى
ابن مالك,الرجز,فوق الثلاث أو كحور أو سقر ,  أو زيدٍ اسم امرأة ٍ لا اسم ذكر,فوق الثلاث أو كحور أو سقر أو زيدٍ اسم امرأة ٍ لا اسم ذكر
ابن مالك,الرجز,وجهان في العادم تذكيراً سبق ,  وعُجمة ً كهند والمنعُ أحق,وجهان في العادم تذكيراً سبق وعُجمة ً كهند والمنعُ أحق
ابن مالك,الرجز,والعجميّ الوضع والتعريف مع ,  زيدٍ على الثلاث صرفُه ُ امتنع,والعجميّ الوضع والتعريف مع زيدٍ على الثلاث صرفُه ُ امتنع
ابن مالك,الرجز,كذاك ذو وزن ٍ يخصّ الفعلا ,  أو غالبٍ كأحمدٍ ويعلى,كذاك ذو وزن ٍ يخصّ الفعلا أو غالبٍ كأحمدٍ ويعلى
ابن مالك,الرجز,وما يصير علَماً من ذي ألِف ,  زيدت لإلحاق ٍ فليس ينصرف,وما يصير علَماً من ذي ألِف زيدت لإلحاق ٍ فليس ينصرف
ابن مالك,الرجز,والعلم امنع صرفه إن عدلا ,  كفعل التوكيد أو كثعلا,والعلم امنع صرفه إن عدلا كفعل التوكيد أو كثعلا
ابن مالك,الرجز,والعدل والتعريف مانعاً سحر ,  إذا به التعيين قصداً يُعتبر,والعدل والتعريف مانعاً سحر إذا به التعيين قصداً يُعتبر
ابن مالك,الرجز,ابن على الكسر فعال علما ,  مؤنّثاً وهو نظير جشما,ابن على الكسر فعال علما مؤنّثاً وهو نظير جشما
ابن مالك,الرجز,عند تميم واصرفن ما نكّرا ,  من كلّ ما التعريف فيه أثّرا,عند تميم واصرفن ما نكّرا من كلّ ما التعريف فيه أثّرا
ابن مالك,الرجز,وما يكون منه منقوصاً ففي ,  إعرابه نهج جوار ٍ يقتفي,وما يكون منه منقوصاً ففي إعرابه نهج جوار ٍ يقتفي
ابن مالك,الرجز,ولاضطرار ٍ أو تناسبٍ صُرِف ,  ذو المنع والمصروفُ قد لا ينصرف,ولاضطرار ٍ أو تناسبٍ صُرِف ذو المنع والمصروفُ قد لا ينصرف
ابن مالك,الرجز,ارفع مضارعاً إذا يُجرّد ,  من ناصبٍ وجازم ٍ كتسعد,ارفع مضارعاً إذا يُجرّد من ناصبٍ وجازم ٍ كتسعد
ابن مالك,الرجز,وبلن انصبه وكي كذا بأن ,  لا بعد علم ٍ والتي من بعد ظنّ,وبلن انصبه وكي كذا بأن لا بعد علم ٍ والتي من بعد ظنّ
ابن مالك,الرجز,فانصب بها والرّفع صحّح واعتقد ,  تخفيفها من أنّ فهو مطّرد,فانصب بها والرّفع صحّح واعتقد تخفيفها من أنّ فهو مطّرد
ابن مالك,الرجز,وبعضهم أهمل أن حملا ً على ,  ما أختها حيث استحقّت عملا,وبعضهم أهمل أن حملا ً على ما أختها حيث استحقّت عملا
ابن مالك,الرجز,ونصبوا بإذن المستقبلا ,  إن صدّرت والفعل بعد موصلا,ونصبوا بإذن المستقبلا إن صدّرت والفعل بعد موصلا
ابن مالك,الرجز,أو قبله اليمين وانصب وارفعا ,  إذا إذن من بعد عطف ٍٍ وقعل,أو قبله اليمين وانصب وارفعا إذا إذن من بعد عطف ٍٍ وقعل
ابن مالك,الرجز,وبين لا ولام جرٍّ إلتزم ,  إظهار أن ناصبة ً وإن عُدِم,وبين لا ولام جرٍّ إلتزم إظهار أن ناصبة ً وإن عُدِم
ابن مالك,الرجز,لا فأن اعمل مظهراً أو مضمراً ,  وبعد نفي كان حتماً أضمرا,لا فأن اعمل مظهراً أو مضمراً وبعد نفي كان حتماً أضمرا
ابن مالك,الرجز,كذاك بعد أو إذا يصلح في ,  موضعها حتى أو والا أن خفي,كذاك بعد أو إذا يصلح في موضعها حتى أو والا أن خفي
ابن مالك,الرجز,وبعد حتى هكذا إضمار أن ,  حتمّ  كجد حتى تُسَرّد ذا حزن,وبعد حتى هكذا إضمار أن حتمّ كجد حتى تُسَرّد ذا حزن
ابن مالك,الرجز,وتلو حتّى حالا ً أو مؤولا ً  ,  به ارفعنّ وانصب المستقبلا,وتلو حتّى حالا ً أو مؤولا ً  به ارفعنّ وانصب المستقبلا
ابن مالك,الرجز,وبعد فا جواب نفي ٍ أو طلب ,  محضين أن وسترها حتمّ نصب,وبعد فا جواب نفي ٍ أو طلب محضين أن وسترها حتمّ نصب
ابن مالك,الرجز,والواو كالفا إن تفد مفهوم مع ,  كلا تكن جلداً وتظهر الجزع,والواو كالفا إن تفد مفهوم مع كلا تكن جلداً وتظهر الجزع
ابن مالك,الرجز,وبعد غير النفي جزماً اعتمد ,  إن تسقط الفا والجزاء قد قُصِد,وبعد غير النفي جزماً اعتمد إن تسقط الفا والجزاء قد قُصِد
ابن مالك,الرجز,وشرط جزم ٍ بعد نهي أن تضع ,  إن قبل لا دون تخالف ٍ يقع,وشرط جزم ٍ بعد نهي أن تضع إن قبل لا دون تخالف ٍ يقع
ابن مالك,الرجز,والأمر إن كان بغير افعل فلا ,  تنصب جوابه وجزمه اقبلا,والأمر إن كان بغير افعل فلا تنصب جوابه وجزمه اقبلا
