الشاعر,البحر,الشطر الأيمن,الشطر الأيسر,البيت
الإمام القحطاني الأندلسي,الكامل,مِنْ أَجْلِ أَنَّ لِكُلِّ مَخْرَجِ غَائِطٍ , شَرَجًا تَضُمُّ عَلَيْهِ نَاحِيَتَانِ,مِنْ أَجْلِ أَنَّ لِكُلِّ مَخْرَجِ غَائِطٍ شَرَجًا تَضُمُّ عَلَيْهِ نَاحِيَتَانِ
الإمام القحطاني الأندلسي,الكامل,وَإِذَا الأَذَى قَدْ جَازَ مَوْضِعَ عَادَةٍ , لَمْ يُجْزِ إِلاَّ الْمَاءُ بِالإِمْعَانِ,وَإِذَا الأَذَى قَدْ جَازَ مَوْضِعَ عَادَةٍ لَمْ يُجْزِ إِلاَّ الْمَاءُ بِالإِمْعَانِ
الإمام القحطاني الأندلسي,الكامل,نَقْضُ الْوُضُوءِ بِقُبْلَةٍ أَوْ لَمْسَةٍ , أَوْ طُولِ نَوْمٍ أَوْ بِمَسِّ خِتَانِ,نَقْضُ الْوُضُوءِ بِقُبْلَةٍ أَوْ لَمْسَةٍ أَوْ طُولِ نَوْمٍ أَوْ بِمَسِّ خِتَانِ
الإمام القحطاني الأندلسي,الكامل,أَوْ بَوْلَةٍ أَوْ غَائِطٍ أَوْ نَوْمَةٍ , أَوْ نَفْخَةٍ في السِّرِّ وَالإِعْلاَنِ,أَوْ بَوْلَةٍ أَوْ غَائِطٍ أَوْ نَوْمَةٍ أَوْ نَفْخَةٍ في السِّرِّ وَالإِعْلاَنِ
الإمام القحطاني الأندلسي,الكامل,وَمِنَ الْمَذِيِّ أَوِ الْوَدِيِّ كِلَيْهِمَا , مِنْ حَيْثُ يَبْدُو الْبَوْلُ يَنْحَدِرَانِ,وَمِنَ الْمَذِيِّ أَوِ الْوَدِيِّ كِلَيْهِمَا مِنْ حَيْثُ يَبْدُو الْبَوْلُ يَنْحَدِرَانِ
الإمام القحطاني الأندلسي,الكامل,وَلَرُبَّمَا نَفَخَ الْخَبِيثُ بِمَكْرِهِ , حَتَّى يَضُمَّ لِنَفْخِهِ الْفَخِذَانِ,وَلَرُبَّمَا نَفَخَ الْخَبِيثُ بِمَكْرِهِ حَتَّى يَضُمَّ لِنَفْخِهِ الْفَخِذَانِ
الإمام القحطاني الأندلسي,الكامل,وَبَيَانُ ذَلِكَ صَوْتُهُ أَوْ رِيحُهُ , هَاتَانِ بَيِّنَتَانِ صَادِقَتَانِ,وَبَيَانُ ذَلِكَ صَوْتُهُ أَوْ رِيحُهُ هَاتَانِ بَيِّنَتَانِ صَادِقَتَانِ
الإمام القحطاني الأندلسي,الكامل,وَالْغُسْلُ فَرْضٌ مِنْ ثَلاَثَةِ أَوْجُهٍ , دَفْقِ الْمَنِيِّ وَحَيْضَةِ النِّسْوَانِ,وَالْغُسْلُ فَرْضٌ مِنْ ثَلاَثَةِ أَوْجُهٍ دَفْقِ الْمَنِيِّ وَحَيْضَةِ النِّسْوَانِ
الإمام القحطاني الأندلسي,الكامل,إِنْزَالِهِ في نَوْمَةٍ أَوْ يَقْظَةٍ , حَالاَنِ لِلتَّطْهِيرِ مُوجِبَتَانِ,إِنْزَالِهِ في نَوْمَةٍ أَوْ يَقْظَةٍ حَالاَنِ لِلتَّطْهِيرِ مُوجِبَتَانِ
الإمام القحطاني الأندلسي,الكامل,وَتَطَهُّرُ الزَّوْجَيْنِ فَرْضٌ وَاجِبٌ , عِنْدَ الْجِمَاعِ إِذَا الْتَقَى الْفَرْجَانِ,وَتَطَهُّرُ الزَّوْجَيْنِ فَرْضٌ وَاجِبٌ عِنْدَ الْجِمَاعِ إِذَا الْتَقَى الْفَرْجَانِ
الإمام القحطاني الأندلسي,الكامل,فَكِلاَهُمَا إِنْ أَنْزَلاَ أَوْ أَكْسَلاَ , فَهُمَا بِحُكْمِ الشَّرْعِ يَغْتَسِلاَنِ,فَكِلاَهُمَا إِنْ أَنْزَلاَ أَوْ أَكْسَلاَ فَهُمَا بِحُكْمِ الشَّرْعِ يَغْتَسِلاَنِ
الإمام القحطاني الأندلسي,الكامل,وَاغْسِلْ إِذَا أَمْذَيْتَ فَرْجَكَ كُلَّهُ , وَالأُنْثَيَانِ فَلَيْسَ يُفْتَرَضَانِ,وَاغْسِلْ إِذَا أَمْذَيْتَ فَرْجَكَ كُلَّهُ وَالأُنْثَيَانِ فَلَيْسَ يُفْتَرَضَانِ
الإمام القحطاني الأندلسي,الكامل,وَالْحَيْضُ وَالنُّفَسَاءُ أَصْلٌ وَاحِدٌ , عِنْدَ انْقِطَاعِ الدَّمِّ يَغْتَسِلاَنِ,وَالْحَيْضُ وَالنُّفَسَاءُ أَصْلٌ وَاحِدٌ عِنْدَ انْقِطَاعِ الدَّمِّ يَغْتَسِلاَنِ
الإمام القحطاني الأندلسي,الكامل,وَإِذَا أَعَادَتْ بَعْدَ شَهْرَيْنِ الدِّمَا , تِلْكَ اسْتِحَاضَةُ بَعْدَ ذِي الشَّهْرَانِ,وَإِذَا أَعَادَتْ بَعْدَ شَهْرَيْنِ الدِّمَا تِلْكَ اسْتِحَاضَةُ بَعْدَ ذِي الشَّهْرَانِ
الإمام القحطاني الأندلسي,الكامل,فَلْتَغْتَسِلْ لِصَلاَتِهَا وَصِيَامِهَا , وَالْمُسْتَحَاضَةُ دَهْرُهَا نِصْفَانِ ,فَلْتَغْتَسِلْ لِصَلاَتِهَا وَصِيَامِهَا وَالْمُسْتَحَاضَةُ دَهْرُهَا نِصْفَانِ 
الإمام القحطاني الأندلسي,الكامل,فَالنِّصْفُ تَتْرُكُ صَوْمَهَا وَصَلاَتَهَا , وَدَمُ الْمَحِيضِ وَغَيْرُهُ لَوْنَانِ,فَالنِّصْفُ تَتْرُكُ صَوْمَهَا وَصَلاَتَهَا وَدَمُ الْمَحِيضِ وَغَيْرُهُ لَوْنَانِ
الإمام القحطاني الأندلسي,الكامل,وَإِذَا صَفَا مِنْهَا وَأَشْرَقَ لَوْنُهُ , فَصَلاَتُهَا وَالصَّوْمُ مُفْتَرَضَانِ,وَإِذَا صَفَا مِنْهَا وَأَشْرَقَ لَوْنُهُ فَصَلاَتُهَا وَالصَّوْمُ مُفْتَرَضَانِ
الإمام القحطاني الأندلسي,الكامل,تَقْضِي الصِّيَامَ وَلاَ تُعِيدُ صَلاَتَهَا , إِنَّ الصَّلاَةَ تَعُودُ كُلَّ زَمَانِ,تَقْضِي الصِّيَامَ وَلاَ تُعِيدُ صَلاَتَهَا إِنَّ الصَّلاَةَ تَعُودُ كُلَّ زَمَانِ
الإمام القحطاني الأندلسي,الكامل,فَالشَّرْعُ وَالْقُرْآنُ قَدْ حَكَمَا بِهِ , بَيْنَ النِّسَاءِ فَلَيْسَ يُطَّرَحَانِ,فَالشَّرْعُ وَالْقُرْآنُ قَدْ حَكَمَا بِهِ بَيْنَ النِّسَاءِ فَلَيْسَ يُطَّرَحَانِ
الإمام القحطاني الأندلسي,الكامل,وَمَتَى تَرَى النُّفَسَاءُ طُهْرًا تَغْتَسِلْ , أَوْ لاَ فَغَايَةُ طُهْرِهَا شَهْرَانِ,وَمَتَى تَرَى النُّفَسَاءُ طُهْرًا تَغْتَسِلْ أَوْ لاَ فَغَايَةُ طُهْرِهَا شَهْرَانِ
الإمام القحطاني الأندلسي,الكامل,مَسُّ النِّسَاءِ عَلَى الرِّجَالِ مُحَرَّمٌ , حَرْثُ السِّبَاخِ خَسَارَةُ الْحِرْثَانِ,مَسُّ النِّسَاءِ عَلَى الرِّجَالِ مُحَرَّمٌ حَرْثُ السِّبَاخِ خَسَارَةُ الْحِرْثَانِ
الإمام القحطاني الأندلسي,الكامل,لاَ تَلْقَ رَبَّكَ سَارِقًا أَوْ خَائِنًا , أَوْ شَارِبًا أَوْ ظَالِمًا أَوْ زَانِي,لاَ تَلْقَ رَبَّكَ سَارِقًا أَوْ خَائِنًا أَوْ شَارِبًا أَوْ ظَالِمًا أَوْ زَانِي
الإمام القحطاني الأندلسي,الكامل,قُلْ إِنَّ رَجْمَ الزَّانِيَيْنِ كِلَيْهِمَا , فَرْضٌ إِذَا زَنَيَا عَلَى الإِحْصَانِ,قُلْ إِنَّ رَجْمَ الزَّانِيَيْنِ كِلَيْهِمَا فَرْضٌ إِذَا زَنَيَا عَلَى الإِحْصَانِ
الإمام القحطاني الأندلسي,الكامل,وَالرَّجْمُ في الْقُرْآنِ فَرْضٌ لاَزِمٌ , لِلْمُحْصَنَيْنِ وَيُجْلَدُ الْبِكْرَانِ,وَالرَّجْمُ في الْقُرْآنِ فَرْضٌ لاَزِمٌ لِلْمُحْصَنَيْنِ وَيُجْلَدُ الْبِكْرَانِ
الإمام القحطاني الأندلسي,الكامل,وَالْخَمْرُ يَحْرُمُ بَيْعُهَا وَشِرَاؤُهَا , سِيَّانِ ذَلِكَ عِنْدَنَا سِيَّانِ,وَالْخَمْرُ يَحْرُمُ بَيْعُهَا وَشِرَاؤُهَا سِيَّانِ ذَلِكَ عِنْدَنَا سِيَّانِ
الإمام القحطاني الأندلسي,الكامل,في الشَّرْعِ وَالْقُرْآنِ حُرِّمَ شُرْبُهَا , وَكِلاَهُمَا لاَ شَكَّ مُتَّبَعَانِ,في الشَّرْعِ وَالْقُرْآنِ حُرِّمَ شُرْبُهَا وَكِلاَهُمَا لاَ شَكَّ مُتَّبَعَانِ
الإمام القحطاني الأندلسي,الكامل,أَيْقِنْ بِأَشْرَاطِ الْقِيَامَةِ كُلِّهَا , وَاسْمَعْ هُدِيتَ نَصِيحَتِي وَبَيَانِي,أَيْقِنْ بِأَشْرَاطِ الْقِيَامَةِ كُلِّهَا وَاسْمَعْ هُدِيتَ نَصِيحَتِي وَبَيَانِي
الإمام القحطاني الأندلسي,الكامل,كَالشَّمْسِ تَطْلُعُ مِنْ مَكَانِ غُرُوبِهَا , وَخُرُوجِ دَجَّالٍ وَهَوْلِ دُخَانِ,كَالشَّمْسِ تَطْلُعُ مِنْ مَكَانِ غُرُوبِهَا وَخُرُوجِ دَجَّالٍ وَهَوْلِ دُخَانِ
الإمام القحطاني الأندلسي,الكامل,وَخُرُوجِ يِأْجُوجٍ وَمَأْجُوجٍ مَعًا , مِنْ كُلِّ صَقْعٍ شَاسِعٍ وَمَكَانِ,وَخُرُوجِ يِأْجُوجٍ وَمَأْجُوجٍ مَعًا مِنْ كُلِّ صَقْعٍ شَاسِعٍ وَمَكَانِ
الإمام القحطاني الأندلسي,الكامل,وَنُزُولِ عِيسَى قَاتِلاً دَجَّالَهُمْ , يَقْضِي بِحُكْمِ الْعَدْلِ وَالإِحْسَانِ ,وَنُزُولِ عِيسَى قَاتِلاً دَجَّالَهُمْ يَقْضِي بِحُكْمِ الْعَدْلِ وَالإِحْسَانِ 
الإمام القحطاني الأندلسي,الكامل,وَاذْكُرْ خُرُوجَ فَصِيلِ نَاقَةِ صَالِحٍ , يَسِمُ الْوَرَى بِالْكُفْرِ وَالإِيمَانِ,وَاذْكُرْ خُرُوجَ فَصِيلِ نَاقَةِ صَالِحٍ يَسِمُ الْوَرَى بِالْكُفْرِ وَالإِيمَانِ
الإمام القحطاني الأندلسي,الكامل,وَالْوَحْيُ يُرْفَعُ وَالصَّلاَةُ مِنَ الْوَرَى , وَهُمَا لِعِقْدِ الدِّيْنِ وَاسِطَتَانِ,وَالْوَحْيُ يُرْفَعُ وَالصَّلاَةُ مِنَ الْوَرَى وَهُمَا لِعِقْدِ الدِّيْنِ وَاسِطَتَانِ
الإمام القحطاني الأندلسي,الكامل,صَلِّ الصَّلاَةَ الْخَمْسَ أَوَّلَ وَقْتِهَا , إِذْ كُلُّ وَاحِدَةٍ لَهَا وَقْتَانِ,صَلِّ الصَّلاَةَ الْخَمْسَ أَوَّلَ وَقْتِهَا إِذْ كُلُّ وَاحِدَةٍ لَهَا وَقْتَانِ
الإمام القحطاني الأندلسي,الكامل,قَصْرُ الصَّلاَةِ عَلَى الْمُسَافِرِ وَاجِبٌ , وَأَقَلُّ حَدِّ الْقَصْرِ مَرْحَلَتَانِ,قَصْرُ الصَّلاَةِ عَلَى الْمُسَافِرِ وَاجِبٌ وَأَقَلُّ حَدِّ الْقَصْرِ مَرْحَلَتَانِ
الإمام القحطاني الأندلسي,الكامل,كِلْتَاهُمَا في أَصْلِ مَذْهَبِ مَالِكٍ , خَمْسُونَ مِيلاً نَقْصُهَا مِيلاَنِ,كِلْتَاهُمَا في أَصْلِ مَذْهَبِ مَالِكٍ خَمْسُونَ مِيلاً نَقْصُهَا مِيلاَنِ
الإمام القحطاني الأندلسي,الكامل,وَإِذَا الْمُسَافِرُ غَابَ عَنْ أَبْيَاتِهِ , فَالْقَصْرُ وَالإِفْطَارُ مَفْعُولاَنِ,وَإِذَا الْمُسَافِرُ غَابَ عَنْ أَبْيَاتِهِ فَالْقَصْرُ وَالإِفْطَارُ مَفْعُولاَنِ
الإمام القحطاني الأندلسي,الكامل,وَصَلاَةُ مَغْرِبِ شَمْسِنَا وَصَبَاحِنَا , في الْحَضْرِ وَالأَسْفَارِ كَامِلَتَانِ,وَصَلاَةُ مَغْرِبِ شَمْسِنَا وَصَبَاحِنَا في الْحَضْرِ وَالأَسْفَارِ كَامِلَتَانِ
الإمام القحطاني الأندلسي,الكامل,وَالشَّمْسُ حِينَ تَزُولُ مِنْ كَبِدِ السَّمَا , فَالظُّهْرُ ثُمَّ الْعَصْرُ وَاجِبَتَانِ,وَالشَّمْسُ حِينَ تَزُولُ مِنْ كَبِدِ السَّمَا فَالظُّهْرُ ثُمَّ الْعَصْرُ وَاجِبَتَانِ
الإمام القحطاني الأندلسي,الكامل,وَالظُّهْرُ آخِرُ وَقْتِهَا مُتَعَلِّقٌ , بِالْعَصْرِ وَالْوَقْتَانِ مُشْتَبِكَانِ,وَالظُّهْرُ آخِرُ وَقْتِهَا مُتَعَلِّقٌ بِالْعَصْرِ وَالْوَقْتَانِ مُشْتَبِكَانِ
الإمام القحطاني الأندلسي,الكامل,لاَ تَلْتَفِتْ مَا دُمْتَ فِيهَا قَائِمًا , وَاخْشَعْ بِقَلْبٍ خَائِفٍ رَهْبَانِ,لاَ تَلْتَفِتْ مَا دُمْتَ فِيهَا قَائِمًا وَاخْشَعْ بِقَلْبٍ خَائِفٍ رَهْبَانِ
الإمام القحطاني الأندلسي,الكامل,وَكَذَا الصَّلاَةُ غُرُوبَ شَمْسِ نَهَارِنَا , وَعِشَاؤُنَا وَقْتَانِ مُتَّصِلاَنِ,وَكَذَا الصَّلاَةُ غُرُوبَ شَمْسِ نَهَارِنَا وَعِشَاؤُنَا وَقْتَانِ مُتَّصِلاَنِ
الإمام القحطاني الأندلسي,الكامل,وَالصُّبْحُ مُنْفَرِدٌ بِوَقْتٍ مُفْرَدٍ , لَكِنْ لَهَا وَقْتَانِ مَفْرُودَانِ,وَالصُّبْحُ مُنْفَرِدٌ بِوَقْتٍ مُفْرَدٍ لَكِنْ لَهَا وَقْتَانِ مَفْرُودَانِ
الإمام القحطاني الأندلسي,الكامل,فَجْرٌ وَإِسْفَارٌ وَبَيْنَ كِلَيْهِمَا , وَقْتٌ لِكُلِّ مُطَوِّلٍ مُتَوَانِ,فَجْرٌ وَإِسْفَارٌ وَبَيْنَ كِلَيْهِمَا وَقْتٌ لِكُلِّ مُطَوِّلٍ مُتَوَانِ
الإمام القحطاني الأندلسي,الكامل,وَارْقُبْ طُلُوعَ الْفَجْرِ وَاسْتَيْقِنْ بِهِ , فَالْفَجْرُ عِنْدَ شُيُوخِنَا فَجْرَانِ,وَارْقُبْ طُلُوعَ الْفَجْرِ وَاسْتَيْقِنْ بِهِ فَالْفَجْرُ عِنْدَ شُيُوخِنَا فَجْرَانِ
الإمام القحطاني الأندلسي,الكامل,فَجْرٌ كَذُوبٌ ثُمَّ فَجْرٌ صَادِقٌ , وَلَرُبَّمَا في الْعَيْنِ يَشْتَبِهَانِ,فَجْرٌ كَذُوبٌ ثُمَّ فَجْرٌ صَادِقٌ وَلَرُبَّمَا في الْعَيْنِ يَشْتَبِهَانِ
الإمام القحطاني الأندلسي,الكامل,وَالظِّلُّ في الأَزْمَانِ مُخْتَلِفٌ كَمَا , زَمَنُ الشِّتَا وَالصَّيْفِ مُخْتَلِفَانِ,وَالظِّلُّ في الأَزْمَانِ مُخْتَلِفٌ كَمَا زَمَنُ الشِّتَا وَالصَّيْفِ مُخْتَلِفَانِ
الإمام القحطاني الأندلسي,الكامل,فَاقْرَأْ إِذَا قَرَأَ الإِمَامُ مُخَافِتًا , وَاسْكُتْ إِذَا مَا كَانَ ذَا إِعْلاَنِ,فَاقْرَأْ إِذَا قَرَأَ الإِمَامُ مُخَافِتًا وَاسْكُتْ إِذَا مَا كَانَ ذَا إِعْلاَنِ
الإمام القحطاني الأندلسي,الكامل,وَلِكُلِّ سَهْوٍ سَجْدَتَانِ فَصَلِّهَا , قَبْلَ السَّلاَمِ وَبَعْدَهُ قَوْلاَنِ,وَلِكُلِّ سَهْوٍ سَجْدَتَانِ فَصَلِّهَا قَبْلَ السَّلاَمِ وَبَعْدَهُ قَوْلاَنِ
الإمام القحطاني الأندلسي,الكامل,سُنَنُ الصَّلاَةِ مُبَيَّنَهْ وَفُرُوضُهَا , فَاسْأَلْ شُيُوخَ الْفِقْهِ وَالإِحْسَانِ,سُنَنُ الصَّلاَةِ مُبَيَّنَهْ وَفُرُوضُهَا فَاسْأَلْ شُيُوخَ الْفِقْهِ وَالإِحْسَانِ
الإمام القحطاني الأندلسي,الكامل,فَرْضُ الصَّلاَةِ رُكُوعُهَا وَسُجُودُهَا , مَا إِنْ تَخَالَفَ فِيهِمَا رَجُلاَنِ,فَرْضُ الصَّلاَةِ رُكُوعُهَا وَسُجُودُهَا مَا إِنْ تَخَالَفَ فِيهِمَا رَجُلاَنِ
الإمام القحطاني الأندلسي,الكامل,تَحْرِيمُهَا تَكْبِيرُهَا وَحَلاَلُهَا , تَسْلِيمُهَا وَكِلاَهُمَا فَرْضَانِ,تَحْرِيمُهَا تَكْبِيرُهَا وَحَلاَلُهَا تَسْلِيمُهَا وَكِلاَهُمَا فَرْضَانِ
الإمام القحطاني الأندلسي,الكامل,وَالْحَمْدُ فَرْضٌ في الصَّلاَةِ قِرَاتُهَا , آيَاتُهَا سَبْعٌ وَهُنَّ مَثَانِي,وَالْحَمْدُ فَرْضٌ في الصَّلاَةِ قِرَاتُهَا آيَاتُهَا سَبْعٌ وَهُنَّ مَثَانِي
الإمام القحطاني الأندلسي,الكامل,في كُلِّ رَكْعَاتِ الصَّلاَةِ مُعَادَةٌ , فِيهَا بِبَسْمَلَةٍ فَخُذْ تِبْيَانِي,في كُلِّ رَكْعَاتِ الصَّلاَةِ مُعَادَةٌ فِيهَا بِبَسْمَلَةٍ فَخُذْ تِبْيَانِي
الإمام القحطاني الأندلسي,الكامل,وَإِذَا نَسِيتَ قِرَاتَهَا في رَكْعَةٍ , فَاسْتَوْفِ رَكْعَتَهَا بِغَيْرِ تَوَانِ ,وَإِذَا نَسِيتَ قِرَاتَهَا في رَكْعَةٍ فَاسْتَوْفِ رَكْعَتَهَا بِغَيْرِ تَوَانِ 
الإمام القحطاني الأندلسي,الكامل,اِتْبَعْ إِمَامَكَ خَافِضًا أَوْ رَافِعًا , فَكِلاَهُمَا فِعْلاَنِ مَحْمُودَانِ,اِتْبَعْ إِمَامَكَ خَافِضًا أَوْ رَافِعًا فَكِلاَهُمَا فِعْلاَنِ مَحْمُودَانِ
الإمام القحطاني الأندلسي,الكامل,لاَ تَرْفَعَنْ قَبْلَ الإِمَامِ وَلاَ تَضَعْ , فَكِلاَهُمَا أَمْرَانِ مَذْمُومَانِ,لاَ تَرْفَعَنْ قَبْلَ الإِمَامِ وَلاَ تَضَعْ فَكِلاَهُمَا أَمْرَانِ مَذْمُومَانِ
الإمام القحطاني الأندلسي,الكامل,إِنَّ الشَّرِيعَةَ سُنَّةٌ وَفَرِيضَةٌ , وَهُمَا لِدِينِ مُحَمَّدٍ عِقْدَانِ,إِنَّ الشَّرِيعَةَ سُنَّةٌ وَفَرِيضَةٌ وَهُمَا لِدِينِ مُحَمَّدٍ عِقْدَانِ
الإمام القحطاني الأندلسي,الكامل,لَكِنْ أَذَانُ الصُّبْحِ عِنْدَ شُيُوخِنَا , مِنْ قَبْلِ أَنْ يَتَبَيَّنَ الْفَجْرَانِ,لَكِنْ أَذَانُ الصُّبْحِ عِنْدَ شُيُوخِنَا مِنْ قَبْلِ أَنْ يَتَبَيَّنَ الْفَجْرَانِ
الإمام القحطاني الأندلسي,الكامل,هِيَ رُخْصَةٌ في الصُّبْحِ لاَ في غَيْرِهِ , مِنْ أَجْلِ يَقْظَةِ غَافِلٍ وَسْنَانِ,هِيَ رُخْصَةٌ في الصُّبْحِ لاَ في غَيْرِهِ مِنْ أَجْلِ يَقْظَةِ غَافِلٍ وَسْنَانِ
الإمام القحطاني الأندلسي,الكامل,أَحْسِنْ صَلاَتَكَ رَاكِعًا أَوْ سَاجِدًا , بِتَطَمُّنٍ وَتَرَفُّقٍ وَتَدَانِ,أَحْسِنْ صَلاَتَكَ رَاكِعًا أَوْ سَاجِدًا بِتَطَمُّنٍ وَتَرَفُّقٍ وَتَدَانِ
الإمام القحطاني الأندلسي,الكامل,لاَ تَدْخُلَنَّ إِلَى صَلاَتِكَ حَاقِنًا , فَالإِحْتِقَانُ يُخِلُّ بِالأَرْكَانِ,لاَ تَدْخُلَنَّ إِلَى صَلاَتِكَ حَاقِنًا فَالإِحْتِقَانُ يُخِلُّ بِالأَرْكَانِ
الإمام القحطاني الأندلسي,الكامل,بَيِّتْ مِنَ اللَّيْلِ الصِّيَامَ بِنِيَّةٍ , مِنْ قَبْلِ أَنْ يَتَمَيَّزَ الْخَيْطَانِ,بَيِّتْ مِنَ اللَّيْلِ الصِّيَامَ بِنِيَّةٍ مِنْ قَبْلِ أَنْ يَتَمَيَّزَ الْخَيْطَانِ
الإمام القحطاني الأندلسي,الكامل,يُجْزِيكَ في رَمَضَانَ نِيَّةُ لَيْلَةٍ , إِذْ لَيْسَ مُخْتَلِطًا بِعَقْدٍ ثَانِ,يُجْزِيكَ في رَمَضَانَ نِيَّةُ لَيْلَةٍ إِذْ لَيْسَ مُخْتَلِطًا بِعَقْدٍ ثَانِ
الإمام القحطاني الأندلسي,الكامل,رَمَضَانُ شَهْرٌ كَامِلٌ في عَقْدِنَا , مَا حَلَّهُ يَوْمٌ وَلاَ يَوْمَانِ,رَمَضَانُ شَهْرٌ كَامِلٌ في عَقْدِنَا مَا حَلَّهُ يَوْمٌ وَلاَ يَوْمَانِ
الإمام القحطاني الأندلسي,الكامل,إِلاَّ الْمُسَافِرُ وَالْمَرِيضُ فَقَدْ أَتَى , تَأْخِيرُ صَوْمِهِمَا لِوَقْتٍ ثَانِ,إِلاَّ الْمُسَافِرُ وَالْمَرِيضُ فَقَدْ أَتَى تَأْخِيرُ صَوْمِهِمَا لِوَقْتٍ ثَانِ
الإمام القحطاني الأندلسي,الكامل,وَكَذَاكَ حَمْلٌ وَالرَّضَاعُ كِلاَهُمَا , في فِطْرِهِ لِنِسَائِنَا عُذْرَانِ,وَكَذَاكَ حَمْلٌ وَالرَّضَاعُ كِلاَهُمَا في فِطْرِهِ لِنِسَائِنَا عُذْرَانِ
الإمام القحطاني الأندلسي,الكامل,عَجِّلْ بِفِطْرِكَ وَالسُّحُورُ مُؤَخَّرٌ , فَكِلاَهُمَا أَمْرَانِ مَرْغُوبَانِ,عَجِّلْ بِفِطْرِكَ وَالسُّحُورُ مُؤَخَّرٌ فَكِلاَهُمَا أَمْرَانِ مَرْغُوبَانِ
الإمام القحطاني الأندلسي,الكامل,حَصِّنْ صِيَامَكَ بِالسُّكُوتِ عَنِ الْخَنَا , أَطْبِقْ عَلَى عَيْنَيْكَ بِالأَجْفَانِ,حَصِّنْ صِيَامَكَ بِالسُّكُوتِ عَنِ الْخَنَا أَطْبِقْ عَلَى عَيْنَيْكَ بِالأَجْفَانِ
الإمام القحطاني الأندلسي,الكامل,لاَ تَمْشِ ذَا وَجْهَيْنِ مِنْ بَيْنِ الْوَرَى , شَرُّ الْبَرِيَّةِ مَنْ لَهُ وَجْهَانِ,لاَ تَمْشِ ذَا وَجْهَيْنِ مِنْ بَيْنِ الْوَرَى شَرُّ الْبَرِيَّةِ مَنْ لَهُ وَجْهَانِ
الإمام القحطاني الأندلسي,الكامل,لاَ تَحْسُدَنْ أَحَدًا عَلَى نَعْمَائِهِ , إِنَّ الْحَسُودَ لِحُكْمِ رَبِّكَ شَانِي,لاَ تَحْسُدَنْ أَحَدًا عَلَى نَعْمَائِهِ إِنَّ الْحَسُودَ لِحُكْمِ رَبِّكَ شَانِي
الإمام القحطاني الأندلسي,الكامل,لاَ تَسْعَ بَيْنَ الصَّاحِبَيْنِ نَمِيمَةً , فَلأَجْلِهَا يَتَبَاغَضُ الْخِلاَّنِ,لاَ تَسْعَ بَيْنَ الصَّاحِبَيْنِ نَمِيمَةً فَلأَجْلِهَا يَتَبَاغَضُ الْخِلاَّنِ
الإمام القحطاني الأندلسي,الكامل,وَالْعَيْنُ حَقٌّ غَيْرُ سَابِقَةٍ لِمَا , يُقْضَى مِنَ الأَرْزَاقِ وَالْحِرْمَانِ,وَالْعَيْنُ حَقٌّ غَيْرُ سَابِقَةٍ لِمَا يُقْضَى مِنَ الأَرْزَاقِ وَالْحِرْمَانِ
الإمام القحطاني الأندلسي,الكامل,وَالسِّحْرُ كُفْرٌ فِعْلُهُ لاَ عِلْمُهُ , مِنْ هَهُنَا يَتَفَرَّقُ الْحُكْمَانِ,وَالسِّحْرُ كُفْرٌ فِعْلُهُ لاَ عِلْمُهُ مِنْ هَهُنَا يَتَفَرَّقُ الْحُكْمَانِ
الإمام القحطاني الأندلسي,الكامل,وَالْقَتْلُ حَدُّ السَّاحِرِينَ إِذَا هُمُ , عَمِلُوا بِهِ لِلْكُفْرِ وَالطُّغْيَانِ,وَالْقَتْلُ حَدُّ السَّاحِرِينَ إِذَا هُمُ عَمِلُوا بِهِ لِلْكُفْرِ وَالطُّغْيَانِ
الإمام القحطاني الأندلسي,الكامل,وَتَحَرَّ بِرَّ الْوَالِدَيْنِ فَإِنَّهُ , فَرْضٌ عَلَيْكَ وَطَاعَةَ السُّلْطَانِ,وَتَحَرَّ بِرَّ الْوَالِدَيْنِ فَإِنَّهُ فَرْضٌ عَلَيْكَ وَطَاعَةَ السُّلْطَانِ
الإمام القحطاني الأندلسي,الكامل,لاَ تَخْرُجَنَّ عَلَى الإِمَامِ مُحَارِبًا , وَلَوَ انَّهُ رَجُلٌ مِنَ الْحُبْشَانِ,لاَ تَخْرُجَنَّ عَلَى الإِمَامِ مُحَارِبًا وَلَوَ انَّهُ رَجُلٌ مِنَ الْحُبْشَانِ
الإمام القحطاني الأندلسي,الكامل,وَمَتَى أُمِرْتَ بِبِدْعَةٍ أَوْ زَلَّةٍ , فَاهْرُبْ بِدِينِكَ آخِرَ الْبُلْدَانِ,وَمَتَى أُمِرْتَ بِبِدْعَةٍ أَوْ زَلَّةٍ فَاهْرُبْ بِدِينِكَ آخِرَ الْبُلْدَانِ
الإمام القحطاني الأندلسي,الكامل,الدِّينُ رَأْسُ الْمَالِ فَاسْتَمْسِكْ بِهِ , فَضَيَاعُهُ مِنْ أَعْظَمِ الْخُسْرَانِ,الدِّينُ رَأْسُ الْمَالِ فَاسْتَمْسِكْ بِهِ فَضَيَاعُهُ مِنْ أَعْظَمِ الْخُسْرَانِ
